property_address,property_name,building_class,building_status,rba_sf,total_available_space_sf,rent_sf_yr,secondary_type,city,percent_leased,year_built,year_renovated,typical_floor_size_sf,parking_ratio,ceiling_height_raw,column_spacing,number_loading_docks,power,rail_lines,sewer,building_operating_expenses,capacity_available_kw,direct_available_space_sf,direct_vacant_space_sf,drive_ins,sprinklers,water,parking_spaces,latitude,longitude,source_state,source_file,source_row,candidate_id,building_status_normalized,is_directly_usable_by_status,is_pipeline_or_proxy_by_status,availability_class,usable_available_space_sf,has_listed_available_space,meets_min_available_space_20k,is_logistics_related_type,has_valid_coordinates,facility_name,is_primary_regional_hub_candidate,county_fips,county_name,county_state,region_id,county_throughput_ktons,region_state
175 Great Pond Dr,,A,Existing,239146,,$8.70 - 10.64 (Est.),Warehouse,Windsor,100.0,2010.0,,239146.0,,,,,,,,,,,0,,,,,41.8733515,-72.7176112,CT,CT.csv,37,T4-CT-00037,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"175 Great Pond Dr, Windsor, CT",False,09110,Capitol,CT,39,28591.130644048382,CT
170 Highland Park Dr,,C,Existing,449000,,$7.06 - 8.62 (Est.),Distribution,Bloomfield,100.0,1986.0,,449000.0,0.3,,48'w x 48'd,53.0,1500a/277-480v,,,2024 Tax @ $1.5502/sf,,,0,3,,,330.0,41.863732,-72.738232,CT,CT.csv,38,T4-CT-00038,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"170 Highland Park Dr, Bloomfield, CT",False,09110,Capitol,CT,39,28591.130644048382,CT
130 Huntingdon Ave,,B,Existing,218000,,$7.05 - 8.61 (Est.),Warehouse,Waterbury,100.0,1964.0,1973.0,218000.0,0.37,"16'0""",27'w x 60'd,25.0,2000a/480v 3p,,City,2025 Tax @ $1.0655/sf,,,0,"4/12'0""w x 14'0""h",Wet,City,80.0,41.5740723,-73.0623143,CT,CT.csv,39,T4-CT-00039,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"130 Huntingdon Ave, Waterbury, CT",False,09140,Naugatuck Valley,CT,40,12086.528704316876,CT
21 Hyde Rd,,B,Existing,338687,,$6.65 - 8.13 (Est.),Distribution,Farmington,100.0,1985.0,,328000.0,0.95,"33'0""",36'w x 46'd,33.0,480a/270v,,Yes,,,,0,"2/10'0""w x 14'0""h",,Yes,250.0,41.700943,-72.854128,CT,CT.csv,40,T4-CT-00040,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"21 Hyde Rd, Farmington, CT",False,09110,Capitol,CT,39,28591.130644048382,CT
100 International Dr,,B,Existing,304200,,$8.70 - 10.64 (Est.),Distribution,Windsor,100.0,2009.0,,304200.0,0.49,"25'6""",,19.0,,,,2024 Tax @ $1.4245/sf,,,0,,,,150.0,41.9178827,-72.724061,CT,CT.csv,41,T4-CT-00041,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"100 International Dr, Windsor, CT",False,09110,Capitol,CT,39,28591.130644048382,CT
90 Ivy Brook Rd,,B,Existing,250000,,$10.13 - 12.38 (Est.),Warehouse,Shelton,100.0,2007.0,,50617.0,,,,,,,,,,,0,,,,,41.2891662,-73.0857235,CT,CT.csv,42,T4-CT-00042,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"90 Ivy Brook Rd, Shelton, CT",False,09140,Naugatuck Valley,CT,40,12086.528704316876,CT
1 John St,,C,Existing,360000,200000.0,$5.52 - 6.75 (Est.),Distribution,Clinton,44.44,1920.0,,360000.0,0.97,"18'0""",,12.0,,,,2025 Tax @ $0.1902/sf,,200000.0,200000,"9/12'0""w x 12'0""h",,,350.0,41.280709,-72.530096,CT,CT.csv,43,T4-CT-00043,existing,True,False,direct_existing_facility,200000.0,True,True,True,True,"1 John St, Clinton, CT",True,09130,Lower Connecticut River Valley,CT,40,5416.948488381647,CT
1640 John Fitch Blvd,,A,Existing,257000,,$4.88 - 5.96 (Est.),Distribution,South Windsor,100.0,1970.0,1987.0,257000.0,0.41,"16'6""",40'w x 40'd,96.0,800-2000a/277-480v 3p,,City,2024 Tax @ $0.6602/sf,,,0,32,ESFR,City,100.0,41.852165,-72.597698,CT,CT.csv,44,T4-CT-00044,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"1640 John Fitch Blvd, South Windsor, CT",False,09110,Capitol,CT,39,28591.130644048382,CT
1100 Kennedy Rd,,B,Existing,256000,,$8.70 - 10.64 (Est.),Warehouse,Windsor,100.0,1975.0,,256000.0,0.27,"40'0""",,8.0,,,,2024 Tax @ $0.9600/sf,,,0,"2/10'0""w x 10'0""h",,,60.0,41.895336,-72.649473,CT,CT.csv,45,T4-CT-00045,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"1100 Kennedy Rd, Windsor, CT",False,09110,Capitol,CT,39,28591.130644048382,CT
1190 Kennedy Rd,Bldg 1,A,Existing,268800,,$8.70 - 10.64 (Est.),Distribution,Windsor,100.0,2022.0,,268800.0,0.54,"32'0""",50'w x 45'd,79.0,,,,2024 Tax @ $3.9980/sf,,,0,2,ESFR,,145.0,41.898971,-72.6497589,CT,CT.csv,46,T4-CT-00046,existing,True,False,direct_existing_facility,0.0,False,False,True,True,Bldg 1,False,09110,Capitol,CT,39,28591.130644048382,CT
260 Lake Rd,,B,Existing,341498,,$5.82 - 7.12 (Est.),Distribution,Dayville,100.0,1989.0,,341498.0,0.64,,,38.0,,,,2025 Tax @ $0.6829/sf,,,0,,,,220.0,41.8631636,-71.9069606,CT,CT.csv,47,T4-CT-00047,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"260 Lake Rd, Dayville, CT",False,09150,Northeastern Connecticut,CT,40,4185.534118524314,CT
349 Lake Rd,,B,Existing,211836,,$5.62 - 6.87 (Est.),Warehouse,Killingly,100.0,1978.0,,211836.0,1.2,"17'0""",30'w x 50'd,12.0,1300a/240v 3p,,,2025 Tax @ $0.9666/sf,,,0,"2/12'0""w x 14'0""h",Wet,,255.0,41.8675988,-71.9010592,CT,CT.csv,48,T4-CT-00048,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"349 Lake Rd, Killingly, CT",False,09150,Northeastern Connecticut,CT,40,4185.534118524314,CT
10 Leighton Rd,,C,Existing,280105,,$8.07 - 9.87 (Est.),Warehouse,Milford,100.0,1960.0,,280105.0,,,,,,,,2025 Tax @ $1.3406/sf,,,0,,,,,41.2313575,-73.0390102,CT,CT.csv,49,T4-CT-00049,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"10 Leighton Rd, Milford, CT",False,09170,South Central Connecticut,CT,40,16697.35913819854,CT
255 Long Beach Blvd,,B,Existing,409375,,$9.99 - 12.22 (Est.),Warehouse,Stratford,100.0,1970.0,,388908.0,4.0,"24'0""",,22.0,400a,,City,2025 Tax @ $1.0311/sf,,,0,"6/10'0""w x 12'0""h",Wet,City,100.0,41.165826,-73.1502738,CT,CT.csv,50,T4-CT-00050,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"255 Long Beach Blvd, Stratford, CT",False,09120,Greater Bridgeport,CT,0,8133.226935947203,CT
495 Lordship Blvd,,A,Existing,368000,,$10.62 - 12.98 (Est.),Warehouse,Stratford,100.0,2021.0,,368000.0,0.71,"49'0""",50'w,59.0,,CSX,,2025 Tax @ $1.3535/sf,,,0,,ESFR,,258.0,41.1689124,-73.1523759,CT,CT.csv,51,T4-CT-00051,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"495 Lordship Blvd, Stratford, CT",False,09120,Greater Bridgeport,CT,0,8133.226935947203,CT
825 Lordship Blvd,,A,Existing,225198,,$10.96 - 13.39 (Est.),Distribution,Stratford,100.0,2015.0,,225198.0,0.33,"35'0""",,61.0,,,,,,,0,"7/12'0""w x 12'0""h",,,75.0,41.1652913,-73.1466887,CT,CT.csv,52,T4-CT-00052,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"825 Lordship Blvd, Stratford, CT",False,09120,Greater Bridgeport,CT,0,8133.226935947203,CT
555 Main St,,C,Existing,213174,,$14.01 - 17.13 (Est.),Warehouse,Stamford,100.0,1971.0,,31265.0,,,,,,,,2024 Tax @ $0.8687/sf,,,0,,,,100.0,41.053581,-73.5354163,CT,CT.csv,53,T4-CT-00053,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"555 Main St, Stamford, CT",False,09190,Western Connecticut,CT,0,16938.064252715645,CT
235 E Main St,,C,Existing,200000,,$7.97 - 9.74 (Est.),Warehouse,Thomaston,100.0,1960.0,,161767.0,,"18'0""",,3.0,200a,,,2025 Tax @ $0.1005/sf,,,0,Yes,,,,41.6745006,-73.0676486,CT,CT.csv,54,T4-CT-00054,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"235 E Main St, Thomaston, CT",False,09140,Naugatuck Valley,CT,40,12086.528704316876,CT
135 S Main St,,B,Existing,350000,30157.0,$7.97 - 9.74 (Est.),Warehouse,Thomaston,100.0,1900.0,,62000.0,0.65,"12'0""",,,600a/440v,,Yes,2025 Tax @ $0.2700/sf,,30157.0,0,,Wet,Yes,250.0,41.6696294,-73.0769447,CT,CT.csv,55,T4-CT-00055,existing,True,False,direct_existing_facility,30157.0,True,True,True,True,"135 S Main St, Thomaston, CT",True,09140,Naugatuck Valley,CT,40,12086.528704316876,CT
35 Manning Rd,Enfield Distribution Center,C,Existing,236880,,$5.18 - 6.33 (Est.),Distribution,Enfield,100.0,1972.0,2017.0,235000.0,0.12,"23'0""",35'w x 35'd,23.0,600a/480v,,City,2025 Tax @ $0.5381/sf,,,0,1,ESFR,City,50.0,42.0154541,-72.5992089,CT,CT.csv,56,T4-CT-00056,existing,True,False,direct_existing_facility,0.0,False,False,True,True,Enfield Distribution Center,False,09110,Capitol,CT,39,28591.130644048382,CT
