property_address,property_name,building_class,building_status,rba_sf,total_available_space_sf,rent_sf_yr,secondary_type,city,percent_leased,year_built,year_renovated,typical_floor_size_sf,parking_ratio,ceiling_height_raw,column_spacing,number_loading_docks,power,rail_lines,sewer,building_operating_expenses,capacity_available_kw,direct_available_space_sf,direct_vacant_space_sf,drive_ins,sprinklers,water,parking_spaces,latitude,longitude,source_state,source_file,source_row,candidate_id,building_status_normalized,is_directly_usable_by_status,is_pipeline_or_proxy_by_status,availability_class,usable_available_space_sf,has_listed_available_space,meets_min_available_space_20k,is_logistics_related_type,has_valid_coordinates,facility_name,is_primary_regional_hub_candidate,county_fips,county_name,county_state,region_id,county_throughput_ktons,region_state
254 Novak Dr,,B,Existing,120000,96000.0,$8.22 - 10.05 (Est.),Warehouse,Martinsburg,20.0,2025.0,,120000.0,,,,,,,,,,96000.0,96000,,,,,39.3946585,-77.999863,WV,WV.csv,56,T4-WV-00056,existing,True,False,direct_existing_facility,96000.0,True,True,True,True,"254 Novak Dr, Martinsburg, WV",True,54003,Berkeley,WV,8,4229.5714565852395,WV
748 Novak Dr,,A,Existing,273634,186673.0,$8.41 - 10.27 (Est.),Distribution,Martinsburg,35.0,1998.0,2021.0,273634.0,0.71,"30'0""",48'w x 42'd,10.0,,,Yes,,,186673.0,177866,"1/12'0""w x 14'0""h",ESFR,Yes,194.0,39.3918997,-77.9892746,WV,WV.csv,57,T4-WV-00057,existing,True,False,direct_existing_facility,186673.0,True,True,True,True,"748 Novak Dr, Martinsburg, WV",True,54003,Berkeley,WV,8,4229.5714565852395,WV
225 Oak Dr,Kellwood Building,C,Existing,126515,,$2.19 - 2.67 (Est.),Distribution,Spencer,100.0,1958.0,2007.0,126515.0,0.59,"18'0""",30'w x 30'd,2.0,3p,,Yes,,,,0,3,Wet,Yes,75.0,38.817425,-81.360113,WV,WV.csv,58,T4-WV-00058,existing,True,False,direct_existing_facility,0.0,False,False,True,True,Kellwood Building,False,54087,Roane,WV,28,431.75820410408744,WV
491 Park Dr,,B,Existing,378500,,$5.31 - 6.49 (Est.),Distribution,Weirton,100.0,1999.0,2012.0,378500.0,0.61,"28'0""",,27.0,Heavy,,,,,,0,"1/14'0""w",Wet,City,230.0,40.3878615,-80.5521208,WV,WV.csv,59,T4-WV-00059,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"491 Park Dr, Weirton, WV",False,54009,Brooke,WV,42,1025.2713473277154,WV
24 Phillips Ln,,C,Existing,271967,,$8.19 - 10.01 (Est.),Warehouse,Fairmont,100.0,1943.0,,271967.0,,"25'0""",25'w x 25'd,8.0,,,,2025 Tax @ $0.0936/sf,,,0,"2/12'0""w x 12'0""h",,,,39.5032099,-80.1236843,WV,WV.csv,60,T4-WV-00060,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"24 Phillips Ln, Fairmont, WV",False,54049,Marion,WV,34,1704.5998628984228,WV
163 Pitman Rd,,B,Existing,112192,,$7.46 - 9.12 (Est.),Distribution,Morgantown,100.0,2013.0,,112192.0,,"23'0""",,28.0,,,,2025 Tax @ $2.1208/sf,,,0,4,Yes,,,39.6251714,-80.0033469,WV,WV.csv,61,T4-WV-00061,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"163 Pitman Rd, Morgantown, WV",False,54061,Monongalia,WV,34,3911.191468330951,WV
502 Plant Rd,,C,Existing,221587,,$7.69 - 9.40 (Est.),Distribution,Nitro,100.0,,,221587.0,,,,,,,,,,,0,"4/15'0""w x 18'0""h",,,10.0,38.430773,-81.841915,WV,WV.csv,62,T4-WV-00062,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"502 Plant Rd, Nitro, WV",False,54079,Putnam,WV,42,2453.276989922623,WV
351 Ragland Rd,,C,Existing,120000,,$7.99 - 9.77 (Est.),Warehouse,Beckley,100.0,1972.0,1983.0,120000.0,0.33,"45'9""",,5.0,1600a/277-480v,,Yes,2025 Tax @ $0.1936/sf,,,0,"5/10'0""w x 12'0""h",Yes,Yes,40.0,37.810678,-81.178226,WV,WV.csv,63,T4-WV-00063,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"351 Ragland Rd, Beckley, WV",False,54081,Raleigh,WV,28,2671.6266224414976,WV
3180 Rosemar Rd,Allied Logistics Bldg #24,B,Existing,385000,,$10.51 - 12.84 (Est.),Warehouse,Parkersburg,100.0,1992.0,,385000.0,0.05,"29'6""",50'w,17.0,480v 3p,,Septic Field,2025 Tax @ $0.1351/sf,,,0,"1/12'0""w x 14'0""h",,City,20.0,39.3357143,-81.5185539,WV,WV.csv,64,T4-WV-00064,existing,True,False,direct_existing_facility,0.0,False,False,True,True,Allied Logistics Bldg #24,False,54107,Wood,WV,42,3676.469095439795,WV
Rt. 892,,B,Existing,145000,,$8.30 - 10.15 (Est.),Warehouse,Washington,100.0,1957.0,,145000.0,1.67,,,,,,,2025 Tax @ $0.3742/sf,,,0,,,,40.0,39.2521366,-81.6874408,WV,WV.csv,65,T4-WV-00065,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"Rt. 892, Washington, WV",False,54107,Wood,WV,42,3676.469095439795,WV
1 Ruskin Dr,,C,Existing,180000,,$8.30 - 10.15 (Est.),Warehouse,Fairmont,100.0,,,180000.0,0.27,"29'3""",,10.0,,,,2025 Tax @ $0.3186/sf,,,0,"8/10'0""w x 12'0""h",,,50.0,39.4455716,-80.1575232,WV,WV.csv,66,T4-WV-00066,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"1 Ruskin Dr, Fairmont, WV",False,54049,Marion,WV,34,1704.5998628984228,WV
219 N Seneca Trl,,C,Existing,256017,,$4.11 - 5.02 (Est.),Warehouse,Ronceverte,100.0,1940.0,,256017.0,,,,,,,,2025 Tax @ $0.2948/sf,,,0,,,,100.0,37.7754666,-80.4606351,WV,WV.csv,67,T4-WV-00067,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"219 N Seneca Trl, Ronceverte, WV",False,54025,Greenbrier,WV,28,2264.346585524248,WV
250 Staunton Ave,,C,Existing,184717,,$10.71 - 13.09 (Est.),Warehouse,Parkersburg,100.0,1920.0,,184717.0,0.27,,,2.0,,,,2025 Tax @ $0.0987/sf,,,0,"2/12'0""w x 15'0""h",,,50.0,39.257246,-81.53424,WV,WV.csv,68,T4-WV-00068,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"250 Staunton Ave, Parkersburg, WV",False,54107,Wood,WV,42,3676.469095439795,WV
1624A Staunton Ave,,B,Existing,283928,,$10.64 - 13.01 (Est.),Warehouse,Parkersburg,100.0,,,283928.0,,,,4.0,,,,2025 Tax @ $0.0010/sf,,,0,"1/10'0""w x 12'0""h",,,40.0,39.2598285,-81.538336,WV,WV.csv,69,T4-WV-00069,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"1624A Staunton Ave, Parkersburg, WV",False,54107,Wood,WV,42,3676.469095439795,WV
243 Three Springs Dr,,C,Existing,102600,,$5.31 - 6.49 (Est.),Warehouse,Weirton,100.0,2005.0,,102600.0,,,,,,,,2025 Tax @ $0.8245/sf,,,0,,,,,40.3986904,-80.5468124,WV,WV.csv,70,T4-WV-00070,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"243 Three Springs Dr, Weirton, WV",False,54009,Brooke,WV,42,1025.2713473277154,WV
230 Truxmore Ct,Truxmore,C,Existing,160491,,$8.30 - 10.15 (Est.),Warehouse,Inwood,100.0,1965.0,,30000.0,0.0,"24'0""",50'w x 25'd,5.0,,,,2025 Tax @ $0.0685/sf,,,0,"1/12'0""w x 12'0""h",Yes,,,39.3579668,-78.0456444,WV,WV.csv,71,T4-WV-00071,existing,True,False,direct_existing_facility,0.0,False,False,True,True,Truxmore,False,54003,Berkeley,WV,8,4229.5714565852395,WV
Tucker Creek Rd,,C,Existing,157443,,$2.36 - 2.88 (Est.),Warehouse,Elizabeth,100.0,1962.0,1995.0,157443.0,,"22'0""",,4.0,3400a/440v 3p,,,2024 Tax @ $0.0621/sf,,,0,17,,City,100.0,39.0649054,-81.40802,WV,WV.csv,72,T4-WV-00072,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"Tucker Creek Rd, Elizabeth, WV",False,54105,Wirt,WV,42,223.15044370384504,WV
188 Van Kirk Dr,,C,Existing,192400,,$7.33 - 8.96 (Est.),Warehouse,Fairmont,100.0,1990.0,,192400.0,0.36,"33'0""",25'w x 40'd,7.0,3p,,,2025 Tax @ $0.5139/sf,,,0,"1/12'0""w x 16'0""h",Dry,,70.0,39.4326459,-80.2078012,WV,WV.csv,73,T4-WV-00073,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"188 Van Kirk Dr, Fairmont, WV",False,54049,Marion,WV,34,1704.5998628984228,WV
91 Variform Dr,,B,Existing,151813,,$7.47 - 9.13 (Est.),Warehouse,Martinsburg,100.0,1986.0,,151813.0,0.64,,,15.0,,Unknown,,2025 Tax @ $0.2602/sf,,,0,1,,,93.0,39.4334519,-77.9607482,WV,WV.csv,74,T4-WV-00074,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"91 Variform Dr, Martinsburg, WV",False,54003,Berkeley,WV,8,4229.5714565852395,WV
2575 Virginia Ave,USFS Industrial Distribution,B,Existing,137337,,$7.98 - 9.76 (Est.),Distribution,Hurricane,100.0,1969.0,1988.0,137337.0,0.36,,,,,,,,,,0,,,,50.0,38.431573,-82.030209,WV,WV.csv,75,T4-WV-00075,existing,True,False,direct_existing_facility,0.0,False,False,True,True,USFS Industrial Distribution,False,54079,Putnam,WV,42,2453.276989922623,WV
5115 Winchester Ave,Building B,A,Existing,365400,,$7.47 - 9.13 (Est.),Warehouse,Martinsburg,100.0,2023.0,,365400.0,1.15,"40'0""",56'w x 52'd,76.0,4000a/277-480v 3p,,,,,,0,"2/12'0""w x 14'0""h",ESFR,,420.0,39.3893578,-78.0063889,WV,WV.csv,76,T4-WV-00076,existing,True,False,direct_existing_facility,0.0,False,False,True,True,Building B,False,54003,Berkeley,WV,8,4229.5714565852395,WV
5550 Winchester Ave,Berkeley Business Park,B,Existing,389244,,$5.84 - 7.14 (Est.),Warehouse,Martinsburg,100.0,1959.0,2005.0,389244.0,1.03,"24'0""",24'w x 40'd,26.0,440a 3p,,Yes,,,,0,3,Wet,Yes,400.0,39.3865973,-78.0165725,WV,WV.csv,77,T4-WV-00077,existing,True,False,direct_existing_facility,0.0,False,False,True,True,Berkeley Business Park,False,54003,Berkeley,WV,8,4229.5714565852395,WV
5694 Winchester Ave,,A,Existing,404657,,$7.47 - 9.13 (Est.),Warehouse,Martinsburg,100.0,2020.0,,404040.0,0.51,"32'0""",52'w x 50'd,41.0,3p,,,2025 Tax @ $1.0159/sf,,,0,"2/10'0""w x 16'0""h",ESFR,,208.0,39.3844113,-78.0212144,WV,WV.csv,78,T4-WV-00078,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"5694 Winchester Ave, Martinsburg, WV",False,54003,Berkeley,WV,8,4229.5714565852395,WV
0A Wv-68,,C,Existing,118201,,$5.23 - 6.40 (Est.),Warehouse,Ravenswood,100.0,,,118201.0,,,,,,,,2025 Tax @ $0.4313/sf,,,0,,,,50.0,38.9413,-81.756244,WV,WV.csv,79,T4-WV-00079,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"0A Wv-68, Ravenswood, WV",False,54035,Jackson,WV,42,1453.390994883377,WV
608 Caperton Blvd,,B,Existing,404960,,$7.47 - 9.13 (Est.),Distribution,Martinsburg,100.0,2001.0,,404960.0,0.63,,,32.0,,,,2025 Tax @ $0.7225/sf,,,0,5,,,255.0,39.5091978,-77.9555263,WV,WV.csv,80,T4-WV-00080,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"608 Caperton Blvd, Martinsburg, WV",False,54003,Berkeley,WV,8,4229.5714565852395,WV
390 Industrial Park Rd,,C,Existing,334484,,$4.21 - 5.14 (Est.),Warehouse,Moorefield,100.0,,,334484.0,,,,,,,,,,,0,,,,527.0,39.074463,-78.942908,WV,WV.csv,81,T4-WV-00081,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"390 Industrial Park Rd, Moorefield, WV",False,54031,Hardy,WV,34,1806.2543781358324,WV
1900 Jack Burlingame Rd,,B,Existing,180000,,$5.23 - 6.40 (Est.),Distribution,Millwood,100.0,2016.0,,180000.0,0.4,,,,,,,2025 Tax @ $0.5900/sf,,,0,,,,73.0,38.9018504,-81.8341536,WV,WV.csv,82,T4-WV-00082,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"1900 Jack Burlingame Rd, Millwood, WV",False,54035,Jackson,WV,42,1453.390994883377,WV
McMechen St,,C,Existing,185000,,$5.68 (Est.),Warehouse,Benwood,100.0,1970.0,,185000.0,,,,2.0,,,,2025 Tax @ $0.0614/sf,,,0,8,,,,40.0224645,-80.7314962,WV,WV.csv,83,T4-WV-00083,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"McMechen St, Benwood, WV",False,54051,Marshall,WV,42,1224.0566043932172,WV
8 McMechen St,Excalibur Building,C,Existing,185086,,$5.29 - 6.46 (Est.),Warehouse,Benwood,100.0,1930.0,,,,"50'0""",,,,,,2025 Tax @ $0.0614/sf,,,0,4,,,,40.0216343,-80.7331,WV,WV.csv,84,T4-WV-00084,existing,True,False,direct_existing_facility,0.0,False,False,True,True,Excalibur Building,False,54051,Marshall,WV,42,1224.0566043932172,WV
748 McMechen St,,C,Existing,183747,,$5.80 (Est.),Warehouse,Benwood,100.0,2012.0,,183747.0,,,,,,,,2025 Tax @ $0.3932/sf,,,0,,,,,40.0091071,-80.7362866,WV,WV.csv,85,T4-WV-00085,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"748 McMechen St, Benwood, WV",False,54051,Marshall,WV,42,1224.0566043932172,WV
7850 Ohio River Rd,,B,Existing,112000,,$6.26 - 7.65 (Est.),Warehouse,Lesage,100.0,,,112000.0,,,,,,,,2025 Tax @ $0.3148/sf,,,0,,,,,38.5573934,-82.2843977,WV,WV.csv,86,T4-WV-00086,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"7850 Ohio River Rd, Lesage, WV",False,54011,Cabell,WV,42,4583.847771868937,WV
230 Polymer Way,,C,Existing,291269,,$7.71 - 9.42 (Est.),Warehouse,Davisville,100.0,1974.0,,291269.0,,,,,,,,,,,0,,,,,39.1990406,-81.4893917,WV,WV.csv,87,T4-WV-00087,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"230 Polymer Way, Davisville, WV",False,54107,Wood,WV,42,3676.469095439795,WV
6000 Rail St,,B,Existing,330000,,$7.46 - 9.12 (Est.),Distribution,Morgantown,100.0,2024.0,,330000.0,,,,,,,,,,,0,3,,,,39.5981191,-79.9824373,WV,WV.csv,88,T4-WV-00088,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"6000 Rail St, Morgantown, WV",False,54061,Monongalia,WV,34,3911.191468330951,WV
141 Summers St,,B,Existing,191068,,$7.38 - 9.02 (Est.),Warehouse,Charleston,100.0,,,191068.0,,,,,,,,2024 Tax @ $0.0055/sf,,,0,,,,,38.351115,-81.6354979,WV,WV.csv,89,T4-WV-00089,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"141 Summers St, Charleston, WV",False,54039,Kanawha,WV,28,7046.560946958108,WV
541 Technology Dr,,B,Existing,168400,,$5.05 - 6.18 (Est.),Warehouse,Triadelphia,100.0,1994.0,,168400.0,,,,,,,,2025 Tax @ $0.2997/sf,,,0,,,,,40.0716415,-80.5605516,WV,WV.csv,90,T4-WV-00090,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"541 Technology Dr, Triadelphia, WV",False,54069,Ohio,WV,42,1894.6281411875625,WV
801 Turnpike Industrial Rd,,B,Existing,180000,,$7.99 - 9.77 (Est.),Warehouse,Princeton,100.0,,,180000.0,,,,,,,,2025 Tax @ $0.3440/sf,,,0,,,,,37.3719427,-81.0430212,WV,WV.csv,91,T4-WV-00091,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"801 Turnpike Industrial Rd, Princeton, WV",False,54055,Mercer,WV,28,2060.9502578806746,WV
598 Waxler Rd,,C,Existing,279000,,$9.22 - 11.27 (Est.),Warehouse,Keyser,100.0,,,,,,,,,,,,,,0,,,,,39.447556,-78.953874,WV,WV.csv,92,T4-WV-00092,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"598 Waxler Rd, Keyser, WV",False,54057,Mineral,WV,19,1105.796588488226,WV
