property_address,property_name,building_class,building_status,rba_sf,total_available_space_sf,rent_sf_yr,secondary_type,city,percent_leased,year_built,year_renovated,typical_floor_size_sf,parking_ratio,ceiling_height_raw,column_spacing,number_loading_docks,power,rail_lines,sewer,building_operating_expenses,capacity_available_kw,direct_available_space_sf,direct_vacant_space_sf,drive_ins,sprinklers,water,parking_spaces,latitude,longitude,source_state,source_file,source_row,candidate_id,building_status_normalized,is_directly_usable_by_status,is_pipeline_or_proxy_by_status,availability_class,usable_available_space_sf,has_listed_available_space,meets_min_available_space_20k,is_logistics_related_type,has_valid_coordinates,facility_name,is_primary_regional_hub_candidate,county_fips,county_name,county_state,region_id,county_throughput_ktons,region_state
2100 Center Square Rd,,A,Existing,365760,193260.0,$9.49 - 11.59 (Est.),Distribution,Logan Township,47.16,2008.0,,365760.0,0.57,"32'0""",60'w x 60'd,96.0,2500a/277-480v,,Yes,2024 Tax @ $0.9678/sf,,193260.0,193260,"4/10'0""w x 13'0""h",ESFR,Yes,308.0,39.7689707,-75.3738066,NJ,NJ.csv,13,T4-NJ-00013,existing,True,False,direct_existing_facility,193260.0,True,True,True,True,"2100 Center Square Rd, Logan Township, NJ",True,34015,Gloucester,NJ,36,13684.2732775389,NJ
908 Cranbury South River Rd,Monroe 8A Logistics Center II,A,Existing,409916,409916.0,$11.47 - 14.02 (Est.),Distribution,Monroe Township,0.0,2025.0,,409916.0,0.52,"36'0""",56'w x 48'd,53.0,3000a,,,,,409916.0,409916,"2/12'0""w x 14'0""h",ESFR,,285.0,40.3757009,-74.4562897,NJ,NJ.csv,14,T4-NJ-00014,existing,True,False,direct_existing_facility,409916.0,True,True,True,True,Monroe 8A Logistics Center II,True,34023,Middlesex,NJ,15,47721.196222924744,NJ
501 Crossroads Blvd,Building C/D,A,Existing,475488,475488.0,$9.28 - 11.34 (Est.),Warehouse,Logan Township,0.0,2023.0,,475488.0,0.55,"40'0""",50'w x 40'd,106.0,4000a/277-480v 3p,,Yes,2024 Tax @ $1.4973/sf,,475488.0,475488,4,ESFR,Yes,263.0,39.7909621,-75.3462215,NJ,NJ.csv,15,T4-NJ-00015,existing,True,False,direct_existing_facility,475488.0,True,True,True,True,Building C/D,True,34015,Gloucester,NJ,36,13684.2732775389,NJ
395 Elizabeth Ave,Prologis Somerset,A,Existing,436960,237930.0,$13.79 - 16.85 (Est.),Distribution,Somerset,45.55,2026.0,,436960.0,0.98,"40'0""",,58.0,4000a/277-480v 3p,,,2024 Tax @ $0.0006/sf,,237930.0,237930,2,ESFR,,497.0,40.538445,-74.5347116,NJ,NJ.csv,16,T4-NJ-00016,existing,True,False,direct_existing_facility,237930.0,True,True,True,True,Prologis Somerset,True,34035,Somerset,NJ,20,16846.139691905435,NJ
145 Industrial Dr,Liberty Commerce Center,A,Existing,426275,426275.0,$13.59 - 16.61 (Est.),Warehouse,Jersey City,0.0,2025.0,,426275.0,0.52,"42'0""",,67.0,4000a/277-480v 3p,,,,,426275.0,426275,6,ESFR,,326.0,40.6827867,-74.0910762,NJ,NJ.csv,17,T4-NJ-00017,existing,True,False,direct_existing_facility,426275.0,True,True,True,True,Liberty Commerce Center,True,34017,Hudson,NJ,9,23587.807365827575,NJ
128 Iron Mountain Rd,Spring Brook Commerce Center,A,Existing,393335,393335.0,$9.79 - 11.97 (Est.),Distribution,Mine Hill,0.0,2025.0,,393335.0,0.84,"42'0""",58'w x 48'd,60.0,3000a/277v 3p,,,,,393335.0,393335,2,ESFR,,370.0,40.8912404,-74.5988109,NJ,NJ.csv,18,T4-NJ-00018,existing,True,False,direct_existing_facility,393335.0,True,True,True,True,Spring Brook Commerce Center,True,34027,Morris,NJ,20,28055.89435596645,NJ
1735 Jersey Ave,,B,Existing,360000,12035.0,$5.19 - 6.35 (Est.),Warehouse,North Brunswick,96.66,1962.0,,360000.0,0.52,"24'0""",40'w x 40'd,24.0,2000a,,,2024 Tax @ $1.2496/sf,,12035.0,12035,"2/12'0""w x 14'0""h",ESFR,,186.0,40.456129,-74.489448,NJ,NJ.csv,19,T4-NJ-00019,existing,True,False,direct_existing_facility,12035.0,True,False,True,True,"1735 Jersey Ave, North Brunswick, NJ",False,34023,Middlesex,NJ,15,47721.196222924744,NJ
550 Meadowlands Pky,,B,Existing,304920,89970.0,$13.80 - 16.87 (Est.),Warehouse,Secaucus,70.49,1986.0,,152460.0,0.09,"26'0""",41'w x 44'd,13.0,200a,,City,2024 Tax @ $0.8998/sf,,89970.0,89970,,Wet,City,28.0,40.7755501,-74.0848097,NJ,NJ.csv,20,T4-NJ-00020,existing,True,False,direct_existing_facility,89970.0,True,True,True,True,"550 Meadowlands Pky, Secaucus, NJ",True,34017,Hudson,NJ,9,23587.807365827575,NJ
77-79 Metro Way,,C,Existing,422819,94761.0,$13.31 - 16.26 (Est.),Warehouse,Secaucus,77.59,1978.0,,422819.0,0.3,"27'0""",38'w x 47'd,35.0,1200-4000a/277-480v,,City,2024 Tax @ $1.6999/sf,,94761.0,94761,"2/10'0""w x 9'0""h",Wet,City,155.0,40.7706707,-74.0721361,NJ,NJ.csv,21,T4-NJ-00021,existing,True,False,direct_existing_facility,94761.0,True,True,True,True,"77-79 Metro Way, Secaucus, NJ",True,34017,Hudson,NJ,9,23587.807365827575,NJ
100 Middlesex Ave,,B,Existing,416000,303000.0,$11.90 - 14.54 (Est.),Distribution,Carteret,,1989.0,,416000.0,0.07,"26'0""",30'w x 50'd,44.0,3500a/480v 3p 3w,,City,,,303000.0,100000,"8/12'0""w x 16'0""h",Wet,City,30.0,40.5704316,-74.2184783,NJ,NJ.csv,22,T4-NJ-00022,existing,True,False,direct_existing_facility,303000.0,True,True,True,True,"100 Middlesex Ave, Carteret, NJ",True,34023,Middlesex,NJ,15,47721.196222924744,NJ
150 Pacific Ave,,B,Existing,350295,153995.0,$8.85 - 10.82 (Est.),Warehouse,Jersey City,56.04,1930.0,,350295.0,0.1,"28'0""",50'w x 35'd,13.0,2000a,,City,,,153995.0,153995,5,Dry,City,35.0,40.7078645,-74.0660827,NJ,NJ.csv,23,T4-NJ-00023,existing,True,False,direct_existing_facility,153995.0,True,True,True,True,"150 Pacific Ave, Jersey City, NJ",True,34017,Hudson,NJ,9,23587.807365827575,NJ
