property_address,property_name,building_class,building_status,rba_sf,total_available_space_sf,rent_sf_yr,secondary_type,city,percent_leased,year_built,year_renovated,typical_floor_size_sf,parking_ratio,ceiling_height_raw,column_spacing,number_loading_docks,power,rail_lines,sewer,building_operating_expenses,capacity_available_kw,direct_available_space_sf,direct_vacant_space_sf,drive_ins,sprinklers,water,parking_spaces,latitude,longitude,source_state,source_file,source_row,candidate_id,building_status_normalized,is_directly_usable_by_status,is_pipeline_or_proxy_by_status,availability_class,usable_available_space_sf,has_listed_available_space,meets_min_available_space_20k,is_logistics_related_type,has_valid_coordinates,facility_name,is_primary_regional_hub_candidate,county_fips,county_name,county_state,region_id,county_throughput_ktons,region_state
44 Thomas Dr,,B,Existing,109745,,$8.13 - 9.94 (Est.),Warehouse,Westbrook,100.0,1996.0,,109745.0,0.27,,,36.0,,,,,,,0,,,,30.0,43.6498221,-70.346713,ME,ME.csv,44,T4-ME-00044,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"44 Thomas Dr, Westbrook, ME",False,23005,Cumberland,ME,5,23357.347649143943,ME
1 Wallace Ave,,C,Existing,114100,,$8.08 - 9.87 (Est.),Distribution,South Portland,100.0,1965.0,,114100.0,1.42,"36'0""",,3.0,,,,2024 Tax @ $0.0737/sf,,,0,6,Yes,,142.0,43.612155,-70.303835,ME,ME.csv,45,T4-ME-00045,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"1 Wallace Ave, South Portland, ME",False,23005,Cumberland,ME,5,23357.347649143943,ME
116 Wallace Ave,,B,Existing,145921,,$8.71 - 9.33 (Est.),Distribution,South Portland,100.0,1980.0,,145921.0,0.34,,,15.0,,,,2024 Tax @ $0.7416/sf,,,0,,,,50.0,43.614475,-70.3085948,ME,ME.csv,46,T4-ME-00046,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"116 Wallace Ave, South Portland, ME",False,23005,Cumberland,ME,5,23357.347649143943,ME
765 Warren Ave,,A,Existing,160106,,$8.72 - 10.66 (Est.),Warehouse,Portland,100.0,1988.0,,160106.0,,"29'0""",43'w x 49'd,5.0,480a/277v,,,2024 Tax @ $1.0289/sf,,,0,2,Wet,City,,43.687689,-70.3324609,ME,ME.csv,47,T4-ME-00047,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"765 Warren Ave, Portland, ME",False,23005,Cumberland,ME,5,23357.347649143943,ME
6 Water St,,C,Existing,140000,,$5.75 - 7.03 (Est.),Warehouse,Waterville,100.0,1874.0,,17000.0,0.59,"12'6""",,1.0,,,,,,,0,"1/8'0""w x 10'0""h",,,40.0,44.546879,-69.628616,ME,ME.csv,48,T4-ME-00048,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"6 Water St, Waterville, ME",False,23011,Kennebec,ME,43,7315.4650435596595,ME
80 Water St,,B,Existing,107640,,$7.88 - 9.63 (Est.),Warehouse,Dexter,100.0,1900.0,,35880.0,,,,,,,,2024 Tax @ $0.0664/sf,,,0,,,,,45.0151982,-69.2920079,ME,ME.csv,49,T4-ME-00049,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"80 Water St, Dexter, ME",False,23019,Penobscot,ME,43,11400.902411905665,ME
3 Weaver Dr,,C,Existing,110000,,$9.42 - 11.52 (Est.),Warehouse,Sanford,100.0,1923.0,,27500.0,0.27,"17'0""",,4.0,480v 3p,,,2025 Tax @ $0.0471/sf,,,0,1,Yes,,30.0,43.4410183,-70.7729802,ME,ME.csv,50,T4-ME-00050,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"3 Weaver Dr, Sanford, ME",False,23031,York,ME,17,10283.952501625234,ME
128 Weld Rd,,B,Existing,268600,,$3.93 - 4.80 (Est.),Warehouse,Wilton,,1970.0,,134300.0,0.86,"20'0""",35'w x 41'd,14.0,3p,,City,2025 Tax @ $0.1235/sf,,,268000,,Wet,City,230.0,44.5986125,-70.2384854,ME,ME.csv,51,T4-ME-00051,existing,True,False,direct_existing_facility,268000.0,True,True,True,True,"128 Weld Rd, Wilton, ME",True,23007,Franklin,ME,5,2613.527443463984,ME
175 Allied Rd,,B,Existing,328222,,$8.00 - 9.78 (Est.),Warehouse,Auburn,100.0,1975.0,,328222.0,,,,,,,,2024 Tax @ $0.3561/sf,,,0,,,,,44.0341453,-70.2648162,ME,ME.csv,52,T4-ME-00052,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"175 Allied Rd, Auburn, ME",False,23001,Androscoggin,ME,5,8650.988424634748,ME
70 Bennett St,,B,Existing,212193,,$5.46 - 6.67 (Est.),Warehouse,Bangor,100.0,1973.0,,212193.0,,,,,,,,2024 Tax @ $0.6699/sf,,,0,,,,,44.7883523,-68.8331336,ME,ME.csv,53,T4-ME-00053,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"70 Bennett St, Bangor, ME",False,23019,Penobscot,ME,43,11400.902411905665,ME
2879 Hotel Rd,,C,Existing,304592,,$7.49 - 9.15 (Est.),Warehouse,Auburn,100.0,1994.0,,304592.0,,,,,,,,2024 Tax @ $3.5203/sf,,,0,,,,,44.0381231,-70.2839014,ME,ME.csv,54,T4-ME-00054,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"2879 Hotel Rd, Auburn, ME",False,23001,Androscoggin,ME,5,8650.988424634748,ME
200 Main St,,C,Existing,103385,,$5.11 - 6.25 (Est.),Warehouse,Prospect Harbor,100.0,1910.0,,,,,,,,,,2024 Tax @ $0.1177/sf,,,0,,,,,44.3980756,-68.0201578,ME,ME.csv,55,T4-ME-00055,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"200 Main St, Prospect Harbor, ME",False,23009,Hancock,ME,43,3410.8990782627716,ME
129 N Main St,,C,Existing,144000,,$4.94 - 6.04 (Est.),Warehouse,Pittsfield,100.0,,,,,,,,,,,2024 Tax @ $0.0092/sf,,,0,,,,,44.7848314,-69.3797781,ME,ME.csv,56,T4-ME-00056,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"129 N Main St, Pittsfield, ME",False,23025,Somerset,ME,43,5701.782446457693,ME
1 Mill St,,B,Existing,274236,,$8.51 - 10.41 (Est.),Warehouse,Jay,100.0,,,274236.0,,,,,,,,,,,0,,,,,44.47917,-70.1983682,ME,ME.csv,57,T4-ME-00057,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"1 Mill St, Jay, ME",False,23007,Franklin,ME,5,2613.527443463984,ME
70 Mount Hope Ave,,C,Existing,273038,,$5.68 - 6.79 (Est.),Distribution,Lewiston,100.0,1954.0,2018.0,136519.0,,,,,,,,2024 Tax @ $0.7885/sf,,,0,,,,,44.0710264,-70.2029872,ME,ME.csv,58,T4-ME-00058,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"70 Mount Hope Ave, Lewiston, ME",False,23001,Androscoggin,ME,5,8650.988424634748,ME
