property_address,property_name,building_class,building_status,rba_sf,total_available_space_sf,rent_sf_yr,secondary_type,city,percent_leased,year_built,year_renovated,typical_floor_size_sf,parking_ratio,ceiling_height_raw,column_spacing,number_loading_docks,power,rail_lines,sewer,building_operating_expenses,capacity_available_kw,direct_available_space_sf,direct_vacant_space_sf,drive_ins,sprinklers,water,parking_spaces,latitude,longitude,source_state,source_file,source_row,candidate_id,building_status_normalized,is_directly_usable_by_status,is_pipeline_or_proxy_by_status,availability_class,usable_available_space_sf,has_listed_available_space,meets_min_available_space_20k,is_logistics_related_type,has_valid_coordinates,facility_name,is_primary_regional_hub_candidate,county_fips,county_name,county_state,region_id,county_throughput_ktons,region_state
5 Industrial Dr W,,B,Existing,276750,,$8.19 - 10.01 (Est.),Warehouse,South Deerfield,100.0,1978.0,2007.0,276750.0,1.16,,,5.0,,,,2025 Tax @ $0.3654/sf,,,0,"1/10'0""w x 12'0""h",,,322.0,42.466365,-72.6048795,MA,MA.csv,88,T4-MA-00088,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"5 Industrial Dr W, South Deerfield, MA",False,25011,Franklin,MA,10,3042.4379551992297,MA
12 Industrial Rd,Bldg 1,A,Existing,347012,20575.0,$9.27 - 11.33 (Est.),Warehouse,Milford,94.07,1999.0,,347012.0,0.37,"32'0""",48'w x 48'd,24.0,3200a/277-480v 3p,,City,2025 Tax @ $0.5468/sf,,20575.0,20575,"1/8'0""w x 10'0""h",ESFR,City,128.0,42.1396798,-71.4933992,MA,MA.csv,89,T4-MA-00089,existing,True,False,direct_existing_facility,20575.0,True,True,True,True,Bldg 1,True,25027,Worcester,MA,16,20016.15286549168,MA
46 Industrial Rd,,C,Existing,240000,,$7.06 - 8.62 (Est.),Warehouse,Leominster,100.0,1962.0,2008.0,120000.0,0.41,"17'0""",30'w x 31'd,20.0,600a/480v,,City,2025 Tax @ $0.3318/sf,,,0,"2/10'0""w x 12'0""h",Yes,City,80.0,42.5505355,-71.7469178,MA,MA.csv,90,T4-MA-00090,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"46 Industrial Rd, Leominster, MA",False,25027,Worcester,MA,16,20016.15286549168,MA
10 Industrial Way,,C,Existing,274050,,$9.78 - 11.96 (Est.),Warehouse,Amesbury,100.0,1983.0,,274050.0,1.46,"23'0""",30'w x 40'd,18.0,2000a/480v 3p,,City,2025 Tax @ $0.7319/sf,,,0,"2/10'0""w x 12'0""h",Wet,City,400.0,42.8549625,-70.9063838,MA,MA.csv,91,T4-MA-00091,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"10 Industrial Way, Amesbury, MA",False,25009,Essex,MA,17,17316.30068456367,MA
80 Industrial Way,,B,Existing,211966,16500.0,$13.23 - 16.17 (Est.),Distribution,Wilmington,92.22,1969.0,2002.0,211966.0,0.9,"32'0""",40'w x 45'd,26.0,1200a/208-480v 3p 4w,,City,2025 Tax @ $1.9335/sf,,16500.0,16500,"3/10'0""w x 12'0""h",Wet,City,190.0,42.5324446,-71.1394582,MA,MA.csv,92,T4-MA-00092,existing,True,False,direct_existing_facility,16500.0,True,False,True,True,"80 Industrial Way, Wilmington, MA",False,25017,Middlesex,MA,16,37219.47229475793,MA
311 Industry Ave,,B,Existing,262200,,$7.57 - 9.25 (Est.),Warehouse,Springfield,100.0,1968.0,,262200.0,0.38,"30'0""",,2.0,400a/208-480v,CSX,City,2025 Tax @ $1.0389/sf,,,0,"2/8'0""w x 10'0""h",Wet,City,100.0,42.1355505,-72.543297,MA,MA.csv,93,T4-MA-00093,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"311 Industry Ave, Springfield, MA",False,25013,Hampden,MA,39,15018.342585545664,MA
10 International Way,,A,Existing,265036,,$12.12 - 14.81 (Est.),Warehouse,Lawrence,100.0,1997.0,,265036.0,0.56,"36'0""",,50.0,,,,2025 Tax @ $1.1933/sf,,,0,,,,150.0,42.690277,-71.181383,MA,MA.csv,94,T4-MA-00094,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"10 International Way, Lawrence, MA",False,25009,Essex,MA,17,17316.30068456367,MA
400 Iron Horse Park,,C,Existing,219164,,$10.78 - 13.17 (Est.),Warehouse,North Billerica,100.0,1913.0,,90000.0,,"24'0""",27'w x 81'd,,2000a/600v,,,,,,0,8,Wet,,,42.584262,-71.267501,MA,MA.csv,95,T4-MA-00095,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"400 Iron Horse Park, North Billerica, MA",False,25017,Middlesex,MA,16,37219.47229475793,MA
64 Jackson Rd,,B,Existing,355000,,$8.99 - 10.98 (Est.),Warehouse,Devens,100.0,2001.0,,355000.0,0.11,"25'0""",,6.0,480v 3p,,City,,,,0,"1/14'0""w x 16'0""h",Wet,City,40.0,42.5353003,-71.6261301,MA,MA.csv,96,T4-MA-00096,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"64 Jackson Rd, Devens, MA",False,25027,Worcester,MA,16,20016.15286549168,MA
63 Jackson St,,B,Existing,356032,50000.0,$6.47 - 7.90 (Est.),Warehouse,Holyoke,85.96,1923.0,,50000.0,0.11,,,8.0,,,Yes,2025 Tax @ $0.1204/sf,,50000.0,50000,,Wet,Yes,32.0,42.1977234,-72.6137006,MA,MA.csv,97,T4-MA-00097,existing,True,False,direct_existing_facility,50000.0,True,True,True,True,"63 Jackson St, Holyoke, MA",True,25013,Hampden,MA,39,15018.342585545664,MA
225 John Hancock Rd,,C,Existing,315896,,$8.75 - 10.69 (Est.),Warehouse,Taunton,100.0,2000.0,,315896.0,0.66,,,,,,,2025 Tax @ $2.6739/sf,,,0,"4/12'0""w x 14'0""h",,,210.0,41.94411,-71.136971,MA,MA.csv,98,T4-MA-00098,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"225 John Hancock Rd, Taunton, MA",False,25005,Bristol,MA,33,14111.7303778516,MA
275 John Hancock Rd,,A,Existing,239923,92093.0,$10.69 - 13.07 (Est.),Distribution,Taunton,61.62,2001.0,,238846.0,0.98,"30'0""",50'w x 42'd,38.0,2500a/277-480v 3p 4w,,City,2025 Tax @ $1.7906/sf,,92093.0,92093,3,ESFR,City,234.0,41.9421609,-71.1355325,MA,MA.csv,99,T4-MA-00099,existing,True,False,direct_existing_facility,92093.0,True,True,True,True,"275 John Hancock Rd, Taunton, MA",True,25005,Bristol,MA,33,14111.7303778516,MA
630 John Hancock Rd,,A,Existing,357806,,$8.75 - 10.69 (Est.),Warehouse,Taunton,100.0,2002.0,,178903.0,0.88,,,25.0,,,,2025 Tax @ $2.9890/sf,,,0,"3/18'0""w x 20'0""h",,,315.0,41.931108,-71.125884,MA,MA.csv,100,T4-MA-00100,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"630 John Hancock Rd, Taunton, MA",False,25005,Bristol,MA,33,14111.7303778516,MA
800 John Quincy Adams Rd,,A,Existing,350326,,$8.17 - 9.98 (Est.),Distribution,Taunton,100.0,1985.0,2001.0,343756.0,0.93,"30'0""",32'w x 40'd,47.0,1800a/277-480v 3p,,City,2025 Tax @ $1.9828/sf,,,0,2,ESFR,City,319.0,41.954016,-71.132554,MA,MA.csv,101,T4-MA-00101,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"800 John Quincy Adams Rd, Taunton, MA",False,25005,Bristol,MA,33,14111.7303778516,MA
656 Joseph Warner Blvd,,B,Existing,242000,,$8.75 - 10.69 (Est.),Warehouse,Taunton,100.0,1975.0,2018.0,242000.0,1.15,"20'0""",30'w x 40'd,15.0,,,City,2025 Tax @ $1.1289/sf,,,0,,Wet,City,280.0,41.8709194,-71.1225108,MA,MA.csv,102,T4-MA-00102,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"656 Joseph Warner Blvd, Taunton, MA",False,25005,Bristol,MA,33,14111.7303778516,MA
100 Justin Dr,,C,Existing,262858,262858.0,$12.74 - 15.57 (Est.),Distribution,Chelsea,0.0,1980.0,,131429.0,1.17,"16'0""",25'w x 20'd,14.0,4000a/277v 3p 4w,,,2025 Tax @ $0.0305/sf,,262858.0,262858,,,City,308.0,42.393383,-71.046946,MA,MA.csv,103,T4-MA-00103,existing,True,False,direct_existing_facility,262858.0,True,True,True,True,"100 Justin Dr, Chelsea, MA",True,25025,Suffolk,MA,26,18377.400661801446,MA
140 Laurel St,Bldg A,A,Existing,468996,468996.0,$8.70 - 10.64 (Est.),Warehouse,East Bridgewater,100.0,1972.0,,468996.0,1.04,"29'0""",32'w x 40'd,76.0,3000a/480v 3p 4w,CSX,City,2025 Tax @ $0.5831/sf,,468996.0,0,4,Wet,City,487.0,42.0255094,-70.9777602,MA,MA.csv,104,T4-MA-00104,existing,True,False,direct_existing_facility,468996.0,True,True,True,True,Bldg A,True,25023,Plymouth,MA,33,10176.999496748813,MA
42 Leonard St,Building 9,A,Existing,220000,,$8.75 - 10.69 (Est.),Warehouse,Norton,100.0,2023.0,,220000.0,0.91,"32'0""",,47.0,,,,2025 Tax @ $0.0222/sf,,,0,2,Wet,,200.0,41.9849147,-71.1428708,MA,MA.csv,105,T4-MA-00105,existing,True,False,direct_existing_facility,0.0,False,False,True,True,Building 9,False,25005,Bristol,MA,33,14111.7303778516,MA
21 Lincoln St,,A,Existing,350000,350000.0,$10.76 - 13.15 (Est.),Warehouse,West Bridgewater,0.0,2024.0,,350000.0,1.13,"36'0""",40'w x 52'd,71.0,4000a/480v,,City,2025 Tax @ $1.6398/sf,,350000.0,350000,"2/14'0""w x 16'0""h",ESFR,City,395.0,42.0102215,-71.0376501,MA,MA.csv,106,T4-MA-00106,existing,True,False,direct_existing_facility,350000.0,True,True,True,True,"21 Lincoln St, West Bridgewater, MA",True,25023,Plymouth,MA,33,10176.999496748813,MA
57 Littlefield St,,B,Existing,383225,294969.0,$8.85 - 10.81 (Est.),Warehouse,Avon,23.03,1974.0,,191613.0,0.4,"24'0""",30'w x 30'd,59.0,1200a/277-480v 3p 4w,,Septic Field,2025 Tax @ $0.0237/sf,,294969.0,294969,"1/10'0""w x 14'0""h",Wet,City,152.0,42.1267425,-71.0290043,MA,MA.csv,107,T4-MA-00107,existing,True,False,direct_existing_facility,294969.0,True,True,True,True,"57 Littlefield St, Avon, MA",True,25021,Norfolk,MA,26,17207.645056127454,MA
323 Lockhouse Rd,,B,Existing,231193,,$9.61 - 11.75 (Est.),Warehouse,Westfield,100.0,1971.0,,231193.0,0.67,"24'0""",24'w x 50'd,23.0,1200a/277-480v 3p,,Yes,,,,0,1,Wet,Yes,241.0,42.1598873,-72.7475156,MA,MA.csv,108,T4-MA-00108,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"323 Lockhouse Rd, Westfield, MA",False,25013,Hampden,MA,39,15018.342585545664,MA
66 Lyman St,,B,Existing,346050,,$10.89 - 13.31 (Est.),Warehouse,Northborough,100.0,1987.0,,173025.0,,"22'0""",,10.0,1600a/277-480v 3p,,,2025 Tax @ $0.6237/sf,,,0,"2/14'0""w x 16'0""h",Wet,,100.0,42.312679,-71.6157878,MA,MA.csv,109,T4-MA-00109,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"66 Lyman St, Northborough, MA",False,25027,Worcester,MA,16,20016.15286549168,MA
9 Main St,,C,Existing,480930,,$7.80 - 9.53 (Est.),Warehouse,Sutton,100.0,1900.0,,45000.0,,"11'0""",,4.0,,,,2025 Tax @ $0.0751/sf,,,0,5,Wet,,,42.093274,-71.745619,MA,MA.csv,110,T4-MA-00110,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"9 Main St, Sutton, MA",False,25027,Worcester,MA,16,20016.15286549168,MA
288 Main St,,C,Existing,285000,,$10.10 - 12.35 (Est.),Warehouse,Monson,100.0,1901.0,,95000.0,0.7,"25'0""",60'w x 24'd,6.0,1000a/480v 3p,,City,2025 Tax @ $0.0332/sf,,,0,12,Wet,City,200.0,42.0933068,-72.310935,MA,MA.csv,111,T4-MA-00111,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"288 Main St, Monson, MA",False,25013,Hampden,MA,39,15018.342585545664,MA
355 Main St,,B,Existing,354295,,$10.07 - 12.31 (Est.),Warehouse,Whitinsville,100.0,1940.0,,354295.0,1.16,"32'0""",,32.0,1200a/600v 3p,,City,2025 Tax @ $0.6466/sf,,,0,6,ESFR,City,411.0,42.1114291,-71.6781147,MA,MA.csv,112,T4-MA-00112,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"355 Main St, Whitinsville, MA",False,25027,Worcester,MA,16,20016.15286549168,MA
613 Main St,,B,Existing,398140,,$12.84 - 15.69 (Est.),Warehouse,Wilmington,100.0,1985.0,1994.0,398140.0,0.85,"24'0""",50'w x 30'd,45.0,,,City,,,,0,1,Wet,City,330.0,42.5411745,-71.1694075,MA,MA.csv,113,T4-MA-00113,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"613 Main St, Wilmington, MA",False,25017,Middlesex,MA,16,37219.47229475793,MA
400 Manley St,,C,Existing,216400,127523.0,$9.85 - 12.03 (Est.),Warehouse,West Bridgewater,41.07,1986.0,,216400.0,1.02,"28'0""",32'w x 40'd,17.0,1600a/277-480v,,Septic Field,2025 Tax @ $1.7268/sf,,127523.0,127523,1,Wet,,221.0,42.0381979,-71.0590313,MA,MA.csv,114,T4-MA-00114,existing,True,False,direct_existing_facility,127523.0,True,True,True,True,"400 Manley St, West Bridgewater, MA",True,25023,Plymouth,MA,33,10176.999496748813,MA
192 Mansfield Ave,Norton 1,B,Existing,347500,,$9.94 - 12.15 (Est.),Distribution,Norton,100.0,1998.0,,347500.0,0.52,"30'0""",52'w x 60'd,30.0,2000a/277-480v 3p,,,2025 Tax @ $1.9770/sf,,,0,1,ESFR,,182.0,41.9831807,-71.2147402,MA,MA.csv,115,T4-MA-00115,existing,True,False,direct_existing_facility,0.0,False,False,True,True,Norton 1,False,25005,Bristol,MA,33,14111.7303778516,MA
25 Maple St,Building III,A,Existing,412363,412363.0,$12.95 - 15.83 (Est.),Distribution,Stoughton,0.0,2026.0,,412363.0,0.12,"42'0""",54'w x 56'd,77.0,,,Yes,,,412363.0,412363,4,ESFR,Yes,50.0,42.1401962,-71.0756129,MA,MA.csv,116,T4-MA-00116,existing,True,False,direct_existing_facility,412363.0,True,True,True,True,Building III,True,25021,Norfolk,MA,26,17207.645056127454,MA
25 Maple St,Building I,B,Existing,275062,275062.0,$8.03 - 9.81 (Est.),Distribution,Stoughton,0.0,2026.0,,275062.0,,"36'0""",50'w x 56'd,51.0,,,,,,275062.0,275062,2,ESFR,,,42.1400978,-71.074649,MA,MA.csv,117,T4-MA-00117,existing,True,False,direct_existing_facility,275062.0,True,True,True,True,Building I,True,25021,Norfolk,MA,26,17207.645056127454,MA
355 Maple St,,A,Existing,253656,,$11.60 - 14.18 (Est.),Warehouse,Bellingham,100.0,2015.0,,253656.0,0.59,,,22.0,,,,,,,0,,,,150.0,42.0956156,-71.4517001,MA,MA.csv,118,T4-MA-00118,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"355 Maple St, Bellingham, MA",False,25021,Norfolk,MA,26,17207.645056127454,MA
419 Maple St,,B,Existing,489950,,$10.03 - 12.26 (Est.),Distribution,Bellingham,100.0,1988.0,,489950.0,0.33,"36'0""",,6.0,,,,,,,0,17,,,164.0,42.0896463,-71.4539884,MA,MA.csv,119,T4-MA-00119,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"419 Maple St, Bellingham, MA",False,25021,Norfolk,MA,26,17207.645056127454,MA
34 Market St,,A,Existing,222000,,$9.52 - 11.64 (Est.),Distribution,Everett,100.0,2022.0,,222000.0,,,,,,,,2025 Tax @ $3.5846/sf,,,0,,ESFR,,,42.3984246,-71.0514816,MA,MA.csv,120,T4-MA-00120,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"34 Market St, Everett, MA",False,25017,Middlesex,MA,16,37219.47229475793,MA
100-180 Meadow Rd,Bldg 100,B,Existing,450919,,$11.99 - 14.65 (Est.),Warehouse,Boston,74.73,1970.0,1987.0,450919.0,0.25,"32'0""",42'w x 42'd,163.0,800a/277-480v 3p,CSX,City,,,,113945,1,ESFR,City,112.0,42.231069,-71.133125,MA,MA.csv,121,T4-MA-00121,existing,True,False,direct_existing_facility,113945.0,True,True,True,True,Bldg 100,True,25025,Suffolk,MA,26,18377.400661801446,MA
160 Mechanic St,,A,Existing,345000,32400.0,$10.09 - 12.33 (Est.),Distribution,Bellingham,100.0,2021.0,,345000.0,0.66,"36'0""",50'w x 54'd,70.0,4000a/277-480v,,,2025 Tax @ $2.8278/sf,,0.0,0,3,ESFR,,277.0,42.0862811,-71.4604956,MA,MA.csv,122,T4-MA-00122,existing,True,False,direct_existing_facility,32400.0,True,True,True,True,"160 Mechanic St, Bellingham, MA",True,25021,Norfolk,MA,26,17207.645056127454,MA
190 Mechanic St,,B,Existing,210924,,$10.58 - 12.93 (Est.),Warehouse,Bellingham,100.0,2005.0,,210924.0,0.78,"32'0""",40'w x 40'd,22.0,2500-4000a/277-480v 3p 4w,,Septic Field,2025 Tax @ $2.6692/sf,,,0,,ESFR,City,164.0,42.0843238,-71.4556308,MA,MA.csv,123,T4-MA-00123,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"190 Mechanic St, Bellingham, MA",False,25021,Norfolk,MA,26,17207.645056127454,MA
55 Merrill Rd,,B,Existing,250000,,$8.17 - 9.98 (Est.),Warehouse,Pittsfield,100.0,1968.0,1989.0,250000.0,0.8,"57'0""",,2.0,,,,,,,0,8,Wet,,,42.4542505,-73.2274457,MA,MA.csv,124,T4-MA-00124,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"55 Merrill Rd, Pittsfield, MA",False,25003,Berkshire,MA,39,5613.684180692198,MA
1 Middle St,Algonquin Mill,C,Existing,250000,,$8.49 - 10.38 (Est.),Warehouse,Fall River,100.0,1890.0,,83333.0,0.82,"15'0""",,,,,,2025 Tax @ $0.0940/sf,,,0,"4/12'0""w x 12'0""h",,,240.0,41.695095,-71.177913,MA,MA.csv,125,T4-MA-00125,existing,True,False,direct_existing_facility,0.0,False,False,True,True,Algonquin Mill,False,25005,Bristol,MA,33,14111.7303778516,MA
8 Mill St,,C,Existing,314666,,$7.79 - 9.52 (Est.),Warehouse,Dudley,100.0,1960.0,,60333.0,0.62,"25'0""",,3.0,,,City,2025 Tax @ $0.0007/sf,,,0,"1/8'0""w x 12'0""h",Yes,City,112.0,42.0500506,-71.8892936,MA,MA.csv,126,T4-MA-00126,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"8 Mill St, Dudley, MA",False,25027,Worcester,MA,16,20016.15286549168,MA
22 Millbury St,,C,Existing,200000,,$7.82 - 9.56 (Est.),Warehouse,Auburn,100.0,1978.0,,200000.0,0.59,,,9.0,,,,2025 Tax @ $0.0032/sf,,,0,,,,60.0,42.1991609,-71.82645,MA,MA.csv,127,T4-MA-00127,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"22 Millbury St, Auburn, MA",False,25027,Worcester,MA,16,20016.15286549168,MA
26 Millbury St,,A,Existing,210000,,$10.13 - 12.38 (Est.),Distribution,Auburn,100.0,2008.0,,210000.0,0.2,"30'0""",40'w x 40'd,39.0,2000a/480v 3p,,City,2025 Tax @ $1.6540/sf,,,0,"1/12'0""w x 16'0""h",ESFR,City,100.0,42.198489,-71.8231332,MA,MA.csv,128,T4-MA-00128,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"26 Millbury St, Auburn, MA",False,25027,Worcester,MA,16,20016.15286549168,MA
28 Millbury St,,C,Existing,225629,,$6.62 - 8.09 (Est.),Warehouse,Auburn,100.0,1972.0,1984.0,225629.0,0.66,"15'0""",25'w x 30'd,3.0,1600a/277-480v 3p,,City,,,,0,,Wet,City,150.0,42.1970065,-71.8237536,MA,MA.csv,129,T4-MA-00129,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"28 Millbury St, Auburn, MA",False,25027,Worcester,MA,16,20016.15286549168,MA
1 National St,,B,Existing,300000,,$6.97 - 8.52 (Est.),Distribution,Milford,100.0,1973.0,2019.0,300000.0,0.94,"25'0""",30'w x 24'd,74.0,4000a/480v 3p,B & N Railroad,,,,,0,"2/10'0""w x 12'0""h",,,282.0,42.127213,-71.5137883,MA,MA.csv,130,T4-MA-00130,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"1 National St, Milford, MA",False,25027,Worcester,MA,16,20016.15286549168,MA
90 Nemco Way,,B,Existing,216000,,$11.33 - 13.84 (Est.),Warehouse,Ayer,100.0,1988.0,,216000.0,1.02,"28'0""",40'w x 60'd,18.0,4000a/480v 3p 4w,,City,2025 Tax @ $2.3310/sf,,,0,"2/8'0""w x 14'0""h",Wet,City,221.0,42.5667107,-71.5235923,MA,MA.csv,131,T4-MA-00131,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"90 Nemco Way, Ayer, MA",False,25017,Middlesex,MA,16,37219.47229475793,MA
7 New England Produce Ctr,New England Produce Center,C,Existing,202256,,$13.64 - 16.67 (Est.),Distribution,Chelsea,100.0,,,101128.0,,,,,,,,,,,0,,,,,42.3971068,-71.0517976,MA,MA.csv,132,T4-MA-00132,existing,True,False,direct_existing_facility,0.0,False,False,True,True,New England Produce Center,False,25025,Suffolk,MA,26,18377.400661801446,MA
45 Norfolk St,,B,Existing,205400,,$8.75 - 10.69 (Est.),Warehouse,Mansfield,100.0,1982.0,1998.0,205400.0,1.23,,,9.0,,,,2025 Tax @ $1.9979/sf,,,0,,,,132.0,42.017596,-71.231692,MA,MA.csv,133,T4-MA-00133,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"45 Norfolk St, Mansfield, MA",False,25005,Bristol,MA,33,14111.7303778516,MA
306 Northern Ave,Bldg 53,C,Existing,213534,,$16.79 - 20.52 (Est.),Warehouse,Boston,100.0,1979.0,,71178.0,0.65,"30'0""",,18.0,,,,,,,0,"5/8'0""w x 14'0""h",,,138.0,42.347193,-71.034093,MA,MA.csv,134,T4-MA-00134,existing,True,False,direct_existing_facility,0.0,False,False,True,True,Bldg 53,False,25025,Suffolk,MA,26,18377.400661801446,MA
560 Oak St,,B,Existing,391703,,$7.76 - 9.48 (Est.),Warehouse,Brockton,100.0,1960.0,1988.0,250000.0,1.09,"20'0""",35'w x 35'd,64.0,3000a/480v 3p 4w,,City,2025 Tax @ $0.6116/sf,,,0,"1/8'0""w x 10'0""h",Wet,City,382.0,42.1006876,-71.0501029,MA,MA.csv,135,T4-MA-00135,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"560 Oak St, Brockton, MA",False,25023,Plymouth,MA,33,10176.999496748813,MA
390 Oakland St,,A,Existing,255159,,$8.75 - 10.69 (Est.),Warehouse,Mansfield,100.0,1986.0,,255159.0,,"28'0""",46'w x 36'd,38.0,,,City,2025 Tax @ $1.0902/sf,,,0,,Wet,City,,42.0439249,-71.2109386,MA,MA.csv,136,T4-MA-00136,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"390 Oakland St, Mansfield, MA",False,25005,Bristol,MA,33,14111.7303778516,MA
8 Papermill Rd,Warehouse Facility,C,Existing,231579,,$7.83 - 9.57 (Est.),Warehouse,Erving,100.0,1903.0,,220000.0,,"20'0""",,8.0,,,City,,,,0,"4/8'0""w x 13'0""h",Wet,City,50.0,42.5789709,-72.4855573,MA,MA.csv,137,T4-MA-00137,existing,True,False,direct_existing_facility,0.0,False,False,True,True,Warehouse Facility,False,25011,Franklin,MA,10,3042.4379551992297,MA
125 Paridon St,,B,Existing,300000,,$4.27 - 5.22 (Est.),Warehouse,Springfield,100.0,1921.0,,300000.0,,"30'0""",,5.0,,,,,,,0,1,,,40.0,42.0866681,-72.53677,MA,MA.csv,138,T4-MA-00138,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"125 Paridon St, Springfield, MA",False,25013,Hampden,MA,39,15018.342585545664,MA
100 Pine Hill Dr,FedEx Distribution Center,A,Existing,361952,,$6.72 - 8.22 (Est.),Distribution,Boylston,100.0,2018.0,,361952.0,1.66,"32'0""",,77.0,,,,2025 Tax @ $0.3649/sf,,,0,11,ESFR,,604.0,42.3267413,-71.730021,MA,MA.csv,139,T4-MA-00139,existing,True,False,direct_existing_facility,0.0,False,False,True,True,FedEx Distribution Center,False,25027,Worcester,MA,16,20016.15286549168,MA
175 Pioneer Dr,,C,Existing,230382,,$6.90 - 8.43 (Est.),Warehouse,Leominster,100.0,1970.0,,115191.0,0.22,"26'0""",,8.0,1500-2500a/277-480v,,Yes,2025 Tax @ $0.6010/sf,,,0,"2/14'0""w x 16'0""h",Wet,Yes,50.0,42.5329765,-71.7068053,MA,MA.csv,140,T4-MA-00140,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"175 Pioneer Dr, Leominster, MA",False,25027,Worcester,MA,16,20016.15286549168,MA
142 Pleasant St,,C,Existing,205000,,$8.20 - 10.03 (Est.),Warehouse,Easthampton,100.0,1900.0,,29285.0,0.2,,,7.0,,,,2025 Tax @ $0.0419/sf,,,0,,,,30.0,42.2734839,-72.6615348,MA,MA.csv,141,T4-MA-00141,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"142 Pleasant St, Easthampton, MA",False,25015,Hampshire,MA,39,4829.097795020121,MA
1-17 River St,,C,Existing,376098,,$8.19 - 10.01 (Est.),Warehouse,Erving,100.0,1912.0,,125366.0,6.65,"35'0""",,9.0,600v 3p,,,,,,0,"2/10'0""w x 12'0""h",,,2500.0,42.5813035,-72.4983319,MA,MA.csv,142,T4-MA-00142,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"1-17 River St, Erving, MA",False,25011,Franklin,MA,10,3042.4379551992297,MA
130 Riverdale St,Riverdale Mills,B,Existing,299021,,$7.80 - 9.53 (Est.),Warehouse,Northbridge,100.0,,,149510.0,,,,,,,,2025 Tax @ $0.2578/sf,,,0,,,,,42.1389231,-71.6410013,MA,MA.csv,143,T4-MA-00143,existing,True,False,direct_existing_facility,0.0,False,False,True,True,Riverdale Mills,False,25027,Worcester,MA,16,20016.15286549168,MA
440 Riverside Ave,,B,Existing,206954,,$12.64 - 15.45 (Est.),Distribution,Medford,100.0,1983.0,,206954.0,1.13,,,21.0,,,,2025 Tax @ $2.7353/sf,,,0,"5/10'0""w x 15'0""h",Wet,,210.0,42.412877,-71.088432,MA,MA.csv,144,T4-MA-00144,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"440 Riverside Ave, Medford, MA",False,25017,Middlesex,MA,16,37219.47229475793,MA
72 Salem Rd N,,B,Existing,273988,,$12.06 - 14.74 (Est.),Warehouse,Billerica,100.0,1983.0,,273988.0,0.88,"24'0""",,19.0,1200a 3p,Guilford Rail,City,2025 Tax @ $0.9280/sf,,,0,8,ESFR,City,209.0,42.5752762,-71.2712967,MA,MA.csv,145,T4-MA-00145,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"72 Salem Rd N, Billerica, MA",False,25017,Middlesex,MA,16,37219.47229475793,MA
34 Sanborn St,,C,Existing,314558,,$4.21 - 5.15 (Est.),Warehouse,Gardner,100.0,1958.0,,78640.0,0.45,"12'0""",20'w x 20'd,13.0,Heavy,,City,2025 Tax @ $0.0030/sf,,,0,"2/12'0""w x 14'0""h",Wet,City,140.0,42.5753218,-71.9881282,MA,MA.csv,146,T4-MA-00146,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"34 Sanborn St, Gardner, MA",False,25027,Worcester,MA,16,20016.15286549168,MA
30 Scales Ln,,C,Existing,325800,,$10.60 - 12.96 (Est.),Warehouse,Townsend,100.0,1972.0,,162900.0,0.12,,,25.0,,,,,,,0,"2/8'0""w x 12'0""h",,,40.0,42.669919,-71.720708,MA,MA.csv,147,T4-MA-00147,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"30 Scales Ln, Townsend, MA",False,25017,Middlesex,MA,16,37219.47229475793,MA
