property_address,property_name,building_class,building_status,rba_sf,total_available_space_sf,rent_sf_yr,secondary_type,city,percent_leased,year_built,year_renovated,typical_floor_size_sf,parking_ratio,ceiling_height_raw,column_spacing,number_loading_docks,power,rail_lines,sewer,building_operating_expenses,capacity_available_kw,direct_available_space_sf,direct_vacant_space_sf,drive_ins,sprinklers,water,parking_spaces,latitude,longitude,source_state,source_file,source_row,candidate_id,building_status_normalized,is_directly_usable_by_status,is_pipeline_or_proxy_by_status,availability_class,usable_available_space_sf,has_listed_available_space,meets_min_available_space_20k,is_logistics_related_type,has_valid_coordinates,facility_name,is_primary_regional_hub_candidate,county_fips,county_name,county_state,region_id,county_throughput_ktons,region_state
1290 Mt Landing Rd,,C,Existing,287000,,$3.42 - 4.18 (Est.),Distribution,Tappahannock,,1990.0,,287000.0,1.1,"24'0""",,36.0,10000a,,Yes,2025 Tax @ $0.1063/sf,,,0,3,,Well,317.0,37.922684,-76.880853,VA,VA.csv,150,T4-VA-00150,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"1290 Mt Landing Rd, Tappahannock, VA",False,51057,Essex,VA,48,2903.9933132225065,VA
500 Nautica Way,,A,Existing,500000,,$3.52 - 4.30 (Est.),Distribution,Martinsville,100.0,2001.0,,500000.0,1.15,"40'0""",39'w x 43'd,38.0,34v 3p,,City,2025 Tax @ $0.1994/sf,,,0,2,ESFR,City,575.0,36.7225078,-79.8630115,VA,VA.csv,151,T4-VA-00151,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"500 Nautica Way, Martinsville, VA",False,51089,Henry,VA,47,3350.5042383984637,VA
1008 North Campus Pky,Hampton Logistics Center Building 2,A,Existing,275658,275658.0,$10.11 - 12.35 (Est.),Distribution,Hampton,0.0,2025.0,,275658.0,0.67,"32'0""",50'w x 52'd,57.0,,,,2025 Tax @ $0.0740/sf,,275658.0,275658,103,ESFR,,184.0,37.0729209,-76.397942,VA,VA.csv,152,T4-VA-00152,existing,True,False,direct_existing_facility,275658.0,True,True,True,True,Hampton Logistics Center Building 2,True,51650,Hampton,VA,48,4630.1019112920285,VA
443 S Oak Ln,former Invista Stone Fort II,C,Existing,325000,,$6.08 - 7.43 (Est.),Distribution,Lyndhurst,100.0,1981.0,,325000.0,,"24'0""",,18.0,,,,2025 Tax @ $0.1939/sf,,,0,1,Wet,,,38.0369666,-78.9257257,VA,VA.csv,153,T4-VA-00153,existing,True,False,direct_existing_facility,0.0,False,False,True,True,former Invista Stone Fort II,False,51015,Augusta,VA,18,5784.562685003583,VA
680 Old Sand Rd,,B,Existing,228434,,$3.53 - 4.31 (Est.),Distribution,Ridgeway,100.0,1974.0,,228434.0,,"36'0""",40'w x 60'd,,,,,2024 Tax @ $0.0788/sf,,,0,,Wet,,,36.6216957,-79.8539981,VA,VA.csv,154,T4-VA-00154,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"680 Old Sand Rd, Ridgeway, VA",False,51089,Henry,VA,47,3350.5042383984637,VA
2410 Papermill Rd,,B,Existing,427000,,$5.05 - 6.18 (Est.),Warehouse,Winchester,100.0,1941.0,,427000.0,,"30'0""",,4.0,,,,2025 Tax @ $0.0581/sf,,,0,2,,,,39.1582496,-78.1742634,VA,VA.csv,155,T4-VA-00155,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"2410 Papermill Rd, Winchester, VA",False,51840,Winchester,VA,11,2783.9703456409356,VA
6601 Park Dr,Building 1,A,Existing,338000,,$8.33 - 10.18 (Est.),Distribution,Suffolk,100.0,2022.0,,338000.0,,"32'0""",50'w x 54'd,83.0,3p,,,,,,0,Yes,ESFR,,,36.8989895,-76.4389803,VA,VA.csv,156,T4-VA-00156,existing,True,False,direct_existing_facility,0.0,False,False,True,True,Building 1,False,51800,Suffolk,VA,4,5178.170121056488,VA
300 W Park Ln,300 West Park Building,C,Existing,257218,,$7.35 - 8.99 (Est.),Distribution,Hampton,100.0,2000.0,,257218.0,1.14,"28'0""",51'w x 40'd,42.0,400a 3p,,,2025 Tax @ $0.9895/sf,,,0,"1/12'0""w x 14'0""h",ESFR,,400.0,37.0713003,-76.4286206,VA,VA.csv,157,T4-VA-00157,existing,True,False,direct_existing_facility,0.0,False,False,True,True,300 West Park Building,False,51650,Hampton,VA,48,4630.1019112920285,VA
500 W Park Ln,500 West Park Bldg,C,Existing,258697,,$7.35 - 8.99 (Est.),Distribution,Hampton,100.0,1999.0,,258268.0,,"28'0""",51'w x 40'd,58.0,4000a/120-480v 3p,,City,2025 Tax @ $1.0260/sf,,,0,"1/10'0""w x 14'0""h",ESFR,City,,37.0715408,-76.4306487,VA,VA.csv,158,T4-VA-00158,existing,True,False,direct_existing_facility,0.0,False,False,True,True,500 West Park Bldg,False,51650,Hampton,VA,48,4630.1019112920285,VA
291 Park Center Dr,Kraft Heinz,A,Existing,344700,,$6.95 - 8.49 (Est.),Warehouse,Winchester,100.0,2001.0,,344700.0,,"30'0""",50'w x 50'd,36.0,2000a/277-480v 3p,,,2025 Tax @ $0.3488/sf,,,0,"1/12'0""w x 16'0""h",Wet,,,39.209314,-78.1393385,VA,VA.csv,159,T4-VA-00159,existing,True,False,direct_existing_facility,0.0,False,False,True,True,Kraft Heinz,False,51069,Frederick,VA,11,6440.163486893076,VA
480 Park Center Dr,,B,Existing,465600,,$6.95 - 8.49 (Est.),Distribution,Winchester,100.0,2008.0,,465600.0,,"40'6""",,183.0,,,,,,,0,2,ESFR,,,39.20068,-78.1399241,VA,VA.csv,160,T4-VA-00160,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"480 Park Center Dr, Winchester, VA",False,51069,Frederick,VA,11,6440.163486893076,VA
301 Pittsylvania Ave,,C,Existing,328464,,$2.42 - 2.95 (Est.),Warehouse,Altavista,100.0,1947.0,,82116.0,,"13'0""",,8.0,,,,2025 Tax @ $0.0032/sf,,,0,,,,,37.109667,-79.2822883,VA,VA.csv,161,T4-VA-00161,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"301 Pittsylvania Ave, Altavista, VA",False,51031,Campbell,VA,34,4258.081497737034,VA
1433 Pleasant Valley Rd,,A,Existing,433039,,$7.86 - 9.61 (Est.),Warehouse,Harrisonburg,100.0,1999.0,,433039.0,0.2,"35'0""",,32.0,3000a/480v 3p,,,2024 Tax @ $0.3803/sf,,,0,"1/12'0""w",,,86.0,38.3891368,-78.8958282,VA,VA.csv,162,T4-VA-00162,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"1433 Pleasant Valley Rd, Harrisonburg, VA",False,51165,Rockingham,VA,18,7479.526147199167,VA
2983 S Pleasant Valley Rd,,B,Existing,260435,,$5.48 - 6.70 (Est.),Warehouse,Winchester,97.7,1970.0,,260435.0,0.0,,,8.0,Heavy,,,2025 Tax @ $0.1696/sf,,,6000,,,,,39.1443667,-78.1812636,VA,VA.csv,163,T4-VA-00163,existing,True,False,direct_existing_facility,6000.0,True,False,True,True,"2983 S Pleasant Valley Rd, Winchester, VA",False,51840,Winchester,VA,11,2783.9703456409356,VA
