property_address,property_name,building_class,building_status,rba_sf,total_available_space_sf,rent_sf_yr,secondary_type,city,percent_leased,year_built,year_renovated,typical_floor_size_sf,parking_ratio,ceiling_height_raw,column_spacing,number_loading_docks,power,rail_lines,sewer,building_operating_expenses,capacity_available_kw,direct_available_space_sf,direct_vacant_space_sf,drive_ins,sprinklers,water,parking_spaces,latitude,longitude,source_state,source_file,source_row,candidate_id,building_status_normalized,is_directly_usable_by_status,is_pipeline_or_proxy_by_status,availability_class,usable_available_space_sf,has_listed_available_space,meets_min_available_space_20k,is_logistics_related_type,has_valid_coordinates,facility_name,is_primary_regional_hub_candidate,county_fips,county_name,county_state,region_id,county_throughput_ktons,region_state
1847 W Main Rd,Raytheon,C,Existing,113000,,$10.09 - 12.33 (Est.),Warehouse,Portsmouth,100.0,1982.0,,95323.0,0.49,,,,,,,2025 Tax @ $1.1668/sf,,,0,"2/10'0""w x 10'0""h",,,56.0,41.5687803,-71.280051,RI,RI.csv,41,T4-RI-00041,existing,True,False,direct_existing_facility,0.0,False,False,True,True,Raytheon,False,44005,Newport,RI,33,2346.9859210092636,RI
35 Martin St,,B,Existing,267498,,$5.90 - 7.21 (Est.),Warehouse,Cumberland,100.0,2000.0,,182198.0,0.86,"20'0""",40'w x 30'd,15.0,3000a/480v,,,2025 Tax @ $0.3651/sf,,,0,,Wet,,200.0,41.9295768,-71.4264135,RI,RI.csv,42,T4-RI-00042,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"35 Martin St, Cumberland, RI",False,44007,Providence,RI,33,17322.63919427093,RI
108 Mason St,,C,Existing,114686,,$8.20 - 10.02 (Est.),Distribution,Woonsocket,100.0,1900.0,,89400.0,,"18'0""",,9.0,,,,,,,0,,Wet,,30.0,41.9962506,-71.5260859,RI,RI.csv,43,T4-RI-00043,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"108 Mason St, Woonsocket, RI",False,44007,Providence,RI,33,17322.63919427093,RI
32 Mechanic Ave,Taft Pierce Mill,C,Existing,185154,,$7.02 - 8.58 (Est.),Warehouse,Woonsocket,100.0,1920.0,,46288.0,0.16,"12'0""",,4.0,550a 3p 4w,,,2025 Tax @ $0.0158/sf,,,0,2,Wet,,30.0,42.0100965,-71.5124864,RI,RI.csv,44,T4-RI-00044,existing,True,False,direct_existing_facility,0.0,False,False,True,True,Taft Pierce Mill,False,44007,Providence,RI,33,17322.63919427093,RI
280 Melrose St,,C,Existing,109243,,$8.57 - 10.48 (Est.),Warehouse,Providence,100.0,1930.0,,38331.0,4.03,,,2.0,,,,2025 Tax @ $4.5224/sf,,,0,"6/14'0""w x 18'0""h",,,440.0,41.792686,-71.41851,RI,RI.csv,45,T4-RI-00045,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"280 Melrose St, Providence, RI",False,44007,Providence,RI,33,17322.63919427093,RI
560 Mineral Spring Ave,,C,Existing,306000,,$6.88 - 8.41 (Est.),Warehouse,Pawtucket,100.0,1900.0,,76500.0,1.29,,,6.0,,,,2025 Tax @ $0.2435/sf,,,0,"2/8'0""w x 9'0""h",,,224.0,41.8724083,-71.4062543,RI,RI.csv,46,T4-RI-00046,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"560 Mineral Spring Ave, Pawtucket, RI",False,44007,Providence,RI,33,17322.63919427093,RI
505 Narragansett Park Dr,,C,Existing,138971,,$7.63 - 9.32 (Est.),Warehouse,Pawtucket,100.0,1990.0,,138971.0,3.52,,,8.0,,,,2025 Tax @ $0.4774/sf,,,0,"4/8'0""w x 8'0""h",,,489.0,41.8633095,-71.3425513,RI,RI.csv,48,T4-RI-00048,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"505 Narragansett Park Dr, Pawtucket, RI",False,44007,Providence,RI,33,17322.63919427093,RI
39 Nooseneck Hill Rd,,C,Existing,132000,,$9.14 - 11.17 (Est.),Warehouse,West Greenwich,100.0,2020.0,,40000.0,0.0,,,,,,,2025 Tax @ $0.2467/sf,,,0,,,,,41.6576811,-71.6047212,RI,RI.csv,49,T4-RI-00049,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"39 Nooseneck Hill Rd, West Greenwich, RI",False,44003,Kent,RI,40,5174.6848245456495,RI
1 Noyes Ave,,C,Existing,320050,,$6.12 - 7.48 (Est.),Warehouse,East Providence,100.0,1899.0,,160025.0,0.62,"16'0""",20'w,28.0,,,,2025 Tax @ $0.4142/sf,,,0,"8/14'0""w x 14'0""h",,,200.0,41.8441615,-71.3693473,RI,RI.csv,50,T4-RI-00050,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"1 Noyes Ave, East Providence, RI",False,44007,Providence,RI,33,17322.63919427093,RI
70 Pawtucket Ave,,B,Existing,128092,,$10.11 - 12.36 (Est.),Warehouse,Rumford,100.0,2012.0,,128092.0,0.56,"28'0""",75'w x 25'd,3.0,,,,2025 Tax @ $0.7779/sf,,,0,"3/11'0""w x 14'0""h",Wet,,56.0,41.8571188,-71.3630082,RI,RI.csv,51,T4-RI-00051,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"70 Pawtucket Ave, Rumford, RI",False,44007,Providence,RI,33,17322.63919427093,RI
