Property Address,Property Name,Building Class,Building Status,RBA,Total Available Space (SF),Rent/SF/Yr,Secondary Type,City,Percent Leased,Year Built,Year Renovated,Typical Floor Size,Parking Ratio,Ceiling Ht,Column Spacing,Number Of Loading Docks,Power,Rail Lines,Sewer,Building Operating Expenses,Capacity - Available kW,Direct Available Space,Direct Vacant Space,Drive Ins,Sprinklers,Water,Number Of Parking Spaces,Latitude,Longitude
20 Freedom Way,Franklin Commerce Center,A,Existing,234664,,$11.65 - 14.24 (Est.),Distribution,Franklin,100.00,2003,,232152,0.26,"36'0""",42'w x 42'd,32,2000a,,City,2025 Tax @ $1.3314/sf,,,0,2,ESFR,City,60,42.0518931,-71.3950782
135 Goddard Memorial Dr,T.J. Maxx,B,Existing,454893,,$8.20 - 10.02 (Est.),Distribution,Worcester,100.00,1983,,494000,,,,40,,,,2025 Tax @ $1.8159/sf,,,0,None,,,100,42.2550830,-71.8681907
75 Green St,Dunn & Co.,C,Existing,250000,200000,$5.79 - 7.08 (Est.),Distribution,Clinton,20.00,1910,,50000,0.16,"16'0""",,6,,,,2025 Tax @ $0.1834/sf,,200000,200000,1,Wet,,40,42.4129124,-71.6790886
126 Grove St,"The Boston, Inc.",B,Existing,262596,,$11.85 - 14.48 (Est.),Warehouse,Franklin,100.00,1975,,262596,0.38,,,,,,,,,,0,,,,100,42.0752156,-71.4212962
50 Hampden Rd,,B,Existing,203998,133872,$9.63 - 11.77 (Est.),Warehouse,Mansfield,84.73,1978,,203998,0.98,"28'0""",31'w x 40'd,25,1200a/277-400v 3p,,City,2025 Tax @ $1.2573/sf,,133872,31149,5,ESFR,City,200,42.0204020,-71.2377420
71 Hampden Rd,,B,Existing,204117,,$10.30 - 12.59 (Est.),Warehouse,Mansfield,100.00,1974,,204117,1.24,"24'0""",30'w x 40'd,24,400a/277-480v,CSX,City,2025 Tax @ $1.3583/sf,,,0,None,Wet,City,167,42.0181570,-71.2356320
20 Harvard Rd,,B,Existing,305400,,$12.07 - 14.75 (Est.),Distribution,Littleton,100.00,1960,,75198,0.12,"29'0""",64'w x 37'd,17,9000a/277-480v,,,2025 Tax @ $0.0001/sf,,,0,"6/10'0""w x 14'0""h",,,35,42.5385212,-71.5152434
95 N Hatfield Rd,,B,Existing,445935,,$6.98 - 8.53 (Est.),Warehouse,Hatfield,100.00,1994,,445935,,"15'0""",,100,,,,2025 Tax @ $1.1637/sf,,,0,"6/8'0""w x 10'0""h",Wet,,,42.3977456,-72.6208780
211 Highland St,,A,Existing,412500,412500,$10.93 - 13.35 (Est.),Distribution,East Bridgewater,0.00,2023,,412500,0.60,"36'0""",56'w x 45'd,57,4000a,,Yes,2025 Tax @ $1.6245/sf,,412500,412500,"2/12'0""w x 12'0""h",ESFR,Yes,340,42.0543332,-70.9569752
1505 W Housatonic St,,B,Existing,251640,,$9.22 - 11.27 (Est.),Distribution,Pittsfield,100.00,1990,,251640,0.35,"25'0""",35'w x 40'd,24,1600a/277-480v 3p 4w,,City,2025 Tax @ $0.8244/sf,,,0,"1/12'0""w x 14'0""h",ESFR,City,90,42.4297371,-73.3152232
115 E Howard St,,A,Existing,448000,,$11.61 - 14.19 (Est.),Distribution,Quincy,100.00,1999,,448000,,,,25,,,,,,,0,,,,,42.2398312,-70.9748856
15 Independence Dr,,A,Existing,370545,,$10.44 - 12.76 (Est.),Warehouse,Ayer,100.00,2000,,370545,0.84,"30'0""",50'w x 50'd,57,4000a 3p 4w,,City,,,,0,"1/12'0""w x 16'0""h",ESFR,City,311,42.5487426,-71.5997780
50 Independence Dr,,A,Existing,236505,50187,$10.75 - 13.14 (Est.),Warehouse,Ayer,100.00,1997,2000,236505,1.00,"37'0""",40'w x 40'd,35,4000a/277-480v,,City,,,0,0,"1/8'0""w x 14'0""h",Wet,City,236,42.5467364,-71.5942004
2 Industrial Ave,,C,Existing,314396,,$12.69 - 15.51 (Est.),Warehouse,Lowell,100.00,1964,,3450,,"8'4""",,2,100-200a/120-480v,,City,,,,0,"4/9'0""w x 12'0""h",Wet,City,100,42.6161840,-71.3229740
108 Industrial Dr,,B,Existing,262747,,$6.33 - 7.07 (Est.),Warehouse,East Longmeadow,100.00,1980,,262747,,,,,,,,2025 Tax @ $0.6154/sf,,,0,,,,,42.0461668,-72.5284131
5 Industrial Dr W,,B,Existing,276750,,$8.19 - 10.01 (Est.),Warehouse,South Deerfield,100.00,1978,2007,276750,1.16,,,5,,,,2025 Tax @ $0.3654/sf,,,0,"1/10'0""w x 12'0""h",,,322,42.4663650,-72.6048795
12 Industrial Rd,Bldg 1,A,Existing,347012,20575,$9.27 - 11.33 (Est.),Warehouse,Milford,94.07,1999,,347012,0.37,"32'0""",48'w x 48'd,24,3200a/277-480v 3p,,City,2025 Tax @ $0.5468/sf,,20575,20575,"1/8'0""w x 10'0""h",ESFR,City,128,42.1396798,-71.4933992
46 Industrial Rd,,C,Existing,240000,,$7.06 - 8.62 (Est.),Warehouse,Leominster,100.00,1962,2008,120000,0.41,"17'0""",30'w x 31'd,20,600a/480v,,City,2025 Tax @ $0.3318/sf,,,0,"2/10'0""w x 12'0""h",Yes,City,80,42.5505355,-71.7469178
10 Industrial Way,,C,Existing,274050,,$9.78 - 11.96 (Est.),Warehouse,Amesbury,100.00,1983,,274050,1.46,"23'0""",30'w x 40'd,18,2000a/480v 3p,,City,2025 Tax @ $0.7319/sf,,,0,"2/10'0""w x 12'0""h",Wet,City,400,42.8549625,-70.9063838
80 Industrial Way,,B,Existing,211966,16500,$13.23 - 16.17 (Est.),Distribution,Wilmington,92.22,1969,2002,211966,0.90,"32'0""",40'w x 45'd,26,1200a/208-480v 3p 4w,,City,2025 Tax @ $1.9335/sf,,16500,16500,"3/10'0""w x 12'0""h",Wet,City,190,42.5324446,-71.1394582
311 Industry Ave,,B,Existing,262200,,$7.57 - 9.25 (Est.),Warehouse,Springfield,100.00,1968,,262200,0.38,"30'0""",,2,400a/208-480v,CSX,City,2025 Tax @ $1.0389/sf,,,0,"2/8'0""w x 10'0""h",Wet,City,100,42.1355505,-72.5432970
10 International Way,,A,Existing,265036,,$12.12 - 14.81 (Est.),Warehouse,Lawrence,100.00,1997,,265036,0.56,"36'0""",,50,,,,2025 Tax @ $1.1933/sf,,,0,,,,150,42.6902770,-71.1813830
400 Iron Horse Park,,C,Existing,219164,,$10.78 - 13.17 (Est.),Warehouse,North Billerica,100.00,1913,,90000,,"24'0""",27'w x 81'd,,2000a/600v,,,,,,0,8,Wet,,,42.5842620,-71.2675010
64 Jackson Rd,,B,Existing,355000,,$8.99 - 10.98 (Est.),Warehouse,Devens,100.00,2001,,355000,0.11,"25'0""",,6,480v 3p,,City,,,,0,"1/14'0""w x 16'0""h",Wet,City,40,42.5353003,-71.6261301
63 Jackson St,,B,Existing,356032,50000,$6.47 - 7.90 (Est.),Warehouse,Holyoke,85.96,1923,,50000,0.11,,,8,,,Yes,2025 Tax @ $0.1204/sf,,50000,50000,None,Wet,Yes,32,42.1977234,-72.6137006
225 John Hancock Rd,,C,Existing,315896,,$8.75 - 10.69 (Est.),Warehouse,Taunton,100.00,2000,,315896,0.66,,,,,,,2025 Tax @ $2.6739/sf,,,0,"4/12'0""w x 14'0""h",,,210,41.9441100,-71.1369710
275 John Hancock Rd,,A,Existing,239923,92093,$10.69 - 13.07 (Est.),Distribution,Taunton,61.62,2001,,238846,0.98,"30'0""",50'w x 42'd,38,2500a/277-480v 3p 4w,,City,2025 Tax @ $1.7906/sf,,92093,92093,3,ESFR,City,234,41.9421609,-71.1355325
630 John Hancock Rd,,A,Existing,357806,,$8.75 - 10.69 (Est.),Warehouse,Taunton,100.00,2002,,178903,0.88,,,25,,,,2025 Tax @ $2.9890/sf,,,0,"3/18'0""w x 20'0""h",,,315,41.9311080,-71.1258840
800 John Quincy Adams Rd,,A,Existing,350326,,$8.17 - 9.98 (Est.),Distribution,Taunton,100.00,1985,2001,343756,0.93,"30'0""",32'w x 40'd,47,1800a/277-480v 3p,,City,2025 Tax @ $1.9828/sf,,,0,2,ESFR,City,319,41.9540160,-71.1325540
656 Joseph Warner Blvd,,B,Existing,242000,,$8.75 - 10.69 (Est.),Warehouse,Taunton,100.00,1975,2018,242000,1.15,"20'0""",30'w x 40'd,15,,,City,2025 Tax @ $1.1289/sf,,,0,,Wet,City,280,41.8709194,-71.1225108
100 Justin Dr,,C,Existing,262858,262858,$12.74 - 15.57 (Est.),Distribution,Chelsea,0.00,1980,,131429,1.17,"16'0""",25'w x 20'd,14,4000a/277v 3p 4w,,,2025 Tax @ $0.0305/sf,,262858,262858,None,,City,308,42.3933830,-71.0469460
140 Laurel St,Bldg A,A,Existing,468996,468996,$8.70 - 10.64 (Est.),Warehouse,East Bridgewater,100.00,1972,,468996,1.04,"29'0""",32'w x 40'd,76,3000a/480v 3p 4w,CSX,City,2025 Tax @ $0.5831/sf,,468996,0,4,Wet,City,487,42.0255094,-70.9777602
42 Leonard St,Building 9,A,Existing,220000,,$8.75 - 10.69 (Est.),Warehouse,Norton,100.00,2023,,220000,0.91,"32'0""",,47,,,,2025 Tax @ $0.0222/sf,,,0,2,Wet,,200,41.9849147,-71.1428708
21 Lincoln St,,A,Existing,350000,350000,$10.76 - 13.15 (Est.),Warehouse,West Bridgewater,0.00,2024,,350000,1.13,"36'0""",40'w x 52'd,71,4000a/480v,,City,2025 Tax @ $1.6398/sf,,350000,350000,"2/14'0""w x 16'0""h",ESFR,City,395,42.0102215,-71.0376501
57 Littlefield St,,B,Existing,383225,294969,$8.85 - 10.81 (Est.),Warehouse,Avon,23.03,1974,,191613,0.40,"24'0""",30'w x 30'd,59,1200a/277-480v 3p 4w,,Septic Field,2025 Tax @ $0.0237/sf,,294969,294969,"1/10'0""w x 14'0""h",Wet,City,152,42.1267425,-71.0290043
323 Lockhouse Rd,,B,Existing,231193,,$9.61 - 11.75 (Est.),Warehouse,Westfield,100.00,1971,,231193,0.67,"24'0""",24'w x 50'd,23,1200a/277-480v 3p,,Yes,,,,0,1,Wet,Yes,241,42.1598873,-72.7475156
66 Lyman St,,B,Existing,346050,,$10.89 - 13.31 (Est.),Warehouse,Northborough,100.00,1987,,173025,,"22'0""",,10,1600a/277-480v 3p,,,2025 Tax @ $0.6237/sf,,,0,"2/14'0""w x 16'0""h",Wet,,100,42.3126790,-71.6157878
9 Main St,,C,Existing,480930,,$7.80 - 9.53 (Est.),Warehouse,Sutton,100.00,1900,,45000,,"11'0""",,4,,,,2025 Tax @ $0.0751/sf,,,0,5,Wet,,,42.0932740,-71.7456190
288 Main St,,C,Existing,285000,,$10.10 - 12.35 (Est.),Warehouse,Monson,100.00,1901,,95000,0.70,"25'0""",60'w x 24'd,6,1000a/480v 3p,,City,2025 Tax @ $0.0332/sf,,,0,12,Wet,City,200,42.0933068,-72.3109350
355 Main St,,B,Existing,354295,,$10.07 - 12.31 (Est.),Warehouse,Whitinsville,100.00,1940,,354295,1.16,"32'0""",,32,1200a/600v 3p,,City,2025 Tax @ $0.6466/sf,,,0,6,ESFR,City,411,42.1114291,-71.6781147
613 Main St,,B,Existing,398140,,$12.84 - 15.69 (Est.),Warehouse,Wilmington,100.00,1985,1994,398140,0.85,"24'0""",50'w x 30'd,45,,,City,,,,0,1,Wet,City,330,42.5411745,-71.1694075
400 Manley St,,C,Existing,216400,127523,$9.85 - 12.03 (Est.),Warehouse,West Bridgewater,41.07,1986,,216400,1.02,"28'0""",32'w x 40'd,17,1600a/277-480v,,Septic Field,2025 Tax @ $1.7268/sf,,127523,127523,1,Wet,,221,42.0381979,-71.0590313
192 Mansfield Ave,Norton 1,B,Existing,347500,,$9.94 - 12.15 (Est.),Distribution,Norton,100.00,1998,,347500,0.52,"30'0""",52'w x 60'd,30,2000a/277-480v 3p,,,2025 Tax @ $1.9770/sf,,,0,1,ESFR,,182,41.9831807,-71.2147402
25 Maple St,Building III,A,Existing,412363,412363,$12.95 - 15.83 (Est.),Distribution,Stoughton,0.00,2026,,412363,0.12,"42'0""",54'w x 56'd,77,,,Yes,,,412363,412363,4,ESFR,Yes,50,42.1401962,-71.0756129
25 Maple St,Building I,B,Existing,275062,275062,$8.03 - 9.81 (Est.),Distribution,Stoughton,0.00,2026,,275062,,"36'0""",50'w x 56'd,51,,,,,,275062,275062,2,ESFR,,,42.1400978,-71.0746490
355 Maple St,,A,Existing,253656,,$11.60 - 14.18 (Est.),Warehouse,Bellingham,100.00,2015,,253656,0.59,,,22,,,,,,,0,None,,,150,42.0956156,-71.4517001
419 Maple St,,B,Existing,489950,,$10.03 - 12.26 (Est.),Distribution,Bellingham,100.00,1988,,489950,0.33,"36'0""",,6,,,,,,,0,17,,,164,42.0896463,-71.4539884
34 Market St,,A,Existing,222000,,$9.52 - 11.64 (Est.),Distribution,Everett,100.00,2022,,222000,,,,,,,,2025 Tax @ $3.5846/sf,,,0,,ESFR,,,42.3984246,-71.0514816
100-180 Meadow Rd,Bldg 100,B,Existing,450919,,$11.99 - 14.65 (Est.),Warehouse,Boston,74.73,1970,1987,450919,0.25,"32'0""",42'w x 42'd,163,800a/277-480v 3p,CSX,City,,,,113945,1,ESFR,City,112,42.2310690,-71.1331250
160 Mechanic St,,A,Existing,345000,32400,$10.09 - 12.33 (Est.),Distribution,Bellingham,100.00,2021,,345000,0.66,"36'0""",50'w x 54'd,70,4000a/277-480v,,,2025 Tax @ $2.8278/sf,,0,0,3,ESFR,,277,42.0862811,-71.4604956
190 Mechanic St,,B,Existing,210924,,$10.58 - 12.93 (Est.),Warehouse,Bellingham,100.00,2005,,210924,0.78,"32'0""",40'w x 40'd,22,2500-4000a/277-480v 3p 4w,,Septic Field,2025 Tax @ $2.6692/sf,,,0,None,ESFR,City,164,42.0843238,-71.4556308
55 Merrill Rd,,B,Existing,250000,,$8.17 - 9.98 (Est.),Warehouse,Pittsfield,100.00,1968,1989,250000,0.80,"57'0""",,2,,,,,,,0,8,Wet,,,42.4542505,-73.2274457
1 Middle St,Algonquin Mill,C,Existing,250000,,$8.49 - 10.38 (Est.),Warehouse,Fall River,100.00,1890,,83333,0.82,"15'0""",,,,,,2025 Tax @ $0.0940/sf,,,0,"4/12'0""w x 12'0""h",,,240,41.6950950,-71.1779130
8 Mill St,,C,Existing,314666,,$7.79 - 9.52 (Est.),Warehouse,Dudley,100.00,1960,,60333,0.62,"25'0""",,3,,,City,2025 Tax @ $0.0007/sf,,,0,"1/8'0""w x 12'0""h",Yes,City,112,42.0500506,-71.8892936
22 Millbury St,,C,Existing,200000,,$7.82 - 9.56 (Est.),Warehouse,Auburn,100.00,1978,,200000,0.59,,,9,,,,2025 Tax @ $0.0032/sf,,,0,None,,,60,42.1991609,-71.8264500
26 Millbury St,,A,Existing,210000,,$10.13 - 12.38 (Est.),Distribution,Auburn,100.00,2008,,210000,0.20,"30'0""",40'w x 40'd,39,2000a/480v 3p,,City,2025 Tax @ $1.6540/sf,,,0,"1/12'0""w x 16'0""h",ESFR,City,100,42.1984890,-71.8231332
28 Millbury St,,C,Existing,225629,,$6.62 - 8.09 (Est.),Warehouse,Auburn,100.00,1972,1984,225629,0.66,"15'0""",25'w x 30'd,3,1600a/277-480v 3p,,City,,,,0,None,Wet,City,150,42.1970065,-71.8237536
1 National St,,B,Existing,300000,,$6.97 - 8.52 (Est.),Distribution,Milford,100.00,1973,2019,300000,0.94,"25'0""",30'w x 24'd,74,4000a/480v 3p,B & N Railroad,,,,,0,"2/10'0""w x 12'0""h",,,282,42.1272130,-71.5137883
90 Nemco Way,,B,Existing,216000,,$11.33 - 13.84 (Est.),Warehouse,Ayer,100.00,1988,,216000,1.02,"28'0""",40'w x 60'd,18,4000a/480v 3p 4w,,City,2025 Tax @ $2.3310/sf,,,0,"2/8'0""w x 14'0""h",Wet,City,221,42.5667107,-71.5235923
7 New England Produce Ctr,New England Produce Center,C,Existing,202256,,$13.64 - 16.67 (Est.),Distribution,Chelsea,100.00,,,101128,,,,,,,,,,,0,,,,,42.3971068,-71.0517976
45 Norfolk St,,B,Existing,205400,,$8.75 - 10.69 (Est.),Warehouse,Mansfield,100.00,1982,1998,205400,1.23,,,9,,,,2025 Tax @ $1.9979/sf,,,0,None,,,132,42.0175960,-71.2316920
306 Northern Ave,Bldg 53,C,Existing,213534,,$16.79 - 20.52 (Est.),Warehouse,Boston,100.00,1979,,71178,0.65,"30'0""",,18,,,,,,,0,"5/8'0""w x 14'0""h",,,138,42.3471930,-71.0340930
560 Oak St,,B,Existing,391703,,$7.76 - 9.48 (Est.),Warehouse,Brockton,100.00,1960,1988,250000,1.09,"20'0""",35'w x 35'd,64,3000a/480v 3p 4w,,City,2025 Tax @ $0.6116/sf,,,0,"1/8'0""w x 10'0""h",Wet,City,382,42.1006876,-71.0501029
390 Oakland St,,A,Existing,255159,,$8.75 - 10.69 (Est.),Warehouse,Mansfield,100.00,1986,,255159,,"28'0""",46'w x 36'd,38,,,City,2025 Tax @ $1.0902/sf,,,0,,Wet,City,,42.0439249,-71.2109386
8 Papermill Rd,Warehouse Facility,C,Existing,231579,,$7.83 - 9.57 (Est.),Warehouse,Erving,100.00,1903,,220000,,"20'0""",,8,,,City,,,,0,"4/8'0""w x 13'0""h",Wet,City,50,42.5789709,-72.4855573
125 Paridon St,,B,Existing,300000,,$4.27 - 5.22 (Est.),Warehouse,Springfield,100.00,1921,,300000,,"30'0""",,5,,,,,,,0,1,,,40,42.0866681,-72.5367700
100 Pine Hill Dr,FedEx Distribution Center,A,Existing,361952,,$6.72 - 8.22 (Est.),Distribution,Boylston,100.00,2018,,361952,1.66,"32'0""",,77,,,,2025 Tax @ $0.3649/sf,,,0,11,ESFR,,604,42.3267413,-71.7300210
175 Pioneer Dr,,C,Existing,230382,,$6.90 - 8.43 (Est.),Warehouse,Leominster,100.00,1970,,115191,0.22,"26'0""",,8,1500-2500a/277-480v,,Yes,2025 Tax @ $0.6010/sf,,,0,"2/14'0""w x 16'0""h",Wet,Yes,50,42.5329765,-71.7068053
142 Pleasant St,,C,Existing,205000,,$8.20 - 10.03 (Est.),Warehouse,Easthampton,100.00,1900,,29285,0.20,,,7,,,,2025 Tax @ $0.0419/sf,,,0,None,,,30,42.2734839,-72.6615348
1-17 River St,,C,Existing,376098,,$8.19 - 10.01 (Est.),Warehouse,Erving,100.00,1912,,125366,6.65,"35'0""",,9,600v 3p,,,,,,0,"2/10'0""w x 12'0""h",,,2500,42.5813035,-72.4983319
130 Riverdale St,Riverdale Mills,B,Existing,299021,,$7.80 - 9.53 (Est.),Warehouse,Northbridge,100.00,,,149510,,,,,,,,2025 Tax @ $0.2578/sf,,,0,,,,,42.1389231,-71.6410013
440 Riverside Ave,,B,Existing,206954,,$12.64 - 15.45 (Est.),Distribution,Medford,100.00,1983,,206954,1.13,,,21,,,,2025 Tax @ $2.7353/sf,,,0,"5/10'0""w x 15'0""h",Wet,,210,42.4128770,-71.0884320
72 Salem Rd N,,B,Existing,273988,,$12.06 - 14.74 (Est.),Warehouse,Billerica,100.00,1983,,273988,0.88,"24'0""",,19,1200a 3p,Guilford Rail,City,2025 Tax @ $0.9280/sf,,,0,8,ESFR,City,209,42.5752762,-71.2712967
34 Sanborn St,,C,Existing,314558,,$4.21 - 5.15 (Est.),Warehouse,Gardner,100.00,1958,,78640,0.45,"12'0""",20'w x 20'd,13,Heavy,,City,2025 Tax @ $0.0030/sf,,,0,"2/12'0""w x 14'0""h",Wet,City,140,42.5753218,-71.9881282
30 Scales Ln,,C,Existing,325800,,$10.60 - 12.96 (Est.),Warehouse,Townsend,100.00,1972,,162900,0.12,,,25,,,,,,,0,"2/8'0""w x 12'0""h",,,40,42.6699190,-71.7207080
211 Servistar Industrial Way,"TruServ, Inc.",C,Existing,456700,,$6.64 - 6.96 (Est.),Warehouse,Westfield,100.00,1974,,456700,0.66,"25'0""",,48,1200a/277-480v,,City,2025 Tax @ $0.0080/sf,,,0,"2/12'0""w x 14'0""h",Wet,City,300,42.1585228,-72.7442497
139 Shuman Ave,,B,Existing,265167,,$8.98 - 10.97 (Est.),Warehouse,Stoughton,100.00,1984,1995,265167,0.65,"36'0""",30'w x 40'd,24,1200a/480v,,,2025 Tax @ $1.2908/sf,,,0,"2/10'0""w x 12'0""h",ESFR,,170,42.1155856,-71.0663257
3 Silver City Dr,Bldg 3,A,Existing,248453,,$8.75 - 10.69 (Est.),Distribution,Taunton,100.00,2024,,248453,1.21,"32'0""",50'w x 56'd,38,3000a/277-480v,,,2025 Tax @ $1.1551/sf,,,0,2,ESFR,,301,41.8624568,-71.0525811
81 South St,,C,Existing,242935,,$11.77 - 14.39 (Est.),Warehouse,West Warren,100.00,1919,1968,121468,0.38,,,4,1200-4000a/277-600v 3p,,City,2025 Tax @ $0.0815/sf,,,0,"2/12'0""w x 12'0""h",Wet,City,92,42.2109741,-72.2319785
26 Southbridge St,Polar Corp,C,Existing,285437,,$7.09 - 8.67 (Est.),Distribution,Auburn,100.00,1965,2009,285437,0.60,"30'0""",,53,1000a 3p 4w,,City,2025 Tax @ $1.4180/sf,,,0,"1/12'0""w x 14'0""h",Wet,City,170,42.2288969,-71.8221837
725 Southbridge St,,C,Existing,373868,,$6.48 - 7.92 (Est.),Warehouse,Worcester,100.00,1890,,62311,,"20'0""",,4,Heavy,,,,,,0,1,Wet,City,,42.2416440,-71.8125090
480 Sprague St,,B,Existing,228560,,$9.51 - 11.63 (Est.),Distribution,Dedham,100.00,1960,2012,228560,0.40,"22'0""",40'w x 25'd,71,2000a/277-480v 3p 4w,,City,2025 Tax @ $2.0710/sf,,,0,1,Wet,City,92,42.2333196,-71.1412307
243 Stafford St,Building 9,C,Existing,200000,,$5.62 - 6.87 (Est.),Warehouse,Worcester,100.00,1909,2002,100000,0.35,"26'0""",40'w x 33'd,4,480-600v 3p,CSX,,,,,0,"4/8'0""w x 12'0""h",,,70,42.2323740,-71.8542130
243 Stafford St,,B,Existing,203291,,$7.64 - 9.34 (Est.),Warehouse,Worcester,100.00,1909,2002,203291,0.12,"26'0""",40'w x 33'd,10,480-600v 3p,CSX,,,,,0,6,,,24,42.2334391,-71.8534115
1030 Stafford St,,C,Existing,222615,,$7.80 - 9.53 (Est.),Warehouse,Rochdale,100.00,1800,,126486,0.45,,,2,,,,2025 Tax @ $0.0002/sf,,,0,"7/14'0""w x 14'0""h",,,100,42.1965541,-71.9044472
506-510 State Rd,,C,Existing,237784,,$9.22 - 11.27 (Est.),Warehouse,North Adams,100.00,1880,1900,59446,0.42,"18'0""",,4,,,,2025 Tax @ $0.2541/sf,,,0,"3/12'0""w x 14'0""h",,,100,42.6979820,-73.1511910
80 Stockwell Dr,,B,Existing,241454,,$11.18 - 13.66 (Est.),Distribution,Avon,100.00,1986,1998,241454,1.73,"22'0""",40'w x 32'd,17,1000a/480v 3p,,Septic Field,2025 Tax @ $0.0162/sf,,,0,"2/12'0""w x 14'0""h",Wet,,325,42.1326671,-71.0662436
9 Stuart Rd,,B,Existing,299260,,$12.36 - 15.11 (Est.),Warehouse,Chelmsford,100.00,1974,,299260,1.10,"28'0""",11'w x 40'd,27,3000a/277-480v,,Septic Field,2025 Tax @ $0.6334/sf,,,0,None,Yes,City,330,42.5891149,-71.3242363
647 Summer St,,B,Existing,360000,,$16.23 - 19.83 (Est.),Warehouse,Boston,100.00,1960,1990,360000,0.17,"20'0""",,35,Heavy,,City,,,,0,"10/9'0""w x 12'0""h",Yes,City,60,42.3411476,-71.0442401
140 Summit St,,A,Existing,461604,461604,$11.57 - 14.14 (Est.),Distribution,Peabody,100.00,1997,,153868,0.65,"37'6""",,24,,,,,,0,0,"1/12'0""w x 14'0""h",Wet,,300,42.5209542,-70.9488986
100 Tech Dr,Moderna Technology Campus (MTC) North,A,Existing,202918,,$12.27 - 15.00 (Est.),Warehouse,Norwood,100.00,1969,2007,100216,2.79,"20'0""",,7,1500-3000a/277-480v,,Yes,,,,0,Yes,Wet,Yes,566,42.2099273,-71.2022799
1000 Technology Center Dr,,A,Existing,332676,,$11.66 - 14.25 (Est.),Warehouse,Stoughton,100.00,1987,,332676,1.42,"34'0""",29'w x 44'd,42,3000a/480v 3p,,,,,,0,"1/10'0""w x 12'0""h",Wet,,474,42.1488878,-71.0622494
100 Terminal St,Mystic Pier #1,C,Existing,267809,,$13.05 - 15.95 (Est.),Warehouse,Charlestown,100.00,1950,1987,66952,0.08,"25'0""",,16,,,City,,,,0,"2/8'0""w x 12'0""h",Yes,City,2000,42.3828880,-71.0554210
200 Terminal St,,C,Existing,382664,,$12.94 - 15.82 (Est.),Warehouse,Charlestown,100.00,1930,,98749,,"24'0""",20'w x 30'd,19,480v 3p 4w,,,2025 Tax @ $0.4181/sf,,,0,"3/8'0""w x 12'0""h",Yes,,74,42.3830740,-71.0508390
22 Town Farm Rd,,C,Existing,268000,,$7.21 - 8.82 (Est.),Warehouse,Westford,100.00,1967,,268000,,"27'0""",,11,480-600v 3p 4w,,Septic Field,,,,0,1,Wet,City,,42.5823616,-71.4825424
325 Turnpike Rd,,A,Existing,369063,,$11.20 - 13.69 (Est.),Warehouse,Southborough,100.00,1971,2004,341033,0.55,"27'2""",50'w x 25'd,34,1200a/277-480v 3p 4w,,Septic Field,2025 Tax @ $1.6259/sf,,,0,"2/16'0""w x 14'0""h",ESFR,,208,42.2925707,-71.5479464
1 United Dr,,B,Existing,315000,,$12.03 - 14.70 (Est.),Warehouse,West Bridgewater,100.00,1987,,157500,0.96,"25'0""",41'w x 43'd,28,1600a/227-480v,,Septic Field,2025 Tax @ $1.3697/sf,,,0,"6/9'0""w x 12'0""h",Yes,,327,42.0196624,-71.0543340
