Property Address,Property Name,Building Class,Building Status,RBA,Total Available Space (SF),Rent/SF/Yr,Secondary Type,City,Percent Leased,Year Built,Year Renovated,Typical Floor Size,Parking Ratio,Ceiling Ht,Column Spacing,Number Of Loading Docks,Power,Rail Lines,Sewer,Building Operating Expenses,Capacity - Available kW,Direct Available Space,Direct Vacant Space,Drive Ins,Sprinklers,Water,Number Of Parking Spaces,Latitude,Longitude
1701 E Patapsco Ave,Building 2,A,Existing,200100,,$7.82 - 9.56 (Est.),Warehouse,Baltimore,100.00,2023,,200100,,,,,,,,2024 Tax @ $0.7514/sf,,,0,Yes,,,,39.2302411,-76.5774093
1713 E Patapsco Ave,Building 3,A,Existing,200100,,$7.82 - 9.56 (Est.),Warehouse,Baltimore,100.00,2023,,200100,0.91,,,24,,,,2024 Tax @ $0.1735/sf,,,0,2,,,183,39.2278126,-76.5767580
1747 E Patapsco Ave,Building 1,A,Existing,263500,,$7.82 - 9.56 (Est.),Warehouse,Baltimore,100.00,2022,,263500,1.10,"36'0""",,50,2000a/277-480v 3p,,,2024 Tax @ $0.8062/sf,,,0,2,ESFR,,289,39.2294399,-76.5754125
8275 Patuxent Range Rd,,B,Existing,243680,,$9.86 - 12.05 (Est.),Warehouse,Jessup,100.00,1980,,243680,0.34,"22'0""",40'w x 40'd,12,277-480v,"B & O Railway ",City,2024 Tax @ $1.0562/sf,,,0,"1/10'0""w x 12'0""h",Wet,City,82,39.1464382,-76.7980477
3201 Pennsy Dr,,B,Existing,265000,,$12.05 - 14.73 (Est.),Warehouse,Landover,100.00,1972,2002,265000,1.00,"30'0""",,10,400a 3p 3w,,City,2024 Tax @ $1.9184/sf,,,0,,Wet,City,437,38.9342970,-76.8858100
3400 Pennsy Dr,,B,Existing,359413,,$9.55 - 11.67 (Est.),Warehouse,Landover,100.00,1966,2005,359035,1.50,"23'0""",37'w x 31'd,53,2000a/277-480v 3p,Conrail,City,2024 Tax @ $2.1964/sf,,,0,"2/16'0""w x 20'0""h",Wet,City,100,38.9385530,-76.8804261
3636 Pennsy Dr,,B,Existing,346014,,$11.21 - 13.70 (Est.),Warehouse,Landover,100.00,1984,,346014,0.62,"32'0""",29'w x 45'd,22,2000a/480v 3p 4w,Conrail,City,2024 Tax @ $0.0507/sf,,,0,"2/14'0""w x 12'0""h",Yes,City,370,38.9413751,-76.8754812
8511 Pepco Pl,,A,Existing,224000,,$11.95 - 14.61 (Est.),Warehouse,Upper Marlboro,100.00,2008,,224000,1.00,"30'0""",40'w x 40'd,26,277-480a,,City,,,,155035,2,ESFR,City,252,38.8372989,-76.8564211
1810 Portal St,,B,Existing,237525,,$7.82 - 9.56 (Est.),Warehouse,Baltimore,100.00,1982,,237525,0.83,"22'0""",41'w x 34'd,22,,,City,2024 Tax @ $1.1891/sf,,,0,"1/10'0""w x 12'0""h",Wet,City,198,39.2700982,-76.5364375
7210 Preston Gateway Dr,Coca-Cola,B,Existing,270918,,$10.97 - 13.41 (Est.),Distribution,Hanover,100.00,2014,,270918,,"16'0""",,,,,,2024 Tax @ $0.0354/sf,,,0,None,ESFR,,,39.1841742,-76.7148195
1000 Prince Georges Blvd,,A,Existing,276080,,$11.93 - 14.58 (Est.),Distribution,Upper Marlboro,100.00,2001,,276080,0.14,"32'0""",,34,,,,2024 Tax @ $1.6231/sf,,,0,1,,,40,38.8741188,-76.7248119
2895 Principio Pky E,,A,Existing,420000,,$7.40 - 9.04 (Est.),Distribution,North East,100.00,2019,,420000,0.33,,,,,,,,,,0,,,,137,39.6011210,-75.9962050
1533 Progress Way,Eldersburg Business Ctr,B,Existing,200000,100208,$8.08 - 9.87 (Est.),Warehouse,Eldersburg,100.00,2004,,200000,0.40,"28'0""",50'w x 50'd,23,1600a/277-480v 3p 4w,,County,2025 Tax @ $0.5238/sf,,100208,0,"1/10'0""w x 12'0""h",ESFR,County,146,39.4109233,-76.9433877
6709 Pulaski Hwy,,A,Existing,223216,,$7.82 - 9.56 (Est.),Distribution,Rosedale,100.00,2023,,223216,0.92,"36'0""",56'w x 50'd,36,3000a/277-480v,,Yes,,,,0,"2/12'0""w x 14'0""h",ESFR,Yes,205,39.3053495,-76.5344296
16101 Queens Ct,Collington Park Phase I - Bldg C,C,Existing,222152,,$16.45 - 20.11 (Est.),Warehouse,Upper Marlboro,100.00,2015,,222152,0.77,"32'0""",40'w x 40'd,42,,,,,,,0,2,,,171,38.8698243,-76.7239479
16001 Queens Ct,PG FedEx Distribution Center,A,Existing,210321,,$11.93 - 14.58 (Est.),Warehouse,Upper Marlboro,100.00,2014,,210321,,,,41,,,,2024 Tax @ $2.1513/sf,,,0,13,,,,38.8705607,-76.7283591
1 Re Michel Dr,,B,Existing,371145,,$9.78 - 11.96 (Est.),Warehouse,Glen Burnie,100.00,1985,,371145,0.40,"24'0""",,45,,,City,2024 Tax @ $0.5460/sf,,,0,None,,City,150,39.1863390,-76.5897650
1940 Reservoir Rd,,A,Existing,450000,450000,$9.18 - 11.22 (Est.),Warehouse,Sparrows Point,100.00,2023,,450000,0.93,"42'0""",,22,6000a/277-480v,,,,,0,0,2,ESFR,,418,39.2425182,-76.4803003
2010 Reservoir Rd,,B,Existing,200000,,$7.38 - 9.02 (Est.),Warehouse,Baltimore,100.00,1964,,200000,0.28,"24'8""",40'w x 60'd,18,3000-13000a,"Patapsco & Back Rivers ",Septic Field,2024 Tax @ $0.3362/sf,,,0,"4/10'0""w x 12'0""h",Wet,City,60,39.2423795,-76.4653256
2012 Reservoir Rd,,C,Existing,290440,,$10.54 - 12.89 (Est.),Warehouse,Baltimore,100.00,1964,,290440,0.20,"30'0""",97'w x 20'd,5,,,,2024 Tax @ $0.4160/sf,,,0,"2/10'0""w x 12'0""h",,,60,39.2435366,-76.4636805
8301 Retreat Rd,Monocacy Trading Center,B,Existing,211604,,$7.91 - 9.66 (Est.),Warehouse,Walkersville,100.00,1973,2014,211604,1.27,"22'0""",50'w x 50'd,5,Heavy,,,,,,0,"3/16'0""w x 20'0""h",ESFR,Yes,258,39.4703379,-77.3899398
2000 Rock Glenn Blvd,,B,Existing,399602,,$8.27 - 10.11 (Est.),Distribution,Aberdeen,100.00,2004,,399602,0.21,"35'0""",44'w x 50'd,78,1600a/277-480v 3p,,,2025 Tax @ $0.5639/sf,,,0,"2/10'0""w x 12'0""h",,,85,39.5287306,-76.1395351
6945 San Tomas Rd,,B,Existing,343280,72240,$8.44 - 10.32 (Est.),Warehouse,Elkridge,100.00,1988,,153000,0.78,"28'0""",50'w x 45'd,30,2000a/120-208v 3p,,,2024 Tax @ $0.5731/sf,,72240,0,"5/10'0""w x 12'0""h",,,120,39.1836525,-76.7453270
18212 Shawley Dr,,A,Existing,300000,,$6.56 - 8.02 (Est.),Distribution,Hagerstown,100.00,1992,,300000,0.00,"38'0""",25'w x 50'd,40,800a/480v 3p 4w,,,2024 Tax @ $0.4463/sf,,,0,2,ESFR,,60,39.6889470,-77.7396810
18238 Showalter Rd,Bowman Air Park Ctr,A,Existing,415524,,$6.71 - 8.20 (Est.),Warehouse,Hagerstown,100.00,1957,,351104,0.64,"25'0""",20'w x 60'd,6,Heavy,,County,2024 Tax @ $0.2813/sf,,,0,6,Wet,City,268,39.7039210,-77.7340200
1 Skywater Dr,,B,Existing,212750,,$9.49 - 11.60 (Est.),Warehouse,Glen Burnie,100.00,1987,,212750,0.52,"26'0""",50'w x 40'd,10,2400a/277-480v,,City,2024 Tax @ $0.5686/sf,,,0,"3/10'0""w x 12'0""h",Yes,City,111,39.1936239,-76.5983616
7659 Solley Rd,Building II,A,Existing,340000,,$9.78 - 11.96 (Est.),Warehouse,Glen Burnie,100.00,2020,,340000,1.06,"36'0""",52'w x 46'd,100,4000a/277-480v 3p,,County,2024 Tax @ $0.9976/sf,,,0,"4/12'0""w x 14'0""h",ESFR,County,332,39.1684603,-76.5543638
1390 Sparrows Point Blvd,University of Maryland-Logistics Center,A,Existing,414960,,$11.52 - 14.08 (Est.),Distribution,Edgemere,100.00,2025,,414960,,,,,,,,,,,0,,,,,39.2219530,-76.4709247
2100 Sparrows Point Rd,Pompeian,A,Existing,399600,,$9.18 - 11.22 (Est.),Warehouse,Baltimore,100.00,2021,,399600,0.09,"36'0""",54'w x 50'd,12,,,,2025 Tax @ $0.3443/sf,,,0,1,ESFR,,,39.2344874,-76.4622228
17-19 Stenersen Ln,,C,Existing,213438,,$9.97 - 12.18 (Est.),Warehouse,Cockeysville,100.00,1973,,213438,0.50,"19'8""",43'w x 38'd,27,400a/227v,Conrail,City,2024 Tax @ $0.4784/sf,,,0,"1/10'0""w x 12'0""h",Wet,City,107,39.4803993,-76.6476512
2209 Sulphur Spring Rd,,B,Existing,313000,,$7.27 - 8.89 (Est.),Warehouse,Halethorpe,100.00,1991,2013,313000,0.13,"20'0""",32'w x 50'd,33,1400-1800a/277-480v 3p 4w,,City,2024 Tax @ $0.5333/sf,,,0,3,ESFR,City,140,39.2421940,-76.6676530
1010 Swan Creek Dr,,A,Existing,359276,359276,$9.60 - 11.73 (Est.),Distribution,Glen Burnie,0.00,1999,,359276,0.56,"32'0""",43'w x 50'd,45,8000a 3p,,City,2024 Tax @ $0.7552/sf,,359276,359276,"4/10'0""w x 12'0""h",ESFR,City,200,39.1936413,-76.5529682
1041 Swan Creek Dr,Building A,B,Existing,204210,,$9.41 - 11.50 (Est.),Warehouse,Baltimore,100.00,2003,,204210,0.47,"28'0""",40'w x 52'd,32,200-600a/277-480v,,City,2024 Tax @ $0.7495/sf,,,0,"4/10'0""w x 12'0""h",ESFR,City,123,39.1953426,-76.5474454
14841 Sweitzer Ln,UPS Facility,A,Existing,429734,,$11.51 - 14.07 (Est.),Warehouse,Laurel,100.00,1982,1988,429734,,"50'0""",50'w x 50'd,,Heavy,,,2024 Tax @ $1.0756/sf,,,0,,None,,,39.0951979,-76.8952387
7970 Tarbay Dr,,B,Existing,210000,,$8.43 - 10.31 (Est.),Warehouse,Jessup,100.00,1990,,210000,0.38,"35'0""",25'w x 50'd,33,900a/277-480v 3p,CSX,City,2024 Tax @ $0.9855/sf,,,0,"1/10'0""w x 12'0""h",Wet,City,40,39.1548924,-76.7864911
7980 Tarbay Dr,,B,Existing,203615,203615,$11.11 - 13.58 (Est.),Warehouse,Jessup,0.00,1990,2020,203615,0.49,"28'0""",50'w x 50'd,34,3000a,CSX,,2024 Tax @ $1.5903/sf,,203615,203615,1,ESFR,,100,39.1537843,-76.7887526
Technology Dr,Building 2,A,Existing,255362,255362,$12.19 - 14.89 (Est.),Warehouse,Aberdeen,0.00,2025,,255362,0.78,"36'0""",50'w x 54'd,47,,,,,,255362,255362,2,ESFR,,199,39.5262658,-76.1967598
8140 Telegraph Rd,Atlas Container Corporation,B,Existing,210526,,$10.97 - 13.41 (Est.),Warehouse,Odenton,100.00,1982,,200000,0.92,"18'0""",,13,,CSX,,,,,0,"1/10'0""w x 12'0""h",,,170,39.1103620,-76.6938480
7040 Troy Hill Dr,,A,Existing,271600,,$11.13 - 13.60 (Est.),Warehouse,Elkridge,100.00,1997,,271600,0.74,"28'0""",40'w x 43'd,64,2400a/277-480v 3p,,City,2024 Tax @ $1.1498/sf,,,0,"2/12'0""w x 14'0""h",Wet,City,200,39.1992780,-76.7544960
7101 Troy Hill Dr,,A,Existing,314020,176651,$10.61 - 12.97 (Est.),Warehouse,Elkridge,43.75,2001,,314020,,"32'0""",,27,2400a/480v 3p 4w,,City,2024 Tax @ $1.0984/sf,,176651,176651,"2/10'0""w x 12'0""h",ESFR,City,,39.2000336,-76.7587303
10406 Tucker St,,A,Existing,265286,,$11.85 - 14.49 (Est.),Distribution,Beltsville,100.00,2022,,265286,,,,,,,,2024 Tax @ $1.1979/sf,,,0,,,,,39.0256477,-76.9129547
16965 Virginia Ave,,B,Under Construction,489060,,$7.70 - 9.41 (Est.),Warehouse,Hagerstown,100.00,2026,,489060,0.99,,,,,,Yes,,,,0,,ESFR,Yes,482,39.6117136,-77.7789642
13401 Virginia Manor Rd,,C,Existing,218110,,$12.20 - 14.91 (Est.),Warehouse,Beltsville,100.00,2002,,121172,1.44,"24'0""",,22,,,,2024 Tax @ $1.0780/sf,,,0,"3/7'0""w x 10'0""h",,,205,39.0737904,-76.8849747
2015 Washington Blvd,2015 Building,B,Existing,274000,,$6.32 - 7.72 (Est.),Warehouse,Baltimore,100.00,1947,1961,274000,0.00,"20'0""",40'w x 40'd,15,,,City,2024 Tax @ $0.2514/sf,,,0,2,ESFR,City,,39.2725403,-76.6442630
3103 Washington Blvd,,C,Existing,211864,,$9.12 - 11.14 (Est.),Warehouse,Baltimore,100.00,1944,,211864,0.47,"16'0""",,7,,CSX,City,2024 Tax @ $0.5264/sf,,,0,None,Dry,City,100,39.2574600,-76.6613220
9327 Washington Blvd,Savage 1,B,Existing,291000,127324,$9.16 - 11.20 (Est.),Warehouse,Savage,56.25,1975,1998,291000,0.57,"24'0""",30'w x 31'd,73,277-480v 3p 4w,CSX,City,2024 Tax @ $2.0683/sf,,127324,127324,"2/10'0""w x 12'0""h",Wet,City,165,39.1251560,-76.8197373
9455 Washington Blvd,Savage 2,B,Existing,245000,,$10.30 - 12.59 (Est.),Warehouse,Savage,100.00,1983,,245000,0.82,"24'0""",30'w x 33'd,43,277-480v 3p 4w,CSX,City,2024 Tax @ $0.1003/sf,,,0,"1/10'0""w x 12'0""h",Wet,City,222,39.1237658,-76.8191291
990 Wesel Blvd,Lowe's Flatbed Distribution Center,C,Existing,220000,,$7.59 - 9.28 (Est.),Distribution,Hagerstown,100.00,2004,,267242,,,,,,,,2024 Tax @ $0.4217/sf,,,0,,,,,39.6410285,-77.7449002
23500 Westernport Rd SW,,B,Existing,218732,,$9.22 - 11.27 (Est.),Warehouse,Westernport,100.00,1959,,218732,,,,,,,,2025 Tax @ $0.0873/sf,,,0,,,,105,39.4627302,-79.0094671
8711 Westphalia Rd,,A,Existing,386775,,$11.95 - 14.61 (Est.),Warehouse,Upper Marlboro,100.00,2022,,386775,,,,,,,,2024 Tax @ $1.9434/sf,,,0,4,,,,38.8413202,-76.8535800
1201 Wicomico St,,C,Existing,380034,,$6.44 - 7.87 (Est.),Warehouse,Baltimore,100.00,1902,,380034,1.08,"21'0""",60'w x 20'd,8,240-480v,CSX,City,2024 Tax @ $0.2949/sf,,,0,"16/10'0""w x 14'0""h",None,City,410,39.2764810,-76.6315820
9101 Yellow Brick Rd,Rossville Industrial Pk Ph 6,B,Existing,212880,,$10.61 - 12.97 (Est.),Warehouse,Rosedale,100.00,1989,,212880,0.38,"24'0""",40'w x 40'd,28,Heavy,CSX,City,2024 Tax @ $0.5998/sf,,,0,"7/14'0""w x 16'0""h",Wet,City,80,39.3443454,-76.4694650
5142 Allendale Ln,,B,Existing,210113,,$8.82 - 10.78 (Est.),Warehouse,Taneytown,100.00,1983,,210113,,,,,,,,2025 Tax @ $0.7238/sf,,,0,,,,,39.6535065,-77.1824553
251 E Central Ave,,C,Existing,241648,,$4.26 - 5.21 (Est.),Warehouse,Federalsburg,100.00,1935,,241648,0.17,,,,,,,2025 Tax @ $0.2989/sf,,,0,,,,40,38.6942897,-75.7647588
4010 Clay St,,C,Existing,200000,,$11.36 - 13.89 (Est.),Warehouse,Point of Rocks,100.00,1960,,200000,,,,,,,,2024 Tax @ $0.0002/sf,,,0,None,,,,39.2769130,-77.5264954
33239 Costen Rd,,B,Existing,350762,,$7.11 - 8.69 (Est.),Warehouse,Pocomoke,100.00,1986,,350762,,,,,,,,2025 Tax @ $0.8853/sf,,,0,,,,,38.0824402,-75.6031003
120 Friels Ln,,C,Existing,244388,,$16.73 - 20.45 (Est.),Warehouse,Queenstown,100.00,1984,,244388,,,,,,,,2025 Tax @ $0.2633/sf,,,0,,,,,38.9566476,-76.0641584
2201 Industrial Pky,,C,Existing,455000,,$11.41 - 13.95 (Est.),Warehouse,Silver Spring,100.00,,,455000,,,,,,,,2024 Tax @ $0.9793/sf,,,0,,,,,39.0506655,-76.9664121
27013 E Lillian St,,C,Existing,220006,,$8.37 - 8.80 (Est.),Warehouse,Hebron,100.00,1960,,220006,,,,,,,,2025 Tax @ $0.0187/sf,,,0,,,,,38.4149483,-75.6761850
24425 Pinetown Rd,,C,Existing,302023,,$4.31 - 5.26 (Est.),Warehouse,Preston,100.00,1994,,302023,,,,,,,,2025 Tax @ $0.0645/sf,,,0,,,,,38.7954277,-75.8576217
11601 Pittsburg Plate Glass Rd SE,,C,Existing,500000,,$8.08 - 9.87 (Est.),Warehouse,Cumberland,100.00,1956,,500000,,,,,,,,,,,0,,,,,39.5901882,-78.7458047
2401 Singerly Rd,,C,Existing,266505,,$7.40 - 9.04 (Est.),Warehouse,Elkton,100.00,1973,,266505,,,,,,,,2025 Tax @ $0.4488/sf,,,0,,,,,39.6703395,-75.8579451
25489 Towers Rd,,C,Existing,232133,,$4.31 - 5.26 (Est.),Warehouse,Denton,100.00,,,232133,,,,,,,,2025 Tax @ $0.0569/sf,,,0,,,,,38.8364586,-75.8197416
