Property Address,Property Name,Building Class,Building Status,RBA,Total Available Space (SF),Rent/SF/Yr,Secondary Type,City,Percent Leased,Year Built,Year Renovated,Typical Floor Size,Parking Ratio,Ceiling Ht,Column Spacing,Number Of Loading Docks,Power,Rail Lines,Sewer,Building Operating Expenses,Capacity - Available kW,Direct Available Space,Direct Vacant Space,Drive Ins,Sprinklers,Water,Number Of Parking Spaces,Latitude,Longitude
100 Murray Dr,North Building,B,Existing,490000,40735,$5.25,Warehouse,Warren,100.00,1990,2014,245000,0.58,"51'5""",50'w x 55'd,21,1000-2000a/120-480v,,,2025 Tax @ $0.2441/sf,,40735,0,None,,,200,41.8415260,-79.2482851
3000 Quarry Road,,A,Existing,330000,330000,$11.50,Warehouse,Telford,0.00,2025,,330000,0.85,"36'0""",54'w x 50'd,85,4000a,,,,,330000,330000,2,ESFR,,356,40.3358080,-75.3295399
401-449 E Tioga St,Marta Bldg,C,Existing,300000,150000,$8.50,Warehouse,Philadelphia,100.00,1960,,300000,,"22'0""",33'w x 34'd,16,13200a 3p,,City,2024 Tax @ $0.0968/sf,,0,0,2,Yes,City,,40.0028335,-75.1190250
901 York Rd,York County Trade Center,A,Under Construction,376000,376000,$9.75,Distribution,Dillsburg,0.00,2026,,376000,0.67,"40'0""",,80,3000a,,City,,,376000,0,2,ESFR,City,253,40.1200959,-77.0400051
1500 E 2nd St,Building 1,A,Existing,350000,,$10.79 - 13.19 (Est.),Warehouse,Eddystone,100.00,2022,,350000,0.87,"36'0""",54'w x 50'd,36,3000a,,,2024 Tax @ $0.5983/sf,,,0,2,ESFR,,305,39.8561097,-75.3352531
10874 2nd Amendment Dr,Susquehanna Logistics Center,B,Existing,423300,,$7.44 - 9.10 (Est.),Warehouse,Glen Rock,100.00,2016,,423300,0.86,"32'0""",54'w x 52'd,86,,,Yes,2025 Tax @ $1.4291/sf,,,0,"2/10'0""w x 12'0""h",ESFR,Yes,323,39.8218972,-76.6891855
501 S 9th St,,B,Existing,400760,,$2.40 - 2.93 (Est.),Warehouse,Reading,100.00,1910,,133587,,"12'0""",,6,,,,2025 Tax @ $0.0251/sf,,,0,None,,,42,40.3275745,-75.9193787
601 E 10th St,Prologis Marcus Hook,A,Existing,374400,374400,$10.24 - 12.52 (Est.),Distribution,Marcus Hook,0.00,2024,,374400,0.82,"40'0""",58'w x 56'd,92,3200a/280-477v 3p,,Yes,,,374400,374400,"4/14'0""w x 16'0""h",ESFR,Yes,440,39.8198250,-75.4134100
635 S 10th St,Bridgeworks Industrial Center,B,Existing,376324,,$5.55 - 6.79 (Est.),Warehouse,Allentown,100.00,1919,1996,224411,0.61,"15'0""",20'w x 74'd,18,,,County,2026 Tax @ $0.4690/sf,,,0,"4/14'0""h",Wet,County,137,40.5944660,-75.4727170
27 51st St,,C,Existing,321614,,$7.75 - 9.47 (Est.),Distribution,Pittsburgh,100.00,1920,,321614,0.00,"22'0""",,38,,,City,2024 Tax @ $0.2149/sf,,,0,"13/14'0""w x 14'0""h",Wet,,,40.4814290,-79.9578670
Acco Dr,American Chain & Cab,B,Existing,405047,,$6.20 - 7.58 (Est.),Distribution,York,100.00,1975,,405047,,,,,,,,2025 Tax @ $0.4507/sf,,,0,None,,,,39.9277468,-76.6886428
7378 Airport Rd,The Cubes at Lehigh Valley,A,Existing,450000,,$7.57 - 9.26 (Est.),Warehouse,Bath,100.00,2020,,450000,0.85,"40'0""",57'w x 54'd,42,,,,,,,0,"2/14'0""w x 16'0""h",ESFR,,381,40.7028016,-75.4146986
599 Alexander Spring Rd,Allen Distribution Bldg 6,A,Existing,477000,,$7.26 - 8.87 (Est.),Distribution,Carlisle,100.00,2001,,477000,,"35'0""",50'w x 60'd,48,800a/277-420v,,City,2025 Tax @ $0.4853/sf,,,0,"1/12'0""w x 14'0""h",Wet,City,,40.1794155,-77.2316939
300-332 E Allegheny Ave,,C,Existing,483080,,$6.48 - 7.93 (Est.),Distribution,Philadelphia,84.94,1935,,52575,,"16'0""",,14,300-600a/240v,,City,2024 Tax @ $0.1178/sf,,,72762,10,Dry,City,,39.9974685,-75.1252490
217 Allen Rd,Building 200,A,Existing,382985,,$6.88 - 8.41 (Est.),Warehouse,Carlisle,100.00,2023,,382985,0.77,"40'0""",56'w x 50'd,51,3000a 3p,,County,2025 Tax @ $0.7308/sf,,,0,2,ESFR,Yes,295,40.1991542,-77.2488600
249 Allentown Rd,,C,Existing,346621,,$9.42 - 11.52 (Est.),Warehouse,Souderton,100.00,2003,,340000,0.00,,,,,,,2024 Tax @ $0.7537/sf,,,0,None,,,682,40.2940122,-75.3396796
1378 Armada Dr,Antrim Commons I-1,A,Existing,400000,,$5.96 - 7.28 (Est.),Warehouse,Greencastle,100.00,2014,,400000,,,,,,,,,,,0,,,,,39.7616732,-77.7323176
102 Avenue A,Bldg 103,C,Existing,330000,,$6.04 - 7.38 (Est.),Warehouse,Youngwood,100.00,1980,,330000,0.04,"24'0""",,,,,,2025 Tax @ $0.0255/sf,,,0,None,ESFR,,15,40.2465251,-79.5722898
3621-3631 B St,,C,Existing,398800,,$4.05 - 4.95 (Est.),Warehouse,Philadelphia,100.00,1920,,124088,,"22'0""",24'w x 30-60'd,8,Heavy,,City,2024 Tax @ $0.2324/sf,,,0,3,Dry,City,,40.0050743,-75.1217923
26 Barnhart Dr,,B,Existing,320458,,$6.27 - 7.67 (Est.),Warehouse,Hanover,100.00,1990,,320458,0.37,"29'6""",40'w x 40'd,21,2000a/277-480v 3p 4w,,County,2025 Tax @ $0.0130/sf,,,0,"1/14'0""w x 12'0""h",ESFR,County,120,39.8192306,-76.9550033
3045 Bath Pike,,C,Existing,300000,,$10.59 - 12.94 (Est.),Warehouse,Nazareth,100.00,2010,,,,,,,,,,2026 Tax @ $0.0177/sf,,,0,,,,,40.7273002,-75.3564385
1151 Beaver St,,B,Existing,403130,,$6.37 - 7.79 (Est.),Warehouse,Bristol,100.00,1993,,403130,0.97,"30'0""",,22,,,,2024 Tax @ $0.7494/sf,,,0,4,Wet,,400,40.1094300,-74.8523100
755 Beechnut Dr,OK Grocery,C,Existing,440000,,$7.08 - 8.66 (Est.),Warehouse,Pittsburgh,100.00,,,440000,0.50,,,37,,,,2024 Tax @ $0.6205/sf,,,0,None,,,220,40.4536990,-80.0857670
760 E Berlin Rd,Voith,C,Existing,308000,,$6.38 - 7.80 (Est.),Distribution,York,100.00,1978,,308000,,,,,,,,2025 Tax @ $0.4103/sf,,,0,None,Yes,,,39.9515857,-76.7881318
700 Blair Mill Rd,,B,Existing,326717,,$10.37 - 12.68 (Est.),Distribution,Horsham,100.00,1981,,326717,0.92,,,250,,,,2024 Tax @ $1.0784/sf,,,0,,,,300,40.1640234,-75.1419938
700 Blaw Ave,Blawnox Commons - Industrial,B,Existing,324469,,$4.68 - 5.72 (Est.),Warehouse,Pittsburgh,100.00,1930,2005,300000,0.31,"40'0""",,5,3p,,City,2024 Tax @ $0.3223/sf,,,0,"3/12'0""w x 15'0""h",,City,100,40.4926585,-79.8605705
2430 Boquet Rd,Frank B. Fuhrer Wholesale Co.,A,Existing,350000,,$6.34 - 7.74 (Est.),Warehouse,Delmont,100.00,2023,,350000,,"36'0""",,28,,,,2025 Tax @ $1.3732/sf,,,0,2,,,,40.3894855,-79.5717934
70 Bordnersville Rd,,A,Existing,345600,,$7.07 - 8.65 (Est.),Warehouse,Jonestown,100.00,2019,,345600,0.00,"36'0""",,61,,,,2025 Tax @ $0.6592/sf,,,0,,ESFR,,,40.4306782,-76.5165940
400 Boulder Dr,,A,Existing,363000,354419,$7.57 - 9.26 (Est.),Distribution,Breinigsville,2.36,2004,,363000,0.47,"33'0""",54'w x 54'd,52,,,,2026 Tax @ $0.9498/sf,,354419,354419,2,ESFR,,172,40.5625832,-75.6243002
325 N Bridge St,,C,Existing,329551,,$7.34 - 8.97 (Est.),Warehouse,Marietta,100.00,1951,,329551,,,,,,,,2025 Tax @ $1.6759/sf,,,0,,,,,40.0590640,-76.5625848
300 Brush Creek Rd,,B,Existing,431000,,$7.24 - 8.85 (Est.),Distribution,Warrendale,100.00,,,431000,0.22,,,,,,,,,,0,None,,,125,40.6648224,-80.1072436
105 S Buttonwood St,Sunsweet Growers,B,Existing,365596,,$8.48 - 10.37 (Est.),Warehouse,Fleetwood,100.00,1994,,365596,,,,,,,,2025 Tax @ $0.1225/sf,,,0,,,,,40.4532554,-75.8135322
200 Cabot Blvd E,,B,Existing,404960,,$10.65 - 13.02 (Est.),Warehouse,Langhorne,100.00,,,404960,0.63,,,,,,,2024 Tax @ $1.1386/sf,,,0,,,,256,40.1939445,-74.8348130
625 California Rd,,B,Existing,362576,,$10.24 - 12.52 (Est.),Warehouse,Quakertown,100.00,1965,,362576,0.41,"20'0""",,17,,,,2024 Tax @ $0.3304/sf,,,0,None,Yes,,,40.4609506,-75.3537563
100 Capital Ln,Building 100,B,Existing,321333,,$6.64 - 8.12 (Est.),Warehouse,Middletown,100.00,1997,,321333,0.20,"30'0""",40'w x 40'd,39,1600a/480v 3p,,City,2025 Tax @ $1.2059/sf,,,0,1,ESFR,City,88,40.2068181,-76.7463049
200 Capital Ln,Building 200,A,Existing,400060,,$7.39 - 9.03 (Est.),Warehouse,Middletown,100.00,2015,,400060,0.55,"36'0""",56'w x 45'd,54,3000a/277-480v 3p,,City,2025 Tax @ $1.3217/sf,,,0,"2/12'0""w x 14'0""h",ESFR,City,299,40.2082789,-76.7459254
1000 Carson Ct,,A,Existing,342820,,$7.57 - 9.26 (Est.),Distribution,Palmer Township,100.00,2021,,342820,0.55,"36'0""",,64,2000-4000a,,,2026 Tax @ $0.1810/sf,,,0,2,ESFR,,188,40.7394785,-75.2751642
1051 Carson Ct,,A,Existing,407685,,$7.57 - 9.26 (Est.),Distribution,Palmer Township,100.00,2023,,406801,0.97,"40'0""",,92,2000-4000a,,,,,,0,4,ESFR,,354,40.7405415,-75.2713094
60 Central Blvd,Central Logistics Park 60,A,Existing,414960,,$8.48 - 10.37 (Est.),Distribution,Myerstown,100.00,2021,,414960,1.00,"36'0""",54'w x 50'd,44,,,,2025 Tax @ $0.2334/sf,,,0,2,ESFR,,417,40.4640747,-76.3243649
S Christopher Columbus Blvd,Pier 80,C,Existing,447678,,$11.32 - 13.84 (Est.),Warehouse,Philadelphia,100.00,1950,,235620,,,,,,,,,,,0,"93/16'0""w x 20'0""h",,,20,39.9194600,-75.1366470
2401 S Christopher Columbus Blvd,Pier 84,C,Existing,491099,,$11.27 - 13.78 (Est.),Warehouse,Philadelphia,100.00,1900,,258473,0.06,,,40,,,,,,,0,"83/10'0""w x 14'0""h",,,30,39.9158230,-75.1349250
201 W Church Rd,,C,Existing,376946,,$10.78 - 13.18 (Est.),Distribution,King of Prussia,100.00,1956,,376946,0.26,"22'0""",,11,,,Yes,2024 Tax @ $0.1161/sf,,,0,"2/16'0""h",ESFR,Yes,100,40.0839623,-75.3584248
1700 Cloister Dr,Jacobson Companies,B,Existing,300378,,$5.89 - 7.20 (Est.),Warehouse,Lancaster,100.00,1998,,300378,0.27,"33'0""",48'w x 50'd,25,1200a/277-480v,,Yes,2024 Tax @ $0.6292/sf,,,300378,2,ESFR,Yes,80,40.0853551,-76.3575575
1800 S Columbus Blvd,,C,Existing,395667,,$11.56 - 14.13 (Est.),Warehouse,Philadelphia,100.00,1945,,98917,0.10,"17'0""",,20,1000a/120-240v,,City,2024 Tax @ $0.1243/sf,,,0,"1/10'0""w x 14'0""h",Yes,City,40,39.9242090,-75.1446580
101 Commerce Dr,,A,Existing,470000,65431,$5.88 - 7.19 (Est.),Distribution,Hazleton,100.00,2020,,470000,0.65,"36'0""",54'w x 50'd,101,3000a/480v,,County,,,0,0,"2/12'0""w x 14'0""h",ESFR,County,307,40.9362910,-76.0243572
151 Commerce Dr,Humboldt East Industrial Park,B,Existing,440504,,$6.30 - 7.70 (Est.),Warehouse,Hazleton,100.00,2018,,440504,0.12,"36'0""",54'w x 50'd,73,4000a/277-480v 3p,Norfolk Southern,,2025 Tax @ $2.0176/sf,,,0,"2/12'0""w x 14'0""h",ESFR,,233,40.9323502,-76.0220834
1 Commerce Rd,One Commerce Center,A,Existing,437446,437446,$5.88 - 7.19 (Est.),Distribution,Pittston,100.00,1980,2017,437446,0.66,"56'0""",30'w x 60'd,28,4000a/277-480v 3p 4w,,Yes,2025 Tax @ $0.6052/sf,,437446,0,2,Wet,Yes,290,41.3276071,-75.7220601
200 Commerce St,Mountville Distribution Center,B,Existing,468276,,$7.34 - 8.97 (Est.),Warehouse,Mountville,100.00,1980,,468276,,"30'0""",,13,Heavy,,City,2024 Tax @ $0.1793/sf,,,0,12,Wet,City,,40.0346780,-76.4362989
4 N Conahan Dr,Hazleton Logistics Park- Building 2,A,Existing,447440,447440,$6.87 - 8.40 (Est.),Warehouse,Hazleton,0.00,2026,,447442,0.57,"40'0""",50'w x 56'd,101,,,,2025 Tax @ $0.1175/sf,,447440,447440,2,ESFR,,355,40.9355922,-75.9866677
2800 Concord Rd,,A,Existing,385399,,$6.17 - 7.54 (Est.),Distribution,York,100.00,1963,2006,385399,0.82,"31'0""",36'w x 50'd,40,2000a/220-480v 3p 3w,,City,2025 Tax @ $0.6035/sf,,,0,1,Wet,City,317,39.9805918,-76.6694567
35 Conewago Rd,PA Logistics North I,C,Existing,320000,,$7.34 - 8.97 (Est.),Distribution,Elizabethtown,100.00,2018,,320000,0.04,"32'0""",60'w x 54'd,32,2000a/480v 3p,,County,2024 Tax @ $1.4275/sf,,,0,"2/12'0""w x 14'0""h",ESFR,County,14,40.1580728,-76.6366596
4371 County Line Rd,,B,Existing,348300,,$10.65 - 13.02 (Est.),Warehouse,Chalfont,100.00,1970,,348300,,,,,,,,,,,0,,,,,40.2772226,-75.2383669
300 Crossings Dr,Keystone Crossing Bldg 3,B,Existing,318325,,$10.72 - 13.10 (Est.),Warehouse,Bristol,100.00,2001,,302409,0.83,"30'0""",,24,Heavy,,City,2024 Tax @ $1.7129/sf,,,0,"1/10'0""w x 14'0""h",,City,200,40.1131618,-74.8982888
1055-1101 Crossroads Blvd,,A,Existing,324132,,$6.72 - 8.22 (Est.),Distribution,Reading,100.00,1993,,324132,0.23,"26'0""",,51,,,,2025 Tax @ $0.2989/sf,,,0,1,,,74,40.4112188,-75.9340249
201 Cumberland Pky,,B,Existing,340000,,$6.88 - 8.41 (Est.),Warehouse,Mechanicsburg,100.00,1992,,340000,0.47,"28'8""",50'w x 50'd,35,3000a/280-477v 3p,,,2025 Tax @ $0.8556/sf,,,0,"1/12'0""w x 14'0""h",ESFR,,161,40.1951461,-76.9861377
403 S Custer Ave,,B,Existing,429150,,$7.81 - 7.84 (Est.),Warehouse,New Holland,100.00,1979,,429150,,,,,,,,2024 Tax @ $0.1150/sf,,,0,None,,,,40.0943448,-76.0857568
7144 Daniels Dr,"Warehouse Specialties, Inc.",B,Existing,300000,,$6.30 - 7.70 (Est.),Warehouse,Allentown,100.00,1975,,299399,,"24'0""",40'w x 35'd,25,2500a/277-480v 3p,,,2026 Tax @ $0.7812/sf,,,0,1,Wet,,,40.5945172,-75.6130213
35 Dauphin Dr,,A,Existing,310050,,$6.88 - 8.41 (Est.),Distribution,Mechanicsburg,100.00,2008,,310050,0.31,"32'0""",52'w x 47'd,42,800a,,,2025 Tax @ $0.5157/sf,,,0,"2/12'0""w x 14'0""h",ESFR,,98,40.2314400,-77.0725070
40 Dennis Dr,,C,Existing,334440,,$6.31 - 7.71 (Est.),Warehouse,Reading,100.00,1992,,334440,,,,17,,,,2025 Tax @ $0.2596/sf,,,0,1,,,,40.2837517,-75.8445399
1485 Dennison Cir,Geodis,A,Existing,439088,,$7.67 - 9.37 (Est.),Distribution,Carlisle,100.00,1998,,439088,0.31,"32'0""",40'w x 80'd,41,2000a/277-480v 3p,,Yes,2025 Tax @ $0.7808/sf,,,0,Yes,Wet,Yes,379,40.1817588,-77.2429833
1490 Dennison Cir,Southpoint II,A,Existing,300000,135000,$7.21 - 8.82 (Est.),Distribution,Carlisle,100.00,2008,,300000,0.34,"32'0""",50'w,18,3000a/480v 3p 4w,,County,2025 Tax @ $0.7066/sf,,135000,0,2,ESFR,County,204,40.1803907,-77.2391810
1038 Dillerville Rd,,C,Existing,323184,,$7.51 - 9.18 (Est.),Warehouse,Lancaster,100.00,1943,,323184,,,,,,,,2024 Tax @ $0.1742/sf,,,0,5,,,,40.0556261,-76.3248828
6 Doughten Rd,,A,Existing,330000,,$3.39 - 4.14 (Est.),Distribution,New Kingstown,100.00,1989,2011,330000,0.36,"32'0""",40'w x 40'd,70,1200a/277-480v 3p,,City,2025 Tax @ $0.3907/sf,,,0,"1/8'0""w x 10'0""h",ESFR,City,100,40.2325562,-77.0679500
13985 S Eagle Valley Rd,,C,Existing,450000,,$5.61 - 6.85 (Est.),Warehouse,Tyrone,100.00,,,450000,0.33,"32'0""",45'w x 40'd,45,1600a/277v 3p,,Yes,,,,0,2,ESFR,Yes,150,40.7101214,-78.2031830
3965 Easton-Nazareth Hwy,A,A,Existing,469259,,$7.57 - 9.26 (Est.),Warehouse,Nazareth,100.00,2022,,469259,0.32,"40'0""",,71,3000a/277-480v 3p 4w,,,2026 Tax @ $0.1312/sf,,,0,"2/12'0""w x 16'0""h",ESFR,,152,40.7260190,-75.3039730
59-63 Elmwood Ave,,A,Existing,320000,,$5.35 - 6.53 (Est.),Warehouse,Mountain Top,100.00,2021,,320000,,,,,,,,2025 Tax @ $1.2026/sf,,,0,,,,,41.1250360,-75.8916897
532 E Emaus St,Air Depot Industrial,B,Existing,435880,42500,$6.62 - 8.09 (Est.),Distribution,Middletown,90.25,1940,,435880,0.17,"36'10""",,2,200-1200a 3p,Norfolk Southern,City,2025 Tax @ $0.3111/sf,,42500,42500,40,Yes,City,75,40.1927248,-76.7214953
340 Emig Rd,Emig Mill Business Ctr,A,Existing,340000,,$7.58 - 9.26 (Est.),Warehouse,York,100.00,2000,,340000,0.41,"30'0""",50'w x 40'd,42,400-800a/277-480v 3p,,City,2025 Tax @ $0.7738/sf,,,0,1,ESFR,City,139,40.0144205,-76.7202166
500 Emig Rd,,B,Existing,311920,,$6.38 - 7.80 (Est.),Distribution,York,100.00,2021,,311920,1.22,"36'0""",,44,1600a/277-480v 3p,,,2025 Tax @ $1.1878/sf,,,0,"2/12'0""w x 14'0""h",ESFR,,382,40.0092040,-76.7133992
8350 Enterprise Ave,,C,Existing,355700,,$10.35 - 12.65 (Est.),Warehouse,Philadelphia,100.00,1965,,353795,0.28,,,,,,City,,,,0,,,City,101,39.8844735,-75.2247824
250 Enterprise Way,,A,Existing,399500,,$5.81 - 7.10 (Est.),Distribution,Pittston Township,100.00,2016,,399500,0.77,"36'0""",50'w x 50'd,57,800a/277-480v 3p,,Yes,2025 Tax @ $1.0924/sf,,,0,"1/12'0""w x 14'0""h",ESFR,Yes,309,41.3135877,-75.7716772
300 Enterprise Way,Home Depot Rapid Deployment Center,A,Existing,465600,,$5.66 - 6.91 (Est.),Distribution,Pittston,100.00,2010,,465600,1.44,,,170,,,,2025 Tax @ $0.7126/sf,,,0,,,,671,41.3156110,-75.7677309
700 E Erie Ave,Erie Ave & G Street Complex,C,Existing,444221,,$5.48 - 6.70 (Est.),Warehouse,Philadelphia,95.27,1950,,425000,,"40'0""",,10,200-1200a/480v 3p,,City,2024 Tax @ $0.2967/sf,,,21000,9,Dry,City,,40.0055662,-75.1143582
801-949 E Erie Ave,,B,Existing,364150,,$7.65 - 9.35 (Est.),Warehouse,Philadelphia,100.00,1950,,364150,,"22'0""",,59,,,City,2024 Tax @ $0.4160/sf,,,0,"4/10'0""w x 20'0""h",Yes,City,,40.0066609,-75.1115210
3000 Espresso Way,Starbucks Corp.,A,Existing,376506,,$6.38 - 7.80 (Est.),Distribution,York,100.00,1995,,376506,0.59,,,35,,,,2025 Tax @ $1.0207/sf,,,0,None,Yes,,225,40.0517641,-76.7393403
715 Fountain Ave,,C,Existing,300000,,$7.34 - 8.97 (Est.),Warehouse,Lancaster,100.00,1914,,300000,,,,,,,,2024 Tax @ $0.2772/sf,,,0,None,,,,40.0543395,-76.2904984
1156 Four Star Dr,Four Star Drive,A,Existing,413860,,$6.12 - 7.49 (Est.),Warehouse,Mount Joy,100.00,2004,,413860,0.92,"32'0""",43'w x 60'd,38,2500a,,City,2024 Tax @ $0.6453/sf,,,0,"1/14'0""w x 12'0""h",ESFR,City,382,40.1170522,-76.4597235
3401 Fox St,Building 6B,B,Existing,390000,,$9.63 - 11.77 (Est.),Warehouse,Philadelphia,100.00,1960,,78000,,"38'6""",,,,,,2024 Tax @ $0.0111/sf,,,0,2,,,,40.0105710,-75.1720502
99 Freeport Rd,,A,Existing,312356,,$5.61 - 6.86 (Est.),Distribution,Pittston Township,100.00,2016,,312356,1.92,,,,,,,2025 Tax @ $2.8456/sf,,,0,,,,600,41.3202930,-75.7216989
4270 Fritch Dr,,B,Existing,312950,,$8.34 - 10.19 (Est.),Distribution,Bethlehem,100.00,2014,,312950,0.64,"32'0""",51'w x 54'd,58,1600a/277-480v 3p 4w,,Yes,2026 Tax @ $0.1566/sf,,,0,"2/12'0""w x 14'0""h",ESFR,Yes,200,40.6864748,-75.3441018
101 Fry Dr,Building 4,B,Existing,329306,,$6.88 - 8.41 (Est.),Warehouse,Mechanicsburg,100.00,1998,,329306,,"40'0""",,1,,,,2025 Tax @ $0.5022/sf,,,0,24,,,,40.2282631,-77.0631191
131 Fulling Mill Rd,FedEx Distribution Center,B,Existing,309846,,$7.04 - 8.60 (Est.),Distribution,Middletown,100.00,2014,,309846,,"37'0""",,198,,,,2025 Tax @ $1.8774/sf,,,0,10,,,,40.2322076,-76.7300975
1144 Garden St,USFS Industrial Distribution,B,Existing,333791,,$6.34 - 7.74 (Est.),Distribution,Greensburg,100.00,1955,2006,333791,0.52,,,30,,,,2025 Tax @ $0.3776/sf,,,0,"5/12'0""w x 14'0""h",,,175,40.2885632,-79.5659453
1 Geoffrey Rd,,A,Existing,415000,,$8.88 - 10.85 (Est.),Distribution,Fairless Hills,100.00,1984,,415000,,"25'0""",30'w x 45'd,126,1600a/480v 3p,Conrail,,2024 Tax @ $0.8482/sf,,,0,1,ESFR,,,40.1868371,-74.7969932
3900 Germantown Pike,,C,Existing,368327,,$10.43 - 12.75 (Est.),Warehouse,Collegeville,100.00,1939,,368327,,,,6,,,,,,,0,"2/10'0""w x 15'0""h",Yes,,,40.1843189,-75.4376969
3100 Grand Ave,,C,Existing,375000,,$7.08 - 8.66 (Est.),Warehouse,Neville Island,100.00,,,375000,,,,,,,,2024 Tax @ $0.1970/sf,,,0,"7/12'0""w x 16'0""h",,,40,40.5075040,-80.1068900
7125 Grayson Rd,,A,Existing,300000,,$7.16 - 8.75 (Est.),Distribution,Harrisburg,100.00,1991,,300000,0.57,"28'0""",50'w x 50'd,32,1800a/277-480v,,City,2025 Tax @ $0.8645/sf,,,0,"3/8'0""w x 8'0""h",ESFR,City,170,40.2619150,-76.7657680
2401 Green Ln,,A,Existing,309000,,$10.72 - 13.11 (Est.),Warehouse,Levittown,100.00,2019,,309000,0.89,"40'0""",50'w x 50'd,48,400a/277-480v,,City,2024 Tax @ $0.9462/sf,,,0,2,ESFR,City,220,40.1293539,-74.8543736
61 Green Mountain Rd,,B,Existing,402560,,$6.30 - 7.70 (Est.),Warehouse,Hazleton,100.00,2004,,402560,0.61,"36'6""",40'w x 50'd,32,800a/277-480v 3p,,,2026 Tax @ $2.7377/sf,,,0,None,ESFR,,245,40.9126753,-76.0866121
62A Green Mountain Rd,,C,Existing,350000,350000,$6.49 - 7.93 (Est.),Warehouse,Hazleton,100.00,2001,,334996,0.29,"30'0""",46'w x 50'd,68,1600a/277-480v 3p 4w,,Yes,2026 Tax @ $2.6811/sf,,350000,0,"2/12'0""w x 14'0""h",ESFR,Yes,100,40.9115231,-76.0897524
1660 Greengarden Rd,,C,Existing,305000,,$6.31 - 7.71 (Est.),Warehouse,Erie,100.00,2001,,305000,0.04,,,5,Heavy,,City,2025 Tax @ $0.3801/sf,,,0,None,Wet,City,12,42.1057431,-80.1155528
1700 Harrisburg Pike,Carlisle Industrial,A,Existing,380069,,$6.88 - 8.41 (Est.),Warehouse,Carlisle,100.00,2020,,380069,0.53,"36'0""",52'w x 50'd,9,,,,2025 Tax @ $0.7300/sf,,,0,2,ESFR,,214,40.2318623,-77.1199403
3751 E Harrisburg Pike,Building 2,A,Existing,305870,,$7.04 - 8.60 (Est.),Distribution,Middletown,100.00,2023,,305870,0.59,"36'0""",56'w x 52'd,50,,,,2025 Tax @ $1.2284/sf,,,0,,ESFR,,188,40.1841816,-76.6724507
1625 Heilmandale Rd,,A,Existing,411840,,$5.05 - 5.81 (Est.),Distribution,Lebanon,100.00,2022,,411840,0.87,,,193,,,,2025 Tax @ $1.8170/sf,,,0,,Dry,,1158,40.3666959,-76.4723787
335-341 Heinz St,Arnold Logistics - Building 9,B,Existing,464250,,$6.88 - 8.41 (Est.),Distribution,Mechanicsburg,100.00,1989,,464250,0.38,"28'0""",50'w x 50'd,34,3600a,,,2025 Tax @ $0.7093/sf,,,0,None,Yes,,255,40.2146293,-77.0213416
336-340 Heinz St,Arnold Logistics - Building 9,B,Existing,344600,,$6.88 - 8.41 (Est.),Warehouse,Mechanicsburg,100.00,1989,,344600,0.51,"28'0""",50'w x 50'd,20,2400a,,,2025 Tax @ $0.7064/sf,,,0,None,,,255,40.2161781,-77.0199356
300 W Heinz St,,C,Existing,333075,333075,$4.97 - 6.07 (Est.),Warehouse,Mechanicsburg,100.00,,,333075,0.20,"37'0""",42'w x 38'd,40,480v 3p,Norfolk Southern,County,2025 Tax @ $0.6708/sf,,333075,0,1,Wet,County,102,40.2168104,-77.0165091
1492 Highway 315,,B,Existing,330100,,$4.67 - 5.71 (Est.),Warehouse,Wilkes Barre,100.00,2000,,330100,1.36,,,19,,,,,,,0,3,,,450,41.2754332,-75.8034490
693 N Hills Rd,,A,Existing,352000,,$6.38 - 7.80 (Est.),Warehouse,York,100.00,2020,,352000,0.65,"36'0""",52'w x 43'd,35,3000a/277-480v 3p,,,2025 Tax @ $1.2734/sf,,,0,"2/12'0""w x 14'0""h",ESFR,,230,39.9797502,-76.6925417
1090 Horsham Rd,Lot 1,C,Existing,333600,,$10.39 - 12.70 (Est.),Warehouse,North Wales,100.00,1989,,333600,,"24'0""",36'w x 36'd,8,,,City,,,,0,2,Wet,City,,40.2295803,-75.2190986
191 Howard St,Venango Area Industrial Complex,C,Existing,476222,,$8.19 - 10.01 (Est.),Distribution,Franklin,100.00,1977,,476222,,"20'0""",,,,,,2025 Tax @ $0.3602/sf,,,0,Yes,,,,41.4031493,-79.8372180
571 Independence Ave,,A,Existing,378000,,$6.88 - 8.41 (Est.),Warehouse,Mechanicsburg,100.00,1999,,378000,0.49,"28'0""",40'w x 50'd,50,1000-3000a/480v 3p,,City,2025 Tax @ $0.7545/sf,,,0,1,ESFR,City,187,40.2007332,-76.9734980
160-180 Independence Dr,,A,Existing,310000,,$5.69 - 6.96 (Est.),Distribution,Pittston Township,100.00,2020,,310000,0.86,"38'2""",50'w x 50'd,41,800-4000a/277-480v 3p,,Yes,2025 Tax @ $1.0513/sf,,,0,"1/12'0""w x 14'0""h",ESFR,Yes,267,41.2946966,-75.7308085
7248 Industrial Blvd,,A,Existing,497000,497000,$7.47 - 9.13 (Est.),Warehouse,Allentown,100.00,1988,,497000,0.17,"31'0""",30'w x 55'd,44,1600a/277-480v 3p 4w,Norfolk Southern,City,2026 Tax @ $0.9072/sf,,0,0,,ESFR,City,203,40.5760527,-75.6058933
