Property Address,Property Name,Building Class,Building Status,RBA,Total Available Space (SF),Rent/SF/Yr,Secondary Type,City,Percent Leased,Year Built,Year Renovated,Typical Floor Size,Parking Ratio,Ceiling Ht,Column Spacing,Number Of Loading Docks,Power,Rail Lines,Sewer,Building Operating Expenses,Capacity - Available kW,Direct Available Space,Direct Vacant Space,Drive Ins,Sprinklers,Water,Number Of Parking Spaces,Latitude,Longitude
1225 Forest Pky,Forest Park Bldg 19,A,Existing,354083,88407,$10.55 - 12.89 (Est.),Warehouse,West Deptford,100.00,1996,,354083,1.70,"30'0""",35'w x 53'd,46,200a/120-208v,,City,2024 Tax @ $1.3447/sf,,88407,0,"3/7'0""w x 14'0""h",ESFR,City,600,39.8289160,-75.2130250
1245 Forest Pky,Forest Park Bldg 17,A,Existing,376903,,$10.47 - 12.80 (Est.),Warehouse,West Deptford,100.00,1997,,376903,0.66,"32'0""",53'w x 44'd,26,1600a/277-480v 3p,,City,2024 Tax @ $1.1414/sf,,,0,"3/7'0""w x 14'0""h",ESFR,City,170,39.8276240,-75.2108050
1250 Forest Pky,,B,Existing,494400,,$9.28 - 11.34 (Est.),Warehouse,West Deptford,100.00,1990,,494400,0.40,"32'0""",34'w x 40'd,44,,,,2024 Tax @ $1.5353/sf,,,0,2,ESFR,,208,39.8235539,-75.2085629
1200 Fuller Rd,,B,Existing,451000,43670,$11.85 - 14.48 (Est.),Warehouse,Linden,90.32,1974,,225500,0.00,"21'1""",30'w x 40'd,29,800a/110-440v 3p,,City,,,43670,43670,3,Dry,City,100,40.6248903,-74.2701013
115 Gaither Dr,,B,Existing,318000,,$10.69 - 13.06 (Est.),Warehouse,Mount Laurel,100.00,1976,,318000,,,,,,,,2024 Tax @ $1.2895/sf,,,0,,,,188,39.9396068,-74.9478092
24 N Game Creek Rd,LogistiCenter at Carneys Point,B,Existing,323750,218175,$8.49 - 10.38 (Est.),Distribution,Carneys Point,100.00,2023,,323750,0.83,"36'0""",54'w x 58'd,37,3000a,,,,,218175,0,1,ESFR,,343,39.6955212,-75.4461108
25 N Golfwood Ave,,A,Existing,371000,,$8.32 - 10.17 (Est.),Distribution,Carneys Point,100.00,2023,,371000,0.56,"40'0""",48'w x 54'd,64,,,,2024 Tax @ $0.2887/sf,,,0,2,,,206,39.7140089,-75.4466102
2 N Hackensack Ave,Stanton Building,C,Existing,420000,,$10.94 - 13.37 (Est.),Warehouse,Kearny,100.00,1947,,140000,0.09,"40'0""",25'w x 25'd,18,5000a,,City,,,,0,1,Wet,City,40,40.7299592,-74.1057495
311 Half Acre Rd,,A,Existing,300142,,$11.47 - 14.02 (Est.),Distribution,Cranbury,100.00,2004,,300142,0.49,"38'0""",56'w x 50'd,61,3000a/277-480v 3p 4w,,,2024 Tax @ $0.8683/sf,,,0,2,ESFR,,146,40.3182321,-74.4813532
84 Harbor Dr,,B,Existing,400000,,$13.57 - 16.59 (Est.),Warehouse,Jersey City,100.00,1999,,400000,,,,,,CSX,,,,,0,,,,,40.6828145,-74.0917337
970 Harding Hwy,Tri-State Distribution Center Building 2,A,Existing,400500,33000,$8.49 - 10.38 (Est.),Distribution,Carneys Point Township,100.00,2021,,400500,0.69,"40'0""",56'w x 48'd,78,2000a/480v 3p,,Yes,2024 Tax @ $0.4103/sf,,0,0,2,ESFR,Yes,370,39.6860517,-75.4203704
1200 Harrison Ave,,A,Existing,400206,,$13.53 - 16.53 (Est.),Warehouse,Kearny,100.00,1992,,400206,0.25,"33'0""",25'w x 25'd,66,800a,,City,,,,0,2,Wet,City,,40.7506582,-74.1379211
240-290 Heller Park Ct,354M,B,Existing,353999,225093,$8.99 - 10.99 (Est.),Distribution,Dayton,54.13,1989,,353999,,"32'0""",42'w x 42'd,19,400-1200a/480v 3p,,City,2024 Tax @ $1.0242/sf,,225093,162382,"1/10'0""w x 14'0""h",ESFR,City,,40.3748809,-74.4980637
400-490 Heller Park Ct,419M,A,Existing,419000,103602,$7.79 - 9.52 (Est.),Warehouse,Dayton,100.00,1990,,419000,0.00,"32'0""",42'w x 42'd,39,400-1200a/460v 3p,,City,2024 Tax @ $1.0242/sf,,103602,0,"1/13'0""w x 13'0""h",ESFR,City,15,40.3767832,-74.4962741
4-8 Heller Park Ln,,B,Existing,308900,179115,$8.53 - 10.42 (Est.),Warehouse,Somerset,100.00,2001,,308900,,"28'0""",39'w x 39'd,23,1200a/480v 3p,,City,2024 Tax @ $1.6538/sf,,179115,0,"1/25'0""w x 25'0""h",Wet,City,,40.5252600,-74.5501500
231 Herrod Blvd,,B,Existing,300662,,$7.82 - 9.56 (Est.),Warehouse,South Brunswick,100.00,1983,,300000,0.50,"24'0""",40'w x 40'd,35,400a,Conrail,,2024 Tax @ $1.1945/sf,,,0,"2/12'0""w x 14'0""h",Wet,,150,40.3597680,-74.4881540
308 Herrod Blvd,,A,Existing,305477,,$11.56 - 14.12 (Est.),Distribution,South Brunswick,100.00,1989,,305477,1.00,"24'0""",44'w x 45'd,48,2600a,,,2024 Tax @ $1.2572/sf,,,0,"1/14'0""w x 16'0""h",Yes,,300,40.3652600,-74.4823750
329-333 Herrod Blvd,,B,Existing,418212,,$10.60 - 12.96 (Est.),Distribution,Dayton,100.00,1989,,418212,0.24,"28'0""",42'w x 49'd,52,3200a,,City,2024 Tax @ $1.1278/sf,,,0,"2/12'0""w x 14'0""h",ESFR,City,180,40.3669130,-74.4854830
351 Herrod Blvd,,B,Existing,390318,,$9.46 - 11.56 (Est.),Warehouse,South Brunswick,100.00,1987,,390318,0.26,"29'0""",40'w x 45'd,23,1600a,,City,2024 Tax @ $1.1852/sf,,,0,"1/12'0""w x 14'0""h",Wet,City,102,40.3696420,-74.4840720
100 Highland Dr,,A,Existing,300802,,$8.99 - 10.98 (Est.),Warehouse,Westampton,100.00,2006,,300802,0.39,"32'0""",,31,1600a/277-480v,,,2024 Tax @ $1.1095/sf,,,0,1,ESFR,,120,40.0068619,-74.8569574
63 Hook Rd,Bridge Point Bayonne,A,Existing,355580,355580,$13.75 - 16.81 (Est.),Warehouse,Bayonne,0.00,2025,,355580,0.60,"40'0""",55'w x 50'd,70,2000a,,,2024 Tax @ $0.6638/sf,,355580,355580,4,,,269,40.6621596,-74.1034011
200 Industrial Ave,,B,Existing,332640,,$12.70 - 15.52 (Est.),Warehouse,Teterboro,100.00,1998,,332352,0.79,"32'0""",,35,,,City,,,,0,,ESFR,City,263,40.8583910,-74.0638207
301 Industrial Dr,The Cubes at Alpha Bldg 2,A,Existing,305000,305000,$9.08 - 11.09 (Est.),Warehouse,Phillipsburg,0.00,2026,,305000,0.61,"36'0""",56'w x 49'd,59,3000a/277v 3p 4w,,,,,305000,305000,"2/14'0""w x 16'0""h",ESFR,,252,40.6597744,-75.1519176
2321 Industrial Way,Building 13,A,Existing,347000,,$8.72 - 10.65 (Est.),Distribution,Vineland,100.00,2011,,347000,1.07,,,33,,,,2024 Tax @ $1.9852/sf,,,0,None,,,150,39.5130638,-75.0655025
113 Interstate Blvd,Bldg 2,B,Existing,418300,418300,$9.58 - 11.71 (Est.),Warehouse,Monroe Township,100.00,2004,,418300,0.43,"35'6""",40'w x 50'd,61,3000a/277-480v 3p,,City,2024 Tax @ $1.2480/sf,,418300,0,2,ESFR,City,179,40.3955450,-74.4487913
600 Irick Rd,Turnpike 5 Logistics Park - Building A,B,Under Construction,310000,310000,$9.91 - 12.11 (Est.),Warehouse,Burlington,0.00,2026,,310000,0.92,"36'0""",,55,3000a 3p,,,,,310000,0,2,,,366,40.0322215,-74.8260970
55 Jake Brown Rd,Central 9 Logistics - Building 6,A,Existing,495086,303114,$12.01 - 14.68 (Est.),Distribution,Old Bridge,38.78,2024,,495086,0.53,"40'0""",54'w,107,3000a,,,2024 Tax @ $0.0121/sf,,303114,303114,"4/12'0""w x 14'0""h",,,262,40.4166355,-74.3004018
571 Jersey Ave,,B,Existing,301626,,$6.84 - 8.35 (Est.),Warehouse,New Brunswick,100.00,1987,,301626,0.70,"24'0""",28'w x 42'd,48,2500a/277-480v 3p,,City,2024 Tax @ $3.1043/sf,,,0,"2/8'0""w x 12'0""h",Wet,City,,40.4789620,-74.4720710
760 Jersey Ave,,C,Existing,310000,,$12.59 - 15.38 (Est.),Warehouse,New Brunswick,100.00,1946,,310000,,"14'0""",180'w x 80'd,3,,,,2024 Tax @ $0.6700/sf,,,0,1,Wet,,,40.4725847,-74.4738269
1000 John Galt Way,Destination Maternity,B,Existing,406400,,$10.55 - 12.90 (Est.),Distribution,Burlington,100.00,2014,,406400,,,,,,,,2024 Tax @ $0.0006/sf,,,0,,,,,40.1035637,-74.8045338
1500 John Galt Way,,A,Existing,425000,,$10.22 - 12.49 (Est.),Warehouse,Florence,100.00,2008,,425000,0.17,,,,,,,,,,0,None,Dry,,75,40.1082648,-74.8103106
1 Kaighns Ave,,F,Existing,307100,,$9.05 - 11.06 (Est.),Warehouse,Camden,100.00,,,38775,0.06,,,9,,,,2025 Tax @ $0.2897/sf,,,0,None,,,20,39.9298540,-75.1299756
115 Kennedy Dr,,C,Existing,302544,,$12.72 - 15.54 (Est.),Warehouse,Sayreville,100.00,1980,,302544,2.00,,,,,,,2024 Tax @ $0.9885/sf,,,0,None,,,100,40.4789020,-74.3056320
101 Kentile Rd,,B,Existing,426277,,$9.93 - 12.14 (Est.),Warehouse,South Plainfield,100.00,1958,,426277,,"24'0""",,9,200a,,City,,,,0,1,,City,,40.5752231,-74.4038649
203 Kuller Rd,,B,Existing,335000,,$12.56 - 15.35 (Est.),Warehouse,Clifton,100.00,1960,1970,335000,0.37,"23'0""",25'w x 40'd,46,1200a/480v,,City,2024 Tax @ $1.9491/sf,,,0,1,Wet,City,,40.8859114,-74.1657341
141 Lanza Ave,Building 20,C,Existing,426820,,$12.51 - 15.29 (Est.),Warehouse,Garfield,100.00,1920,1985,213410,0.01,"12'0""",10'w x 16'd,3,1600a/480v,,City,2024 Tax @ $0.8717/sf,,,0,3,Wet,City,3,40.8885874,-74.1223912
100 Lawrence Blvd,Hainesport Commerce Center,A,Existing,478715,,$10.29 - 12.58 (Est.),Distribution,Hainesport,100.00,2021,,478715,1.09,"40'0""",50'w x 54'd,99,3000a/277-480v 3p,,,,,,0,2,ESFR,,523,39.9799134,-74.8135881
650 Liberty Ave,,B,Existing,364739,,$11.56 - 14.13 (Est.),Warehouse,Union Township,100.00,1950,,364739,4.72,"22'3""",49'w x 24'd,1,2000a/265-460v,,,2024 Tax @ $2.2827/sf,,,0,7,Wet,,1001,40.6977140,-74.3048306
200 Liberty Way,Bldg B,A,Existing,443421,,$6.21 - 7.59 (Est.),Warehouse,Cranbury,100.00,2002,,443421,0.60,"36'0""",60'w x 80'd,40,4000a/480v 3p,,City,2024 Tax @ $0.5502/sf,,,0,"2/14'0""w x 16'0""h",ESFR,City,248,40.3234550,-74.4968770
60 Lister Ave,,B,Existing,352100,,$14.95 - 18.27 (Est.),Warehouse,Newark,100.00,2014,,176050,0.74,"36'0""",35'w x 50'd,40,3000a,Conrail,,,,,0,"1/12'0""w x 14'0""h",ESFR,,262,40.7392599,-74.1381305
1600 Livingston Ave,,A,Existing,300000,,$11.55 - 14.11 (Est.),Distribution,North Brunswick,100.00,2018,,300000,0.38,"36'0""",,25,,,,,,,0,,,,113,40.4530655,-74.4824629
1601 Livingston Ave,,A,Existing,300000,,$11.55 - 14.11 (Est.),Warehouse,North Brunswick,100.00,2008,,300000,,"40'0""",,,,,,2024 Tax @ $0.3937/sf,,,0,16,Wet,,,40.4524350,-74.4855900
1800 Lower Rd,,A,Existing,406627,,$12.02 - 14.69 (Est.),Warehouse,Linden,100.00,1969,2005,386296,2.00,"30'0""",52'w x 36'd,59,2000a/277-480v 3p 4w,,City,2024 Tax @ $1.7164/sf,,,0,"6/9'0""w x 14'0""h",Wet,City,91,40.6092730,-74.2531660
23 Mack Dr,,B,Existing,359950,,$10.86 - 13.28 (Est.),Distribution,Edison,100.00,1970,,359950,0.24,"24'0""",41'w x 32'd,35,1600a/277-480v 3p,,City,2024 Tax @ $1.0732/sf,,,0,Yes,Wet,City,110,40.5323980,-74.3917750
201-207 Meadow Rd,400M,A,Existing,409485,,$12.93 - 15.81 (Est.),Warehouse,Edison,100.00,1986,,204743,0.49,"28'0""",,52,200a,,,2024 Tax @ $1.1963/sf,,,0,"2/14'0""w x 16'0""h",ESFR,,200,40.4985540,-74.3872730
46 Meadowlands Pky,,A,Existing,302727,52000,$13.66 - 16.70 (Est.),Warehouse,Secaucus,100.00,2018,,302727,0.99,"36'0""",60'w x 55'd,55,600a/287-727v,,,,,0,0,1,ESFR,,344,40.7902599,-74.0712987
480 Mercer St,,B,Existing,324000,,$7.41 - 9.06 (Est.),Warehouse,Hightstown,100.00,1950,2000,324000,0.60,"28'5""",,27,Heavy,,,2024 Tax @ $0.0297/sf,,,0,4,Yes,,200,40.2654120,-74.5348340
200 Middlesex Ave,Bldg 1,C,Existing,406437,,$10.64 - 13.01 (Est.),Distribution,Carteret,100.00,1988,,406437,0.58,"28'0""",50'w x 30'd,44,1600a/277-480v 3p 4w,,City,2024 Tax @ $2.5719/sf,,,0,"1/12'0""w x 16'0""h",ESFR,City,240,40.5717557,-74.2166614
25 S Middlesex Ave,,B,Existing,411600,,$10.26 - 12.54 (Est.),Warehouse,Monroe Township,100.00,1988,,411600,1.00,"27'0""",,44,,,,2024 Tax @ $1.3659/sf,,,0,"4/12'0""w x 14'0""h",Wet,,200,40.3254790,-74.4600610
100 Middlesex Center Blvd,UPS Cranbury HUB,A,Existing,343485,,$6.17 - 7.54 (Est.),Distribution,South Brunswick,100.00,1995,,324381,0.99,"32'0""",50'w x 56'd,86,4000a,,,2024 Tax @ $1.7161/sf,,,0,"1/12'0""w x 14'0""h",ESFR,,551,40.3827794,-74.4538920
159 Milford Rd,LOC 8,A,Existing,410300,,$8.90 - 10.87 (Est.),Distribution,East Windsor,100.00,2017,,410300,1.06,"40'0""",,62,2500a/277-480v,,,2024 Tax @ $2.4975/sf,,,0,2,ESFR,,429,40.2585563,-74.4995467
3100 N Mill Rd,,B,Existing,432000,,$6.27 - 7.66 (Est.),Distribution,Vineland,100.00,1989,1997,432000,0.13,"34'5""",40'w x 50'd,24,225a/277-480v,,City,,,,0,1,Wet,City,72,39.5326913,-75.0607948
1 Millenium Dr,,A,Existing,372324,,$10.78 - 13.18 (Est.),Warehouse,Willingboro,100.00,2000,,186162,2.42,"45'0""",30'w x 47'd,8,3200a/480v 3p,,Yes,2024 Tax @ $1.3914/sf,,,0,1,Wet,Yes,754,40.0545494,-74.8875600
515 Monmouth Rd,Building 2,A,Existing,383092,,$11.64 - 14.23 (Est.),Distribution,Jackson Township,100.00,2023,,383092,0.76,"40'0""",54'w x 48'd,56,3000a/227-480v 3p 4w,,,2025 Tax @ $3.4018/sf,,,0,2,ESFR,,370,40.1535211,-74.4223991
567 Monmouth Rd,Adventure Crossing USA - Warehouse #1,A,Existing,353750,,$11.93 - 14.59 (Est.),Warehouse,Jackson,100.00,2022,,353750,,,,,,,,,,,0,,,,,40.1556625,-74.4203910
245 Mountain Ave,,A,Existing,318290,,$12.75 - 15.59 (Est.),Distribution,Middlesex,100.00,2023,,318290,0.77,"36'0""",,,,,,2024 Tax @ $0.5816/sf,,,0,,,,246,40.5692622,-74.4942638
888 Newark Ave,,C,Existing,452502,,$14.25 - 17.41 (Est.),Warehouse,Jersey City,100.00,1960,,67143,0.33,"25'0""",,28,4180a,,City,2024 Tax @ $1.1876/sf,,,0,"2/12'0""w x 14'0""h",Wet,City,50,40.7369660,-74.0687010
849-909 Newark Tpke,,B,Existing,375000,,$13.51 - 16.51 (Est.),Warehouse,Kearny,100.00,1970,,375000,0.60,"22'6""",40'w x 30'd,33,Heavy,,City,2024 Tax @ $1.6082/sf,,,0,1,Yes,City,224,40.7480672,-74.1067558
840 Nottingham Way,,C,Existing,475000,100000,$6.34 - 7.75 (Est.),Warehouse,Trenton,78.95,1990,,475000,0.26,"40'0""",58'w x 19'd,160,2000a,,,,,100000,100000,"4/12'0""w x 14'0""h",Wet,,125,40.2361485,-74.7360823
433 Oak Glen Rd,,C,Existing,395000,,$12.07 - 14.76 (Est.),Warehouse,Howell,100.00,1986,,395000,,"32'0""",40'w x 40'd,4,800a,,Septic Field,2024 Tax @ $0.8000/sf,,,0,1,ESFR,City,,40.1392145,-74.1882064
201 Oak Grove Rd,LogistiCenter at Woolwich,A,Existing,336700,,$9.28 - 11.34 (Est.),Warehouse,Woolwich,100.00,2024,,336700,1.20,"36'0""",54'w x 51'd,50,3000a,,,2024 Tax @ $0.3728/sf,,,0,"2/14'0""w x 16'0""h",ESFR,,406,39.7641917,-75.3130550
2473 Old York Rd,Building 2,A,Existing,434250,,$10.82 - 13.22 (Est.),Distribution,Bordentown,100.00,2020,,434250,0.72,"36'0""",50'w x 54'd,62,,,,2024 Tax @ $0.1280/sf,,,0,2,ESFR,,313,40.1177879,-74.7187000
2810 Oldmans Creek Rd,LogistiCenter Logan,A,Existing,393120,,$9.28 - 11.34 (Est.),Distribution,Logan Township,100.00,2017,,393120,0.54,"36'0""",,90,,,,2024 Tax @ $1.2762/sf,,,0,4,ESFR,,316,39.7640767,-75.3881123
275 Omar Ave,Ports Carteret 4,A,Existing,391650,,$12.37 - 15.12 (Est.),Warehouse,Avenel,100.00,1960,2014,391650,1.35,"40'0""",54'w x 50'd,72,Heavy,,,,,,0,None,ESFR,,530,40.5836275,-74.2571050
20 E Park Dr,Dunkin Donuts Distribution,B,Existing,301872,,$10.57 - 12.92 (Est.),Distribution,Westampton,100.00,2004,,301872,0.56,"32'0""",,125,,,,2024 Tax @ $1.6092/sf,,,0,2,,,170,40.0065014,-74.8508493
35 E Park Dr,,B,Existing,302372,,$10.83 - 13.24 (Est.),Warehouse,Westampton,100.00,2002,,302372,0.87,"30'0""",40'w x 80'd,35,2000a/480v,,City,2024 Tax @ $1.2640/sf,,,0,2,ESFR,City,264,40.0032614,-74.8538446
1101 E Pearl St,,B,Existing,355000,,$10.78 - 13.18 (Est.),Warehouse,Burlington,100.00,,,355000,,"50'0""",,,,"Burlington Northern Santa Fe,CSX",,,,,0,,,,,40.0850105,-74.8413210
123-125 Pennsylvania Ave,Building 1,B,Existing,311496,311496,$15.34 - 18.75 (Est.),Warehouse,Kearny,0.00,1950,,311496,0.43,"19'4""",35'w x 40'd,71,Heavy,,,2024 Tax @ $1.5918/sf,,311496,311496,,,,135,40.7406904,-74.1093986
200 Performance Dr,,B,Existing,347902,,$12.71 - 15.53 (Est.),Warehouse,Mahwah,100.00,1986,,173951,4.00,"22'6""",40'w x 40'd,20,800-2000a/277-480v 3p 4w,,City,2024 Tax @ $0.7233/sf,,,0,"1/10'0""w x 12'0""h",Yes,City,392,41.1090207,-74.1618596
33 Phoenix Dr,,C,Existing,306636,,$9.28 - 11.34 (Est.),Warehouse,West Deptford,100.00,,,306636,1.06,,,23,,,,2024 Tax @ $1.6189/sf,,,0,"2/10'0""w x 13'0""h",,,325,39.8340155,-75.2125900
1130 Polaris St,East Coast Warehouse,C,Existing,331928,,$12.67 - 15.49 (Est.),Warehouse,Elizabeth,100.00,,,331928,1.51,,,138,,,,,,,0,None,,,500,40.6708549,-74.1678473
1140 Polaris St,,B,Existing,334482,,$12.67 - 15.48 (Est.),Warehouse,Elizabeth,100.00,,,334482,1.49,,,269,,,,,,,0,None,Yes,,500,40.6735284,-74.1658829
100 Porete Ave,,B,Existing,326500,,$12.99 - 15.87 (Est.),Distribution,North Arlington,100.00,1996,,326500,0.74,"27'0""",44'w x 40'd,20,4000a/277-480v 3p 4w,,City,2024 Tax @ $2.8036/sf,,,0,1,ESFR,City,317,40.7818821,-74.1244631
760 Port Carteret Dr,,A,Existing,351472,,$12.70 - 15.52 (Est.),Warehouse,Carteret,100.00,2008,,351472,0.29,"30'0""",40'w x 42'd,81,1200a/488v 3p,,,2024 Tax @ $3.9706/sf,,,0,1,ESFR,,102,40.5661752,-74.2158934
202 Port Jersey Blvd,,C,Existing,425121,,$13.09 - 16.00 (Est.),Warehouse,Jersey City,100.00,1974,,425121,0.18,"24'0""",38'w x 51'd,76,1200a,Conrail,City,2024 Tax @ $1.7281/sf,,,0,6,Wet,City,215,40.6791620,-74.0877634
403 Port Jersey Blvd,NE Auto-Marine Terminal,C,Existing,300000,,$14.43 - 17.63 (Est.),Warehouse,Jersey City,100.00,1972,,300000,,,,,,,City,,,,0,,,City,,40.6770783,-74.0876731
220 Port Newark,,B,Existing,454800,,$13.30 - 16.26 (Est.),Warehouse,Newark,100.00,1971,,454800,,,,,,,,,,,0,None,,,,40.6911322,-74.1497644
241 Port Newark,,C,Existing,400000,,$12.90 - 15.77 (Est.),Warehouse,Newark,100.00,,,400000,,,,,,,,,,,0,None,,,,40.7001200,-74.1485300
148 Princeton Hightstown Rd,Building A,A,Existing,406669,,$10.43 - 12.75 (Est.),Distribution,East Windsor,100.00,2022,,406669,0.94,"40'0""",50'w x 56'd,40,3000a/277-480v 3p 4w,,,2024 Tax @ $0.3908/sf,,,0,"2/14'0""w x 16'0""h",ESFR,,384,40.2792713,-74.5483225
286 Prospect Plains Rd,East Building,A,Existing,341982,,$11.47 - 14.02 (Est.),Distribution,Cranbury,100.00,2018,,341982,,"38'0""",54'w x 52'd,98,,,,2024 Tax @ $0.6423/sf,,,0,"2/12'0""w x 14'0""h",ESFR,,,40.3264672,-74.4897095
65 Railroad Ave,Railroad Ave Industrial,B,Existing,320000,,$13.58 - 16.60 (Est.),Warehouse,Ridgefield,100.00,1967,,160000,0.25,"23'0""",40'w x 32'd,6,200a/480v,,,,,,0,,Wet,,100,40.8283405,-74.0133390
101 Railroad Ave,,C,Existing,338144,,$11.28 - 13.79 (Est.),Distribution,Ridgefield,100.00,1965,,338144,0.41,"22'0""",25'w x 40'd,18,1200a,CSX,City,,,,0,"1/10'0""w x 13'0""h",Wet,City,139,40.8261254,-74.0137138
839 Railroad Ave,,A,Existing,300700,,$10.97 - 13.40 (Est.),Warehouse,Florence,100.00,2021,,300700,1.18,"36'0""",50'w x 54'd,37,4000a/277-480v 3p 4w,,,2024 Tax @ $1.5329/sf,,,0,2,ESFR,,354,40.1106534,-74.7885674
101 Randolph Rd,Building 2,A,Existing,308550,,$11.90 - 14.54 (Est.),Distribution,Somerset,100.00,2020,,308550,1.25,"36'0""",50'w x 52'd,50,1600a/480v 3p,,City,2024 Tax @ $3.1817/sf,,,0,"1/14'0""w x 16'0""h",,City,258,40.5427680,-74.5578958
1100 Randolph Rd,,B,Existing,309585,,$11.71 - 14.32 (Est.),Warehouse,Somerset,100.00,1988,2023,309585,0.08,"27'0""",40'w x 50'd,11,8000a/480v,,City,2024 Tax @ $1.0591/sf,,,0,1,Wet,City,25,40.5298870,-74.5547650
100-120 Raritan Center Pky,Baxter Healthcare Corp.,B,Existing,367000,,$11.98 - 14.64 (Est.),Warehouse,Edison,100.00,1966,,367000,2.00,"26'0""",30'w x 40'd,,1600a,,City,2024 Tax @ $0.8207/sf,,,0,1,Wet,City,100,40.5190540,-74.3373840
180 Raritan Center Pky,Applause Distribution Facility,B,Existing,354873,13934,$13.12 - 16.03 (Est.),Warehouse,Edison,96.07,1987,2001,340571,0.28,"28'0""",40'w x 40'd,40,400-1200a/460v 3p,,City,2024 Tax @ $1.5514/sf,,13934,13934,"2/12'0""w x 14'0""h",Dry,City,100,40.5153453,-74.3381356
200 Richards Run,Radial,B,Existing,416400,,$10.53 - 12.86 (Est.),Warehouse,Burlington,100.00,2002,,416400,,"30'0""",40'w x 60'd,72,3000a/277-480v 3p,,City,2024 Tax @ $0.8145/sf,,,0,4,ESFR,City,,40.0965312,-74.8196099
285 Ridge Rd,350M,B,Existing,384304,,$8.86 - 10.83 (Est.),Warehouse,Dayton,100.00,1973,,384304,0.13,"25'0""",46'w x 46'd,45,400a/460-480v,,City,2024 Tax @ $1.1259/sf,,,147646,"5/12'0""w x 16'0""h",Wet,City,50,40.3706540,-74.4914140
1950 River Rd,,A,Existing,486812,,$10.07 - 12.31 (Est.),Distribution,Florence,100.00,2021,,486812,0.54,"36'0""",54'w x 54'd,86,2000-4000a,,City,2024 Tax @ $1.8560/sf,,,0,"2/12'0""w x 14'0""h",ESFR,City,264,40.1165642,-74.8224801
8600 River Rd,Pennsauken Logistics Center,B,Existing,355000,280277,$3.51 - 4.29 (Est.),Warehouse,Pennsauken,21.05,1964,2020,355000,0.67,"20'0""",30'w x 40'd,29,2500a/480v 3p,,City,2025 Tax @ $0.8808/sf,,280277,280277,"4/12'0""w x 13'0""h",Wet,City,220,39.9854599,-75.0452138
1265 S River Rd,Building A,A,Existing,345465,,$10.57 - 12.92 (Est.),Warehouse,Cranbury,100.00,1999,,345465,0.38,"32'0""",54'w x 43'd,24,800-1600a,,,2024 Tax @ $0.5502/sf,,,0,"1/12'0""w x 14'0""h",ESFR,,130,40.3237659,-74.5036506
1267 S River Rd,Building B,B,Existing,302488,161517,$12.10 - 14.79 (Est.),Distribution,Cranbury,46.60,2000,,281034,0.50,"32'0""",54'w x 43'd,24,800-1600a/277-480v 3p,,Yes,,,161517,161517,"2/12'0""w x 16'0""h",ESFR,Yes,190,40.3242878,-74.5058720
5000 Riverside Dr,,B,Existing,470640,,$12.28 - 15.01 (Est.),Warehouse,Keasbey,100.00,1979,,470640,0.43,"24'0""",40'w x 40'd,71,4000a,,City,,,,0,9,Wet,City,218,40.5096840,-74.3278340
6000 Riverside Dr,FedEx Ground Facility,A,Existing,417101,,$12.24 - 14.96 (Est.),Warehouse,Keasbey,100.00,2000,,417101,3.62,,,99,,,,,,,0,,ESFR,,1510,40.5065464,-74.3242083
1 Roosevelt Dr,,C,Existing,476000,,$9.67 - 11.82 (Est.),Warehouse,Mount Laurel,100.00,1996,,476000,,"26'0""",50'w x 60'd,7,200a,,Yes,2024 Tax @ $0.9621/sf,,,0,,ESFR,Yes,,39.9784290,-74.8621512
2801 Route 130,,B,Existing,425000,,$9.55 - 11.67 (Est.),Warehouse,North Brunswick,100.00,1975,,425000,,"23'9""",33'w x 33'd,47,2000a/265-460v 3p,,,2024 Tax @ $1.1927/sf,,,0,1,Wet,,,40.4222534,-74.5007891
3195 Route 206,Mansfield Distribution Center,A,Existing,351000,,$10.78 - 13.18 (Est.),Distribution,Mansfield,100.00,2024,,351000,0.50,"40'0""",54'w x 51'd,98,,,,2024 Tax @ $0.1996/sf,,,0,3,ESFR,,212,40.0931806,-74.7158932
1120 Route 22 E,Bldg 1,B,Existing,370000,,$11.47 - 14.02 (Est.),Warehouse,Bridgewater,100.00,1951,1994,370000,,"31'0""",40'w x 50'd,48,600a 3p 4w,,City,2024 Tax @ $1.4127/sf,,,0,2,Wet,City,,40.5771693,-74.5946801
2235 Route 322,,A,Existing,455280,,$9.28 - 11.34 (Est.),Warehouse,Swedesboro,100.00,2022,,455280,0.68,,56'w,110,,,,2024 Tax @ $0.2078/sf,,,0,2,,,310,39.7680475,-75.3254359
36 Saw Mill Pond Rd,,A,Existing,467000,,$11.25 - 13.75 (Est.),Warehouse,Edison,100.00,1991,,467000,0.05,"36'0""",48'w x 48'd,63,400a/480v,,City,2024 Tax @ $1.1873/sf,,,0,"4/9'0""w x 12'0""h",Wet,City,25,40.4929270,-74.3707870
70-90 Saw Mill Pond Rd,475M,A,Existing,474949,,$11.20 - 13.69 (Est.),Warehouse,Edison,100.00,1998,,474949,0.05,"36'0""",48'w x 48'd,50,460v 3p,,City,2024 Tax @ $1.1819/sf,,,0,"2/13'0""w x 17'0""h",ESFR,City,25,40.4932110,-74.3758292
