Property Address,Property Name,Building Class,Building Status,RBA,Total Available Space (SF),Rent/SF/Yr,Secondary Type,City,Percent Leased,Year Built,Year Renovated,Typical Floor Size,Parking Ratio,Ceiling Ht,Column Spacing,Number Of Loading Docks,Power,Rail Lines,Sewer,Building Operating Expenses,Capacity - Available kW,Direct Available Space,Direct Vacant Space,Drive Ins,Sprinklers,Water,Number Of Parking Spaces,Latitude,Longitude
930 Pleasant Valley Rd,,B,Existing,292901,,$8.25 - 10.08 (Est.),Warehouse,Harrisonburg,100.00,1754,,292901,,,,,,,,2024 Tax @ $0.4042/sf,,,0,,,,,38.3925681,-78.8980708
19000 Possum Point Rd,Possum Point Power Station,C,Existing,298995,,$10.26 - 12.54 (Est.),Warehouse,Dumfries,100.00,1968,,298995,,"30'0""",,1,,,City,,,,0,1,Yes,City,,38.5367352,-77.2803648
709 Powerhouse Rd,,B,Existing,221081,,$3.41 - 4.16 (Est.),Warehouse,Independence,100.00,1973,,221081,,,,,,,,,,,0,,,,,36.6278387,-81.1357590
24932 Shady Grove Ln,,B,Final Planning,222100,,Not Disclosed,Warehouse,Chantilly,100.00,2027,,222100,,,,,,,,2025 Tax @ $0.1806/sf,,,0,,,,,38.9275681,-77.5177201
295 Technology Dr,,C,Existing,315000,,$7.18 - 8.77 (Est.),Distribution,Christiansburg,100.00,2012,,315000,0.76,,,,,,,,,,0,,,,240,37.1207333,-80.3798887
8365 Valley Pike,,B,Existing,219053,,$13.06 - 15.97 (Est.),Warehouse,Middletown,100.00,1980,,219053,,,,,,,,2024 Tax @ $0.1780/sf,,,0,,,,,39.0175005,-78.2935763
5081 S Valley Pike,,A,Existing,263332,,$7.86 - 9.61 (Est.),Distribution,Harrisonburg,100.00,,,263332,,,,58,,,,2024 Tax @ $0.6634/sf,,,0,,,,,38.3804560,-78.9236056
3520 Virginia Ave,,B,Existing,428367,,$8.40 - 10.27 (Est.),Warehouse,Narrows,100.00,,,428367,,,,,,,,2025 Tax @ $0.4731/sf,,,0,,,,,37.3453500,-80.7617925
300 Westvaco Rd,,B,Existing,253415,,$3.32 - 4.06 (Est.),Warehouse,Low Moor,100.00,1986,,253415,,,,,,,,2025 Tax @ $0.0101/sf,,,0,,,,,37.7939986,-79.8778561
7961 Winchester Rd,,B,Existing,393386,,$13.95 - 17.04 (Est.),Warehouse,Front Royal,100.00,2014,,393386,,,,,,,,2025 Tax @ $0.3094/sf,,,0,,,,,38.9800648,-78.1749987
