Property Address,Property Name,Building Class,Building Status,RBA,Total Available Space (SF),Rent/SF/Yr,Secondary Type,City,Percent Leased,Year Built,Year Renovated,Typical Floor Size,Parking Ratio,Ceiling Ht,Column Spacing,Number Of Loading Docks,Power,Rail Lines,Sewer,Building Operating Expenses,Capacity - Available kW,Direct Available Space,Direct Vacant Space,Drive Ins,Sprinklers,Water,Number Of Parking Spaces,Latitude,Longitude
3000 John Deere Rd,,A,Existing,307184,,$5.64 - 6.90 (Est.),Distribution,Toano,100.00,2000,,307184,0.78,"23'10""",40'w x 40'd,44,3p 4w,,City,2025 Tax @ $0.4012/sf,,,0,3,Wet,City,220,37.4132956,-76.8110027
11060 Johnson Rd,North Richmond Industrial Park - Phase 1,A,Existing,202500,,$8.42 - 10.29 (Est.),Warehouse,Ashland,100.00,2022,,202500,,"32'0""",,46,2000a,,,2025 Tax @ $0.2625/sf,,,0,2,ESFR,,,37.7274159,-77.4743777
1501 Joseph Martin Hwy,,C,Existing,250000,250000,$3.99 (Est.),Distribution,Martinsville,0.00,1983,2021,250000,,"19'0""",25'w x 30'd,20,3p,,,2024 Tax @ $0.0774/sf,,250000,250000,,,,,36.6308237,-79.8780283
1507 Joseph Martin Hwy,,B,Existing,350000,,$3.46 - 4.23 (Est.),Distribution,Martinsville,100.00,1985,2021,350000,0.14,"19'6""",25'w x 30'd,20,3p,,,2024 Tax @ $0.0779/sf,,,0,,,,48,36.6281922,-79.8775117
3379 Joseph Martin Hwy,Bowles Properties DC2,C,Existing,380059,,$8.19 - 10.01 (Est.),Distribution,Martinsville,100.00,1985,,380059,1.31,"36'0""",36'w,26,1800a/277-480v 3p 4w,,County,2024 Tax @ $0.0784/sf,,,0,"1/12'0""w x 14'0""h",ESFR,County,589,36.6039344,-79.8808199
167 Kelley Dr,Kelley Dr Facility,A,Existing,284695,,$13.28 - 16.24 (Est.),Distribution,Front Royal,100.00,1995,,279600,0.76,"30'0""",50'w x 50'd,19,3000a/277-480v,Norfolk Southern,Yes,2024 Tax @ $0.5022/sf,,,0,2,,Yes,216,38.9736543,-78.1748032
660 Kentuck Rd,,B,Existing,359891,,$8.19 - 10.01 (Est.),Warehouse,Danville,100.00,1987,,359891,,"28'0""",,6,277-480v 3p,,Yes,2025 Tax @ $0.0645/sf,,,0,1,Dry,Yes,,36.5968867,-79.3386456
1000 Kenyon Ct,NEXCOM Northeast Distribution Center,A,Existing,350000,,$7.18 - 8.77 (Est.),Distribution,Suffolk,100.00,2012,,350000,0.39,"32'0""",,44,,,,2025 Tax @ $0.0604/sf,,,0,None,,,135,36.7276146,-76.6576490
301 Kenyon Rd,Virginia Commerce Center - Bldg. 200,A,Existing,342640,,$7.18 - 8.77 (Est.),Warehouse,Suffolk,100.00,2025,,342640,0.44,"36'0""",54'w x 56'd,74,277-480v 3p 4w,CSX,,2025 Tax @ $1.0943/sf,,,0,"2/14'0""w x 16'0""h",ESFR,,150,36.7300022,-76.6527130
375 Kenyon Rd,,A,Existing,378000,,$7.58 - 9.27 (Est.),Warehouse,Suffolk,100.00,2008,,378000,0.50,"32'0""",52'w x 60'd,146,3p,,City,2025 Tax @ $1.2515/sf,,,0,"4/12'0""w x 12'0""h",ESFR,City,295,36.7319350,-76.6522660
22370 Kipper Dr,,B,Existing,203460,,$12.65 - 15.47 (Est.),Distribution,Sterling,100.00,2020,,101730,0.18,,,,,,,2025 Tax @ $3.8812/sf,,,0,,,,38,38.9967413,-77.4355940
22420 Kipper Dr,Amazon AWS 22420 Kipper,A,Existing,203460,,$12.65 - 15.47 (Est.),Distribution,Sterling,100.00,2021,,101730,0.37,,,,,,,2025 Tax @ $3.8812/sf,,,0,,,,75,38.9950130,-77.4353099
22895 Ladbrook Dr,,A,Existing,251040,,$12.64 - 15.45 (Est.),Warehouse,Sterling,100.00,2019,,251040,,"24'0""",40'w x 50'd,38,2500a,,,2025 Tax @ $0.8675/sf,,,0,"2/12'0""w x 14'0""h",Yes,,,38.9822380,-77.4886400
11600-11690 N Lakeridge Pky,Northlake Building D,B,Existing,320853,,$8.69 - 10.62 (Est.),Distribution,Ashland,100.00,2017,,320853,,"32'0""",,27,,,,2025 Tax @ $0.6614/sf,,,0,"4/12'0""w x 14'0""h",ESFR,,,37.7305960,-77.4565858
500 Lansdowne Rd,CVS Distribution Center,A,Existing,487987,,$8.80 - 10.75 (Est.),Distribution,Fredericksburg,100.00,1985,1995,487987,0.89,"39'0""",,65,,CSX,,2025 Tax @ $0.4301/sf,,,0,None,ESFR,,542,38.2696163,-77.4579835
1796 Lee Hwy,,C,Existing,253973,,$4.32 - 5.28 (Est.),Distribution,Cloverdale,100.00,1976,,253973,0.19,"22'0""",,17,1600a/277-480v 3p,,,2024 Tax @ $0.3537/sf,,,0,1,,,48,37.3722587,-79.9033934
11994 Livingston Rd,USFS Industrial Distribution,A,Existing,420634,,$11.99 - 14.65 (Est.),Distribution,Manassas,100.00,1985,2007,420634,0.47,"40'0""",,40,,,City,,,,0,"1/12'0""w x 10'0""h",Yes,City,196,38.7866280,-77.5545000
1440 London Bridge Rd,Building 1,B,Existing,200000,,$6.02 - 7.36 (Est.),Warehouse,Virginia Beach,100.00,1995,,200000,0.50,"32'8""",25'w x 50'd,6,2000a/277-480v,,,,,,0,"1/12'0""w x 14'0""h",,,100,36.7926080,-76.0655860
225 S Magnolia Ave,,C,Existing,267150,,$3.63 - 4.43 (Est.),Warehouse,Buena Vista,100.00,1972,,267150,0.79,"21'0""",,8,3000a,,City,,,,0,37,Wet,City,211,37.7142825,-79.3741196
900 Main St,,B,Existing,284461,,$3.77 - 4.61 (Est.),Distribution,Kenbridge,100.00,1960,,284461,,"26'7""",50'w x 50'd,33,Heavy,,Yes,2025 Tax @ $0.0228/sf,,,0,3,Wet,Yes,,36.9682390,-78.1482794
10504 Mckesson Dr,,A,Existing,340000,,$6.62 - 8.09 (Est.),Distribution,Ruther Glen,100.00,2011,,340000,,,,,,,,2025 Tax @ $0.5073/sf,,,0,,,,247,37.9389285,-77.4575248
150 Mercury Way,Mercury Paper,A,Existing,324535,,$6.95 - 8.49 (Est.),Distribution,Winchester,100.00,2019,,324535,0.39,"36'0""",50'w x 52'd,94,,,Yes,2025 Tax @ $0.5191/sf,,,0,"2/12'0""w x 15'0""h",ESFR,Yes,127,39.2042854,-78.1429518
5915 B Midlothian Tpke,,A,Existing,292500,,$6.26 - 7.65 (Est.),Distribution,Richmond,100.00,1970,,292500,0.17,,,6,,,,2025 Tax @ $0.2784/sf,,,0,None,,,50,37.5035658,-77.5056971
1720 S Military Hwy,"Givens, Inc.",B,Existing,336005,,$9.28 - 11.35 (Est.),Distribution,Chesapeake,100.00,1985,,336005,,,,30,,,,2024 Tax @ $1.0346/sf,,,0,"2/12'0""w x 16'0""h",,,,36.7898600,-76.2429420
3390 Morehead Ave,Building Six,B,Existing,300000,,$8.19 - 10.01 (Est.),Warehouse,Ridgeway,100.00,1994,,300000,0.12,"30'0""",30'w x 60'd,24,800a 3p,,,2024 Tax @ $0.0723/sf,,,0,2,Dry,,35,36.5435862,-79.8108194
1290 Mt Landing Rd,,C,Existing,287000,,$3.42 - 4.18 (Est.),Distribution,Tappahannock,,1990,,287000,1.10,"24'0""",,36,10000a,,Yes,2025 Tax @ $0.1063/sf,,,0,3,,Well,317,37.9226840,-76.8808530
500 Nautica Way,,A,Existing,500000,,$3.52 - 4.30 (Est.),Distribution,Martinsville,100.00,2001,,500000,1.15,"40'0""",39'w x 43'd,38,34v 3p,,City,2025 Tax @ $0.1994/sf,,,0,2,ESFR,City,575,36.7225078,-79.8630115
1008 North Campus Pky,Hampton Logistics Center Building 2,A,Existing,275658,275658,$10.11 - 12.35 (Est.),Distribution,Hampton,0.00,2025,,275658,0.67,"32'0""",50'w x 52'd,57,,,,2025 Tax @ $0.0740/sf,,275658,275658,103,ESFR,,184,37.0729209,-76.3979420
443 S Oak Ln,former Invista Stone Fort II,C,Existing,325000,,$6.08 - 7.43 (Est.),Distribution,Lyndhurst,100.00,1981,,325000,,"24'0""",,18,,,,2025 Tax @ $0.1939/sf,,,0,1,Wet,,,38.0369666,-78.9257257
680 Old Sand Rd,,B,Existing,228434,,$3.53 - 4.31 (Est.),Distribution,Ridgeway,100.00,1974,,228434,,"36'0""",40'w x 60'd,,,,,2024 Tax @ $0.0788/sf,,,0,,Wet,,,36.6216957,-79.8539981
2410 Papermill Rd,,B,Existing,427000,,$5.05 - 6.18 (Est.),Warehouse,Winchester,100.00,1941,,427000,,"30'0""",,4,,,,2025 Tax @ $0.0581/sf,,,0,2,,,,39.1582496,-78.1742634
6601 Park Dr,Building 1,A,Existing,338000,,$8.33 - 10.18 (Est.),Distribution,Suffolk,100.00,2022,,338000,,"32'0""",50'w x 54'd,83,3p,,,,,,0,Yes,ESFR,,,36.8989895,-76.4389803
300 W Park Ln,300 West Park Building,C,Existing,257218,,$7.35 - 8.99 (Est.),Distribution,Hampton,100.00,2000,,257218,1.14,"28'0""",51'w x 40'd,42,400a 3p,,,2025 Tax @ $0.9895/sf,,,0,"1/12'0""w x 14'0""h",ESFR,,400,37.0713003,-76.4286206
500 W Park Ln,500 West Park Bldg,C,Existing,258697,,$7.35 - 8.99 (Est.),Distribution,Hampton,100.00,1999,,258268,,"28'0""",51'w x 40'd,58,4000a/120-480v 3p,,City,2025 Tax @ $1.0260/sf,,,0,"1/10'0""w x 14'0""h",ESFR,City,,37.0715408,-76.4306487
291 Park Center Dr,Kraft Heinz,A,Existing,344700,,$6.95 - 8.49 (Est.),Warehouse,Winchester,100.00,2001,,344700,,"30'0""",50'w x 50'd,36,2000a/277-480v 3p,,,2025 Tax @ $0.3488/sf,,,0,"1/12'0""w x 16'0""h",Wet,,,39.2093140,-78.1393385
480 Park Center Dr,,B,Existing,465600,,$6.95 - 8.49 (Est.),Distribution,Winchester,100.00,2008,,465600,,"40'6""",,183,,,,,,,0,2,ESFR,,,39.2006800,-78.1399241
301 Pittsylvania Ave,,C,Existing,328464,,$2.42 - 2.95 (Est.),Warehouse,Altavista,100.00,1947,,82116,,"13'0""",,8,,,,2025 Tax @ $0.0032/sf,,,0,,None,,,37.1096670,-79.2822883
1433 Pleasant Valley Rd,,A,Existing,433039,,$7.86 - 9.61 (Est.),Warehouse,Harrisonburg,100.00,1999,,433039,0.20,"35'0""",,32,3000a/480v 3p,,,2024 Tax @ $0.3803/sf,,,0,"1/12'0""w",,,86,38.3891368,-78.8958282
2983 S Pleasant Valley Rd,,B,Existing,260435,,$5.48 - 6.70 (Est.),Warehouse,Winchester,97.70,1970,,260435,0.00,,,8,Heavy,,,2025 Tax @ $0.1696/sf,,,6000,None,,,,39.1443667,-78.1812636
495 Radio Station Rd,Mercury Paper,A,Existing,409898,,$8.88 - 10.86 (Est.),Warehouse,Strasburg,100.00,2009,,409898,0.68,,,35,,,,2025 Tax @ $87.2117/sf,,,0,1,Wet,,280,39.0098131,-78.3468365
22363 Randolph Dr,,C,Existing,417161,,$12.09 - 14.77 (Est.),Distribution,Sterling,100.00,1991,,417161,,,,105,,,,,,,0,None,,,,38.9998168,-77.4540040
413 Reas Ford Rd,,B,Existing,268000,,$9.84 - 12.02 (Est.),Warehouse,Earlysville,100.00,,,268000,0.18,"18'0""",,2,,,,2025 Tax @ $0.0033/sf,,,0,1,,,50,38.1415813,-78.4952129
11 Redd Level Plant Rd,Building C,B,Existing,302950,,$3.57 - 4.36 (Est.),Warehouse,Martinsville,100.00,1962,,208780,0.00,"24'0""",,50,,,,,,,0,Yes,,,,36.6530225,-79.8682358
8252 Richfood,Building 1,A,Under Construction,388500,388500,$5.94 - 7.26 (Est.),Distribution,Mechanicsville,0.00,2027,,388500,1.00,"36'0""",,,2500a/277-480v 3p,,,,,388500,0,,ESFR,,387,37.6298829,-77.4000417
1045 Richmond Hwy,Crossroads Industrial,A,Existing,219456,,$10.92 - 13.35 (Est.),Warehouse,Fredericksburg,100.00,2024,,219456,1.56,"32'0""",50'w x 52'd,64,,,,,,,0,,,,343,38.3744622,-77.4537254
360 Ringgold Industrial Pky,,B,Existing,312528,,$8.19 - 10.01 (Est.),Warehouse,Danville,100.00,2004,2018,312528,0.30,"22'0""",,14,,,,2025 Tax @ $0.1875/sf,,,0,,,,95,36.6057735,-79.3461005
239 Rowan St,Rowe Furniture,C,Existing,287031,,$2.59 - 3.16 (Est.),Warehouse,Salem,100.00,1946,,287031,0.00,"16'0""",,17,800-1600a 3p,,Yes,2024 Tax @ $0.0001/sf,,,0,4,Wet,Yes,,37.2786469,-80.0510354
1700-1790 Ruffin Mill Rd,Building D,A,Existing,287357,43536,$9.58 - 11.71 (Est.),Distribution,Colonial Heights,84.85,2003,,287357,0.32,"32'0""",50'w x 50'd,77,,,,2025 Tax @ $0.8013/sf,,43536,43536,"4/12'0""w x 14'0""h",ESFR,,93,37.3096007,-77.3822699
1900-1934 Ruffin Mill Rd,Building B,A,Existing,327577,,$9.46 - 11.56 (Est.),Distribution,Colonial Heights,100.00,2000,,327577,0.76,"32'0""",50'w,73,1200a/277-480v,,,,,,0,"10/12'0""w x 14'0""h",ESFR,,167,37.3093736,-77.3853008
1964-1998 Ruffin Mill Rd,Building A,A,Existing,279166,,$9.60 - 11.74 (Est.),Distribution,Colonial Heights,100.00,2000,,279166,0.77,"32'0""",50'w,52,3p,,,2025 Tax @ $0.6126/sf,,,0,"12/12'0""w x 14'0""h",ESFR,,207,37.3101859,-77.3868901
1972 Salem Industrial Dr,,C,Existing,317144,,$4.12 - 5.04 (Est.),Warehouse,Salem,100.00,1972,,317144,0.79,,,,Heavy,,,2025 Tax @ $0.1089/sf,,,0,"1/10'0""w x 12'0""h",,,252,37.2848650,-80.0884637
4112 Sarellen Rd,Showbest Fixture Company,B,Existing,262405,,$8.41 - 10.28 (Est.),Warehouse,Richmond,100.00,1981,,262405,0.10,"24'0""",,9,,,,2025 Tax @ $0.2390/sf,,,0,"1/14'0""w x 14'0""h",Yes,,25,37.5132660,-77.3613630
2704 Seven Hills Blvd,Building 1,A,Existing,246760,,$8.49 - 10.37 (Est.),Distribution,Henrico,100.00,2020,,246760,1.00,"32'0""",50'w x 50'd,24,1000a/480v 3p,,,,,,0,2,ESFR,,246,37.4936202,-77.3503533
2708 Seven Hills Blvd,Building 2,A,Existing,241180,,$8.51 - 10.40 (Est.),Distribution,Henrico,100.00,2020,,241180,1.05,"32'0""",52'w x 50'd,17,1000a/480v 3p,,,2025 Tax @ $0.6256/sf,,,0,"1/12'0""w x 14'0""h",ESFR,,254,37.4947947,-77.3493691
170 Shady Elm Rd,,A,Existing,253618,,$6.95 - 8.49 (Est.),Warehouse,Winchester,100.00,2004,,252000,0.23,,,14,,,,,,,0,1,,,59,39.1339574,-78.1988546
235 Shenandoah Ave NW,,B,Existing,316000,,$4.57 - 5.58 (Est.),Distribution,Roanoke,100.00,1985,,316000,0.31,,,,,,,2026 Tax @ $0.4535/sf,,,0,,,,100,37.2753297,-79.9464948
1001 Shenandoah Village Dr,,B,Existing,350000,,$7.01 - 8.57 (Est.),Warehouse,Waynesboro,100.00,2025,,350000,,,,,,,,,,,0,,,,,38.0533479,-78.9402065
341 Snowden Bridge Blvd,,A,Existing,350000,,$6.01 - 7.35 (Est.),Warehouse,Winchester,100.00,2020,,350000,,"32'0""",50'w x 50'd,48,Heavy,,,2025 Tax @ $0.4531/sf,,,0,,,,,39.2174058,-78.1237376
2424 Springfield Ave,Katoen Natie Expansion,B,Existing,222125,,$6.69 - 8.17 (Est.),Warehouse,Norfolk,100.00,2005,,222125,,,,,,,,2024 Tax @ $0.7685/sf,,,0,,,,,36.8331758,-76.2490197
2900 Sprouse Dr,,B,Existing,208000,,$7.29 - 8.91 (Est.),Distribution,Richmond,100.00,1979,,208000,0.72,"26'0""",40'w x 50'd,16,2500a/480v,,,2025 Tax @ $0.2424/sf,,,0,"1/10'0""w x 14'0""h",Yes,,140,37.4953700,-77.3395300
250 Stinson Dr,,B,Existing,256080,,$5.06 - 6.18 (Est.),Distribution,Danville,100.00,1996,,256080,,"41'0""",,8,,,City,,,,0,Yes,,City,,36.5694737,-79.3561064
3900 Stonecroft Blvd,,A,Existing,368206,27316,$12.55 - 15.33 (Est.),Warehouse,Chantilly,92.58,1996,,350943,1.20,"30'0""",40'w x 42'd,50,,,City,2024 Tax @ $1.9958/sf,,27316,27316,"6/12'0""w x 14'0""h",ESFR,City,425,38.9104032,-77.4600202
25 Strategy Dr,Amazon,A,Existing,201592,,$10.85 - 13.27 (Est.),Distribution,Fredericksburg,100.00,2021,,201592,1.56,,,,,,,2024 Tax @ $1.4378/sf,,,0,,,,314,38.3844318,-77.4533854
5800 Technology Blvd,,A,Existing,212576,,$8.66 - 10.58 (Est.),Distribution,Sandston,100.00,2016,,212576,,"32'0""",,14,,,,2025 Tax @ $0.6240/sf,,,0,,,,,37.4953146,-77.2504549
3880 Technology Ct,Building 100,B,Existing,242375,,$7.34 - 8.98 (Est.),Distribution,Sandston,100.00,1985,,242375,,"26'0""",50'w x 50'd,11,,,,2025 Tax @ $0.3822/sf,,,0,1,ESFR,,,37.4867360,-77.2309320
350 Technology Dr SE,,A,Existing,250955,,$7.16 - 8.75 (Est.),Warehouse,Christiansburg,100.00,2023,,250955,,"32'0""",,5,,,,2025 Tax @ $0.1428/sf,,,0,1,,,,37.1179065,-80.3786050
100 TG Vaughan Jr St,,C,Existing,408000,,$3.32 - 4.06 (Est.),Warehouse,Galax,100.00,1920,1980,408000,0.24,"20'0""",,12,3p,,City,2025 Tax @ $0.0279/sf,,,0,2,Wet,City,100,36.6669900,-80.9230720
112 The Vitamin Shoppe Way,,B,Existing,311730,,$8.30 - 10.15 (Est.),Distribution,Ashland,100.00,2013,,311730,0.80,,,18,,,,2025 Tax @ $0.6065/sf,,,0,None,,,250,37.7867585,-77.4621123
200 Toy Ln,,A,Existing,438500,,$8.19 - 10.01 (Est.),Warehouse,Blairs,100.00,1997,,438500,,"39'0""",50'w x 50'd,28,,,County,2024 Tax @ $0.1860/sf,,,0,,ESFR,County,,36.7323630,-79.3859680
40 Tyson Dr,,A,Existing,330050,330050,$6.95 - 8.49 (Est.),Warehouse,Winchester,100.00,2016,,330050,0.30,"32'0""",50'w x 50'd,180,,,,2025 Tax @ $0.4671/sf,,330050,0,,ESFR,,100,39.2313650,-78.1420731
75 Tyson Dr,,A,Existing,287000,,$6.91 - 8.44 (Est.),Warehouse,Winchester,100.00,2018,,287000,0.47,"32'0""",50'w x 50'd,,,,,2025 Tax @ $0.4769/sf,,,0,,ESFR,,134,39.2278705,-78.1421171
80 Tyson Dr,,A,Existing,400400,,$6.95 - 8.49 (Est.),Warehouse,Winchester,100.00,2016,,400400,0.24,,,29,,,,2025 Tax @ $0.5051/sf,,,0,2,,,100,39.2291690,-78.1448075
100 Tyson Dr,,A,Existing,300000,,$7.88 - 9.63 (Est.),Distribution,Winchester,100.00,2007,,300000,0.15,"32'0""",50'w x 55'd,36,1200a/277-480v 3p,,,2025 Tax @ $0.4043/sf,,,0,"1/12'0""w x 6'0""h",,,46,39.2269157,-78.1467898
310 Tyson Dr,Winchester Warehouse,A,Existing,230283,55638,$7.76 - 9.48 (Est.),Distribution,Winchester,75.84,1987,2023,230283,0.76,"30'8""",25'w x 50'd,20,1000a/600v 3p,,,2025 Tax @ $0.2983/sf,,55638,55638,"1/12'0""w x 14'0""h",Wet,,174,39.2218331,-78.1529257
184 Vista Dr,,C,Existing,333370,,$4.76 - 5.81 (Est.),Warehouse,Roanoke,100.00,,,333370,,,,,,,,2024 Tax @ $0.3413/sf,,,0,None,,,100,37.3581965,-79.9199473
262 Vista Dr,,B,Existing,200009,,$4.71 - 5.76 (Est.),Warehouse,Roanoke,100.00,1997,,200009,0.41,"32'0""",,12,Heavy,,Yes,2024 Tax @ $0.0813/sf,,,0,3,,Yes,41,37.3593017,-79.9164976
11093 Washington Hwy,Building 1,A,Existing,200250,,$8.30 - 10.15 (Est.),Distribution,Glen Allen,100.00,2023,,200250,2.23,"36'0""",50'w x 54'd,35,1200a,,Yes,2025 Tax @ $0.7254/sf,,,100125,"2/12'0""w x 14'0""h",ESFR,Yes,446,37.7050854,-77.4675537
11400 Washington Hwy,Northlake 95,A,Existing,237861,,$8.30 - 10.15 (Est.),Distribution,Ashland,100.00,2021,,237861,0.94,"32'0""",56'w x 60'd,47,,,,,,,0,"2/12'0""w x 14'0""h",ESFR,,225,37.7214214,-77.4674181
12063 Washington Hwy,North Richmond Industrial Park - Phase 2,A,Existing,315900,,$8.30 - 10.15 (Est.),Warehouse,Ashland,100.00,2024,,315900,1.08,"36'0""",,182,2000a,,,2025 Tax @ $0.2625/sf,,,0,"2/12'0""w x 14'0""h",ESFR,,340,37.7298281,-77.4752099
14060 Washington Hwy,Republic National Distributing Company,A,Existing,250000,,$8.27 - 10.11 (Est.),Distribution,Ashland,100.00,2015,,250000,,,,45,,,,,,,0,"4/12'0""w x 10'0""h",,,,37.7842099,-77.4637202
14190 N Washington Hwy,,C,Existing,216500,10500,$5.36 - 6.55 (Est.),Distribution,Ashland,95.15,1960,1994,108250,0.14,"27'0""",30'w x 50'd,48,6000a/277-480v,,,2025 Tax @ $0.0352/sf,,10500,10500,None,Wet,,58,37.7930600,-77.4676510
17320 N Washington Hwy,,B,Existing,375000,,$9.46 - 11.56 (Est.),Distribution,Doswell,100.00,1977,,375000,,"33'0""",95'w,12,800a/400v 3p,"CSX,Norfolk Southern",,2025 Tax @ $0.0977/sf,,,0,7,Wet,,,37.8814777,-77.4620784
25410 Weakley Rd,Ingram Books Distribution Facilty,B,Existing,230520,,$5.95 - 7.27 (Est.),Distribution,Petersburg,100.00,1992,,230520,1.26,"27'8""",50'w x 50'd,19,1600a/277-480v 3p 4w,,City,2024 Tax @ $0.1129/sf,,,0,"1/12'0""w x 18'0""h",ESFR,City,292,37.1954773,-77.4648403
12839 Westcreek Dr,West Creek Commerce Center,A,Under Construction,221231,221231,$6.28 - 6.54 (Est.),Distribution,Richmond,0.00,2026,,221231,1.04,"32'0""",54'w x 52'd,46,3000a/277-480v,,,,,221231,0,"2/12'0""w x 14'0""h",ESFR,,266,37.6086170,-77.6670912
1520 Willis Rd,,A,Existing,220825,,$5.32 - 6.50 (Est.),Distribution,North Chesterfield,100.00,2018,,220825,,"36'0""",,,Heavy,,,2025 Tax @ $1.2252/sf,,,0,,ESFR,,,37.4046722,-77.4138456
300 Winners Ct,Virginia Inland Port Logistics Center,A,Existing,339450,,$6.85 - 8.37 (Est.),Distribution,Front Royal,100.00,2022,,339450,0.49,"32'0""",50'w x 50'd,34,1000a,,Yes,2025 Tax @ $0.5082/sf,,,0,"2/10'0""w x 12'0""h",ESFR,Yes,166,39.0038105,-78.1691360
570 Woodlake Cir,,A,Existing,235898,,$9.28 - 11.35 (Est.),Distribution,Chesapeake,100.00,2000,,235898,0.64,,,40,,,,2024 Tax @ $0.8003/sf,,,0,"2/12'0""w x 16'0""h",,,150,36.7841210,-76.2436680
575 Woodlake Cir,G3,A,Existing,345432,,$9.28 - 11.35 (Est.),Distribution,Chesapeake,100.00,1998,,345432,0.51,,,62,,,,2024 Tax @ $0.8155/sf,,,0,"2/12'0""w x 16'0""h",,,180,36.7845780,-76.2415130
630 Woodlake Dr,,B,Existing,259568,,$9.28 - 11.35 (Est.),Distribution,Chesapeake,100.00,1989,,259568,,,,31,,,,2024 Tax @ $0.6383/sf,,,0,"2/12'0""w x 14'0""h",,,,36.7874890,-76.2415950
839 Wayne Ave,,A,Existing,399750,,$5.79 - 7.08 (Est.),Distribution,Stuarts Draft,100.00,2023,,399750,0.64,"32'0""",50'w x 51'd,30,,,,,,,0,4,ESFR,,254,38.0248620,-78.9921238
351 Apple Valley Rd,,B,Existing,411597,,$6.95 - 8.49 (Est.),Warehouse,Winchester,100.00,2016,2022,411597,,"32'0""",,,,,,2025 Tax @ $0.5031/sf,,,0,,,,88,39.1341790,-78.2065210
1645 Ashton Park Dr,Fedex,A,Existing,296000,,$8.29 - 10.14 (Est.),Distribution,South Chesterfield,100.00,2023,,296000,,,,,,,,2025 Tax @ $0.8734/sf,,,0,,Yes,,,37.3104899,-77.3658383
2401 Bermuda Hundred Rd,Building 1,A,Existing,252000,,$8.29 - 10.14 (Est.),Warehouse,Chester,100.00,2015,,252000,,"30'0""",50'w,16,3p 4w,,,2025 Tax @ $0.7514/sf,,,0,2,,,,37.3420522,-77.3101782
265 W Brooke Rd,Fort Collier Industrial Park,B,Existing,423360,,$7.10 - 8.68 (Est.),Warehouse,Winchester,100.00,1992,,423360,,,,,,,,2025 Tax @ $0.3374/sf,,,0,,,,,39.2042999,-78.1502151
2132 Cardinal Park Dr,Cardinal,C,Existing,262760,,$4.84 - 5.92 (Est.),Warehouse,Vinton,100.00,2004,,262760,,,,,,,,2024 Tax @ $0.5012/sf,,,0,,,,,37.2635181,-79.8634150
4825 Cleburne Blvd,Ethan Allen,B,Existing,487911,,$7.00 - 8.56 (Est.),Distribution,Dublin,100.00,,,487911,,,,,,,,2025 Tax @ $0.1237/sf,,,0,,,,,37.0924215,-80.6907844
1101 Eagle Springs Rd,,C,Existing,317670,,$8.19 - 10.01 (Est.),Distribution,Danville,100.00,1987,2017,317670,0.45,,,,,,,,,,0,,,,143,36.6022963,-79.3427340
3050 N Franklin St,,B,Existing,455052,,$6.95 - 8.49 (Est.),Warehouse,Christiansburg,100.00,1965,,455052,,,,,,,,2025 Tax @ $0.1340/sf,,,0,,,,,37.1721530,-80.4241148
3800 Garman Rd,,B,Existing,486386,,$4.12 - 5.04 (Est.),Warehouse,Salem,100.00,1958,,486386,,,,,,,,2024 Tax @ $0.3435/sf,,,0,,,,,37.2756221,-80.1204550
960 Goodyear Blvd,,B,Existing,288288,,$8.19 - 10.01 (Est.),Warehouse,Danville,100.00,1946,,288288,,,,,,,,2025 Tax @ $0.0307/sf,,,0,,,,,36.5747068,-79.3813770
2005 Greenbrier Ave SE,,C,Existing,269732,,$4.84 - 5.92 (Est.),Warehouse,Roanoke,100.00,1920,,269732,,,,,,,,2026 Tax @ $0.1353/sf,,,0,,,,,37.2684152,-79.9093075
307 Hollie Dr,,B,Existing,290675,,$3.48 - 4.26 (Est.),Warehouse,Martinsville,100.00,1993,,290675,,,,,,,,2025 Tax @ $0.1012/sf,,,0,,,,,36.7361478,-79.8755612
90 Industrial Ave,,B,Existing,249065,,$7.07 - 8.64 (Est.),Warehouse,Rocky Mount,100.00,1976,,249065,,,,,,,,2025 Tax @ $0.1065/sf,,,0,,,,,37.0063264,-79.8851487
910 Industrial St,,B,Existing,250000,,$4.84 - 5.91 (Est.),Warehouse,Hopewell,100.00,1920,,250000,,,,,,,,2025 Tax @ $3.5395/sf,,,0,,,,,37.3020205,-77.2656966
7 Industry Way,Fedex Ground,B,Existing,222668,,$5.79 - 7.08 (Est.),Distribution,Staunton,100.00,2015,,225198,,,,,,,,2025 Tax @ $0.4967/sf,,,0,,,,,38.1799026,-79.0250451
1 Ivy Crescent,,B,Existing,262000,,$5.64 - 6.90 (Est.),Warehouse,Lynchburg,100.00,1986,,262000,,,,,,,,2024 Tax @ $0.6513/sf,,,0,,,,,37.3685828,-79.2410266
701 Orchard Ave,,C,Existing,309923,,$7.07 - 8.64 (Est.),Warehouse,Rocky Mount,100.00,1950,,331636,,,,,,,,2025 Tax @ $0.0503/sf,,,0,,,,,36.9841566,-79.8836012
4411 Plantation Rd NE,,C,Existing,372858,,$5.32 - 6.50 (Est.),Warehouse,Roanoke,100.00,1960,,372858,,,,,,,,2026 Tax @ $0.2203/sf,,,0,,,,,37.3176233,-79.9316907
